低密度舒适小区 优质配套 业主很诚意,光大花园中海锦榕湾,工业大道北,3室2厅 ,109.59, 南 , 简装 ,33,2010, 塔楼,1,7,8600000.0,"78,475元/平",VR看装修 房本满五年 随时看房 
此房电梯大三房  东南向望小区 中层采光好 户型方正,乐居苑,宝岗,3室1厅 ,95.9, 南 , 精装 ,9,1998, 暂无数据,62, 2个月以前发布,3300000.0,"34,411元/平",近地铁 VR房源 房本满两年 随时看房 
电梯刚需三房.大院管理.新装修,晓园新村晓园东,昌岗,2室1厅 ,54.94, 南 , 精装 ,6,1996, 塔楼,115, 11个月以前发布,1780000.0,"32,399元/平",VR房源 房本满五年 随时看房 
晓燕湾 两房南向 望园林 出行方便,晓燕湾,江燕路,2室1厅 ,69.93, 南 , 其他 ,9,1999, 塔楼,2, 1个月以前发布,2450000.0,"35,036元/平",VR看装修 房本满五年 
新理想华庭 4室1厅 北,新理想华庭,滨江东,4室1厅 ,144.54, 北 , 其他 ,21,2000, 塔楼,3,4,11600000.0,"80,255元/平",近地铁 VR房源 房本满五年 随时看房 
海珠区 丽景湾 临江花园小区 品质四房推荐,丽景湾,滨江东,4室2厅 ,146.76, 南 北 , 精装 ,33,2002, 塔楼,1,12,13200000.0,"89,943元/平",VR房源 房本满五年 随时看房 
嘉仕花园全新装修 望江三房 落地窗大客厅  近地铁,嘉仕花园东区,滨江东,3室2厅 ,94.11, 东北 , 其他 ,33,2006, 塔楼,0,12,6600000.0,"70,131元/平",VR房源 房本满两年 随时看房 
海洋研究所 中低层三房 南北通风好 精装修 安静不吵,海洋研究所宿舍,新港西,3室1厅 ,75.13, 南 北 , 精装 ,7,1994, 塔楼,2,9,3200000.0,"42,593元/平",近地铁 VR房源 房本满两年 随时看房 
珠江帝景苑 5室2厅 西 北,珠江帝景苑,滨江东,5室2厅 ,238.0, 西 北 , 精装 ,31,2007, 塔楼,0,8,13000000.0,"54,593元/平",近地铁 VR房源 房本满五年 
此房源过五唯一 电梯高层3房能望江 带车位出,天立俊园,滨江东,3室1厅 ,87.0, 南 , 其他 ,27,1999, 塔楼,1,5,6100000.0,"70,115元/平",近地铁 VR房源 房本满两年 
中信君庭 3室2厅 南 北,中信君庭,滨江东,3室2厅 ,205.46, 南 北 , 精装 ,33,2004, 塔楼,1,4,21880000.0,"106,493元/平",VR房源 房本满五年 
嘉仕花园  南向电梯三房   实用率高  光线好,嘉仕花园西区,滨江东,3室2厅 ,105.17, 南 , 精装 ,9,2003, 塔楼,0,5,6300000.0,"59,904元/平",近地铁 VR房源 房本满五年 
滨江东 准地铁 楼龄新户型好精装三房两卫双阳台,瀚林水岸,滨江东,3室2厅 ,108.81, 东北 , 精装 ,28,2006, 塔楼,0,4,7980000.0,"73,339元/平",近地铁 VR房源 房本满五年 
珠江帝景苑 4室2厅 南,珠江帝景苑,滨江东,4室2厅 ,154.73, 南 , 其他 ,13,2005, 塔楼,0,5,8450000.0,"54,593元/平",近地铁 VR房源 房本满五年 
滨江东 中海锦苑 管理规范 花园小区,中海锦苑,滨江东,3室1厅 ,136.79, 东南 南 , 精装 ,35,2000, 板塔结合,1,2,13400000.0,"97,961元/平",近地铁 VR房源 房本满五年 
东晓花苑 小面积 近江边 楼龄新 看房方便,东晓花苑,东晓路,2室1厅 ,39.24, 北 , 简装 ,9,1995, 板楼,0,3,1060000.0,"27,014元/平",VR房源 房本满五年 随时看房 
马赛克外墙、电梯准备中、满五年、东南向、单边位,乐居苑,宝岗,2室1厅 ,53.95, 东南 , 简装 ,9,1998, 塔楼,0,2,1600000.0,"29,658元/平",近地铁 VR房源 房本满五年 随时看房 
金碧花园三期 方正实用大2房 明亮通风 地铁距离30米,金碧花园第三金碧,金碧,2室2厅 ,77.9, 西南 , 其他 ,32,2005, 塔楼,0,6,3880000.0,"49,808元/平",近地铁 VR房源 房本满五年 随时看房 
花园小区，精装修三房，产权满五年，免重税,东翠花园,东晓路,3室2厅 ,106.97, 东 , 简装 ,7,2003, 塔楼,0,29,5500000.0,"51,417元/平",VR看装修 房本满五年 随时看房 
光大花园榕景四季 2室1厅 北,光大花园榕景四季,工业大道北,2室1厅 ,69.97, 北 , 简装 ,18,2004, 塔楼,1,26,4500000.0,"64,314元/平",近地铁 VR房源 房本满两年 随时看房 
原装电梯两房 厅出阳台 南向望花园 满五省重税,南华花园,新港西,2室1厅 ,82.59, 南 , 其他 ,23,1998, 塔楼,0,30,2850000.0,"34,508元/平",VR看装修 房本满五年 随时看房 
地铁口 楼龄新09年 满五唯一 装修新 滨江东路学,佳大银湾,东晓路,2室1厅 ,74.12, 北 , 精装 ,24,2008, 塔楼,0,28,4600000.0,"62,062元/平",VR看装修 房本满五年 随时看房 
远洋宿舍 大院管理 原装电梯三房  满五,远洋宿舍（晓港）,中大,3室2厅 ,89.76, 南 , 其他 ,9,1996, 塔楼,1,27,3700000.0,"41,222元/平",近地铁 VR看装修 房本满五年 随时看房 
此房位于在建10号线地铁口，房子景观好，处于滨江,怡景湾,滨江东,3室2厅 ,102.24, 南 , 简装 ,9,1996, 塔楼,2, 1个月以前发布,3580000.0,"35,016元/平",近地铁 VR看装修 房本满五年 随时看房 
中大旁 珠江边大院管理 精装修南向三房 大花园,新凤凰后街1-5号大院,滨江东,3室2厅 ,72.0, 南 , 精装 ,9,1992, 塔楼,61, 6个月以前发布,2680000.0,"37,223元/平",近地铁 VR看装修 房本满两年 随时看房 
昌岗 金昌大厦电梯三房，证满5年，看房方便,金昌大厦,昌岗,3室1厅 ,106.24, 东南 , 简装 ,25,1999, 塔楼,12, 一年前发布,4500000.0,"42,357元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯大三房   总*近地铁   户型方正  少有放卖,侨宏大厦,前进路,3室1厅 ,141.04, 西南 , 精装 ,22,1999, 板塔结合,69, 一年前发布,4500000.0,"31,906元/平",近地铁 VR看装修 房本满五年 随时看房 
"小高层,南北对流,过五唯一物业",琴海居,滨江东,3室2厅 ,105.91, 南 北 , 简装 ,11,2004, 塔楼,2, 2个月以前发布,8860000.0,"83,656元/平",近地铁 VR房源 房本满五年 随时看房 
中信乐涛苑 南向户型方正采光好 中层无遮挡,中信乐涛苑,滨江东,3室2厅 ,106.22, 南 , 其他 ,12,2000, 塔楼,1, 9个月以前发布,7300000.0,"68,726元/平",近地铁 VR房源 房本满五年 随时看房 
明珠花园(海珠区) 3室2厅 北,明珠花园(海珠区),东晓路,3室2厅 ,106.86, 北 , 其他 ,28,1996, 塔楼,4, 6个月以前发布,4280000.0,"40,053元/平",VR房源 房本满两年 随时看房 
怡雅苑 精装修 南北向三房，25平方平台自用,怡雅苑(海珠),宝岗,3室1厅 ,84.62, 南 北 , 精装 ,16,1999, 塔楼,14, 4个月以前发布,4100000.0,"48,452元/平",近地铁 VR房源 房本满两年 随时看房 
中山大学 加装电梯楼 高层南向四房 证够五年,中山大学宿舍,中大,4室2厅 ,105.93, 南 , 精装 ,6,1986, 塔楼,242, 6个月以前发布,7600000.0,"71,746元/平",近地铁 VR看装修 房本满五年 随时看房 
朗晴居一期 高层东向 视野开阔 省级,朗晴居一期,滨江中,3室1厅 ,128.68, 东南 东 , 其他 ,13,2000, 板楼,0, 1个月以前发布,11600000.0,"90,147元/平",VR房源 房本满五年 随时看房 
江南西商圈 精装修中层三房东南向 近地铁 *松园,江南大道中,江南大道中,3室2厅 ,51.76, 南 , 精装 ,6,1991, 板楼,234, 一年前发布,1790000.0,"34,583元/平",近地铁 VR看装修 房本满五年 随时看房 
新鸿花园二期 南向安静 带大露台 可望广州塔,新鸿花园二期,滨江东,5室2厅 ,193.0, 南 , 其他 ,13,1997, 塔楼,1, 3个月以前发布,15600000.0,"80,830元/平",近地铁 VR房源 房本满五年 随时看房 
愉景雅苑 正规大三房 装修保养好看房方便,愉景雅苑,新港西,3室2厅 ,101.03, 西北 , 精装 ,12,2000, 塔楼,2, 3个月以前发布,6800000.0,"67,307元/平",近地铁 VR看装修 房本满五年 随时看房 
海景阁 新建地铁站100米 江边近,海景阁,滨江中,3室2厅 ,109.93, 西北 , 简装 ,28,1998, 塔楼,0, 9个月以前发布,6380000.0,"58,037元/平",VR看装修 房本满五年 随时看房 
滨江1933东南向大三房 房大厅大 高档小区管理,滨江1933,滨江西,3室2厅 ,172.4, 东 南 , 精装 ,31,2007, 塔楼,13, 7个月以前发布,11300000.0,"65,546元/平",近地铁 VR看装修 房本满两年 随时看房 
天汇大厦 电梯三房 间隔方正实用  东南向,天汇大厦,前进路,3室1厅 ,116.0, 东南 , 简装 ,28,1999, 塔楼,59, 一年前发布,4380000.0,"37,759元/平",近地铁 VR看装修 房本满五年 随时看房 
泊雅湾 三房两厅两卫 景观好安静看花园,泊雅湾,滨江东,3室2厅 ,105.06, 北 西 , 精装 ,18,2008, 塔楼,6, 2个月以前发布,9800000.0,"93,281元/平",近地铁 VR房源 房本满五年 随时看房 
穗南大厦 电梯三房 小区管理 厅出阳台望花园,穗南大厦,前进路,3室2厅 ,97.95, 西北 , 简装 ,18,1990, 塔楼,27, 一年前发布,3700000.0,"37,775元/平",近地铁 VR房源 房本满五年 随时看房 
电梯精装三房 户型方正实用 南向安静望花园,晓南花园,新港西,3室1厅 ,86.16, 西南 , 精装 ,9,1997, 塔楼,10, 2个月以前发布,3130000.0,"36,328元/平",近地铁 VR看装修 房本满五年 随时看房 
鹭江地铁口 电梯三房 满五年业主诚意出,中港四航局宿舍,新港西,3室1厅 ,101.17, 南 , 简装 ,9,2000, 塔楼,20, 3个月以前发布,4300000.0,"42,503元/平",近地铁 VR看装修 房本满五年 随时看房 
低楼层 精装修四房 带主套 采光好 有大平台花园,荟翠苑,新港西,3室1厅 ,72.91, 东南 , 其他 ,9,1998, 塔楼,0,8,2380000.0,"32,643元/平",VR看装修 房本满五年 随时看房 
第二金碧花园旁大院管理，平两房，小区清幽旺中带静,工业大道南425号大院,金碧,2室1厅 ,64.65, 南 北 , 其他 ,9,1992, 塔楼,0,7,1980000.0,"30,627元/平",近地铁 VR看装修 房本满五年 随时看房 
和辉花园 配套齐全 看房方便 有钥匙！,和辉花园,南洲,3室2厅 ,100.53, 南 , 其他 ,13,1999, 塔楼,0,15,3500000.0,"34,816元/平",VR看装修 房本满两年 随时看房 
此房源满五年，格局方正实用，采光充足，配套设施全,新鸿花园二期,滨江东,2室2厅 ,75.91, 北 , 简装 ,13,1997, 塔楼,0,10,5550000.0,"73,113元/平",近地铁 VR房源 房本满五年 随时看房 
富景花园 电梯两房一厅 采光通风好，满五年，免重税,富景花园,新港西,2室1厅 ,78.28, 东南 , 简装 ,11,1997, 塔楼,0,10,3580000.0,"45,734元/平",近地铁 VR房源 房本满五年 随时看房 
嘉仕花园东区 小区花园 环境好 看房方便,嘉仕花园东区,滨江东,2室1厅 ,61.47, 北 南 , 精装 ,28,2003, 塔楼,1,14,3580000.0,"58,240元/平",近地铁 VR看装修 房本满五年 随时看房 
江湾路2000年的楼 大院管理 楼下公交车站 过五年,一棉大院,滨江中,2室1厅 ,56.04, 南 , 简装 ,8,1993, 塔楼,0,10,1900000.0,"33,905元/平",VR房源 房本满五年 随时看房 
此房满五不唯一 户型方正 采光好 生活便利,广船宿舍,工业大道北,2室1厅 ,54.73, 南 北 , 简装 ,9,1985, 塔楼,0,11,1880000.0,"34,351元/平",近地铁 VR看装修 房本满五年 随时看房 
大塘地铁站 08年楼龄 原装电梯  大两房 采光好,索丽苑,赤岗,2室1厅 ,73.98, 南 北 , 其他 ,9,1995, 塔楼,0,4,3100000.0,"41,904元/平",近地铁 VR房源 房本满五年 随时看房 
信步闲庭 3室1厅 南,信步闲庭,赤岗,3室1厅 ,97.0, 南 , 精装 ,18,2006, 塔楼,0,13,6100000.0,"62,887元/平",近地铁 VR房源 房本满五年 随时看房 
大型小区 ，密封式管理，户型方正，安静不吵望江,中海名都,滨江中,2室1厅 ,91.45, 东北 , 简装 ,36,2006, 塔楼,1,14,6500000.0,"71,078元/平",VR房源 房本满两年 随时看房 
客村板块 原装电梯 双阳台南向两房 必看好两房,鸿运花园,赤岗,2室1厅 ,67.0, 南 , 简装 ,19,1997, 塔楼,1,5,3700000.0,"55,224元/平",近地铁 VR看装修 房本满五年 随时看房 
润南花园 低层 实用两房 楼龄新,润南花园,昌岗,2室1厅 ,52.37, 南 北 , 简装 ,9,1998, 塔楼,1,3,1700000.0,"32,462元/平",近地铁 VR房源 房本满五年 随时看房 
金影花园 客村地铁 中层两房 保养好,金影花园,客村,2室1厅 ,52.01, 西 , 精装 ,9,1997, 塔楼,0,3,1900000.0,"36,532元/平",近地铁 VR房源 房本满五年 随时看房 
昌岗地铁口50米 金盛大厦 原装电梯两房 精装修,金盛大厦,昌岗,2室1厅 ,54.81, 南 , 精装 ,23,2005, 塔楼,0,9,2420000.0,"44,153元/平",VR房源 房本满两年 随时看房 
昌盛小区 2室1厅 西南,昌盛小区,宝岗,2室1厅 ,51.47, 西南 , 精装 ,9,2000, 塔楼,1,3,2180000.0,"42,355元/平",VR房源 房本满五年 随时看房 
市区 地铁沿线 精装修三房  使用率高 看房方便,蓝色快线,前进路,3室1厅 ,70.57, 西北 , 精装 ,31,2004, 塔楼,0,3,3880000.0,"54,981元/平",近地铁 VR看装修 房本满五年 随时看房 
沙园地铁口 准电梯 南向全明屋 一证两套间 满五年唯一,凤凰新村,工业大道北,4室2厅 ,120.58, 南 北 , 精装 ,8,2000, 塔楼,121, 一年前发布,2900000.0,"24,051元/平",近地铁 VR看装修 房本满五年 随时看房 
客村地铁口 大学环境 大学.校园里精致1房,广东教育学院,客村,1室1厅 ,36.76, 东 , 精装 ,5,1996, 塔楼,0,8,1640000.0,"44,614元/平",近地铁 VR房源 房本满两年 
晓港湾原装两房 高层 装修保养好,晓港湾,东晓南,2室2厅 ,71.68, 东 , 其他 ,23,1999, 塔楼,0,6,2450000.0,"34,180元/平",VR看装修 房本满两年 
海珠半岛二期雍景阁，南向3房精装修安静舒适。,海珠半岛花园,滨江东,3室1厅 ,78.92, 南 北 , 精装 ,46,2000, 塔楼,2,6,6300000.0,"79,828元/平",VR看装修 房本满两年 
光大花园榕岸东南向三房  望小区园林  诚心出,光大花园榕岸,工业大道北,3室2厅 ,134.2, 南 , 精装 ,33,2006, 塔楼,1,7,9600000.0,"71,536元/平",近地铁 VR看装修 房本满五年 
满五税费低，无抵押，户型格局好，朝南三房，装修好。,海洋研究所宿舍,新港西,3室1厅 ,78.97, 南 北 , 精装 ,6,1999, 塔楼,1, 1个月以前发布,3500000.0,"44,321元/平",近地铁 VR看装修 房本满五年 
江南花园三期 楼龄新 高层南北对流 霸气四房,江南花园,宝岗,4室1厅 ,159.76, 东南 , 精装 ,30,2012, 塔楼,1,31,8960000.0,"56,085元/平",VR房源 房本满五年 
小区临江 花园舒适安静 小区自带省级幼儿园,海琴湾,滨江东,3室2厅 ,112.03, 东 南 北 , 其他 ,32,2002, 板塔结合,0,20,9690000.0,"86,495元/平",近地铁 VR房源 房本满五年 
东南好户型 方正实用大3房 楼龄新 保养好,恒鑫东和湾,滨江东,3室2厅 ,124.27, 东南 , 精装 ,30,2008, 塔楼,0,29,9000000.0,"72,423元/平",近地铁 VR看装修 房本满五年 
江边品质小区少有顶层复式专梯入户实用率高带自用露台,君华江畔豪园,滨江西,3室2厅 ,188.3, 南 北 , 精装 ,17,2012, 塔楼,1,22,18000000.0,"95,593元/平",近地铁 VR房源 房本满两年 
芭堤水岸 高层精装修三房 视野开阔,芭堤水岸,滨江东,3室1厅 ,92.76, 南 西南 西 , 其他 ,32,2005, 塔楼,0,25,7500000.0,"80,854元/平",近地铁 VR房源 房本满五年 
海印南苑三期，中间楼层，南向三房不望医院,海印南苑,东晓路,3室1厅 ,108.26, 南 , 简装 ,28,2000, 塔楼,0,21,5400000.0,"49,880元/平",VR看装修 房本满五年 
江南新苑4房南北对流，看花园，安静舒适,江南新苑,新港西,4室2厅 ,172.32, 东南 , 其他 ,29,2005, 塔楼,0,28,15000000.0,"87,048元/平",近地铁 VR房源 房本满五年 
电梯三房诚意出手，户型方正实用。,警官学院,滨江中,3室2厅 ,94.52, 南 北 , 其他 ,9,1999, 塔楼,2,26,4850000.0,"51,312元/平",VR房源 房本满五年 
富力千禧花园 高层住宅 南北对流 视野开阔,富力千禧花园,中大,3室2厅 ,115.24, 南 北 , 其他 ,26,2002, 塔楼,3,27,9000000.0,"78,098元/平",近地铁 VR房源 房本满五年 
南向安静望花园 带平台 诚意出,珠江帝景苑合生紫龙府,滨江东,5室2厅 ,185.0, 南 北 , 精装 ,30,2013, 塔楼,0,25,10100000.0,"54,593元/平",近地铁 VR房源 房本满五年 
金海湾花园 5室3厅 南 北,金海湾花园,滨江东,5室3厅 ,262.05, 南 北 , 精装 ,38,2005, 塔楼,0,29,35000000.0,"133,563元/平",VR房源 房本满五年 
东南三房，采光通风好，诚意放卖,芭堤水岸,滨江东,4室2厅 ,136.0, 南 , 简装 ,32,2005, 塔楼,3,21,11500000.0,"84,559元/平",近地铁 VR房源 房本满五年 
紫龙府 电商总部旁  正南向  保养好,珠江帝景苑合生紫龙府,滨江东,4室2厅 ,187.2, 南 , 精装 ,30,2013, 塔楼,0,25,10220000.0,"54,593元/平",近地铁 VR房源 房本满五年 
复式大三房 望广州塔 珠江新城 海心沙 海心桥,新鸿花园二期,滨江东,3室2厅 ,174.49, 东南 东北 , 精装 ,13,1997, 塔楼,0,24,12000000.0,"68,772元/平",近地铁 VR房源 房本满五年 
半岛二期高层满五唯一 一线江景 物业管理好 配套成熟,海珠半岛花园,滨江东,3室2厅 ,118.8, 南 东北 , 精装 ,46,2000, 塔楼,2,16,8150000.0,"68,603元/平",VR房源 房本满五年 
满五年 望江望广州塔视野采光好，配套设施齐全,江畔华庭,滨江东,3室2厅 ,135.88, 东 北 东北 , 其他 ,30,2002, 塔楼,0,20,9950000.0,"73,227元/平",近地铁 VR房源 房本满五年 
光大花园三期榕岸 南北对流双阳台 三房 诚意出,光大花园榕岸,工业大道北,3室2厅 ,131.86, 南 北 , 精装 ,33,2006, 塔楼,4,22,8900000.0,"67,496元/平",近地铁 VR看装修 房本满五年 
悦涛轩 新装修 过五唯一 四房改三房 望珠江新城美景,珠江帝景苑,滨江东,3室2厅 ,132.88, 东 北 东北 , 其他 ,20,2007, 塔楼,2,21,7260000.0,"54,593元/平",近地铁 VR房源 房本满五年 
地铁口 高层大三房带主套 景观好 望小蛮腰,江南美景花园,新港西,3室1厅 ,108.0, 东北 , 简装 ,19,1999, 塔楼,0,25,4860000.0,"45,000元/平",VR房源 房本满五年 
满五年，格局好小区少有的方正三房，楼层好采光充足。,利安花园,滨江东,3室1厅 ,84.88, 北 , 其他 ,9,1997, 塔楼,0,18,5660000.0,"66,683元/平",近地铁 VR看装修 房本满五年 
海珠区 滨江东 丰盈居 南向实用三房 户型好,丰盈居,滨江东,3室1厅 ,90.69, 东南 , 精装 ,23,2002, 塔楼,1,18,5280000.0,"58,221元/平",近地铁 VR房源 房本满五年 
金昌大厦 电梯3房 地铁出口 交通方便,金昌大厦,昌岗,3室2厅 ,106.24, 东南 , 简装 ,25,1999, 塔楼,0,7,5350000.0,"50,358元/平",近地铁 VR看装修 房本满五年 
