双地铁 临江物业 户型方正 装修新净,悦涛雅苑,黄埔区府,2室2厅 ,67.36, 北 , 精装 ,13,2000, 塔楼,0,6,2820000.0,"41,865元/平",近地铁 VR房源 房本满五年 随时看房 
次新楼 5号线文冲地铁，安静不吵，采光充足,丰逸尚居,文冲,1室1厅 ,48.6, 南 , 精装 ,29,2012, 塔楼,0,5,2000000.0,"41,153元/平",近地铁 VR看装修 房本满五年 
金碧领秀国际 2室2厅 北 东,金碧领秀国际,黄埔区府,2室2厅 ,82.0, 北 东 , 其他 ,33,2007, 塔楼,0,5,3540000.0,"43,124元/平",VR看装修 房本满五年 
南向两房 保养好 业主包增值税,中海誉城南苑,香雪,2室2厅 ,77.34, 南 , 精装 ,33,2015, 塔楼,0,7,2850000.0,"36,851元/平",VR看装修 房本满两年 
黄埔仓复式，中空户型，格局方正，采光好,黄埔万科中心,文冲,2室1厅 ,38.8, 东南 , 精装 ,22,2016, 塔楼,0,13,900000.0,"23,196元/平",近地铁 房本满两年 随时看房 
南向精装四房，花重金装修很好，业主诚心出,佳兆业城市广场,沙村,4室2厅 ,91.0, 南 , 精装 ,37,2019, 塔楼,0,21,3380000.0,"37,143元/平",VR房源 房本满两年 
珠江嘉园南向大三房  户型方正,珠江嘉园,科学城,3室2厅 ,110.09, 南 , 精装 ,16,2015, 塔楼,0,26,2750000.0,"24,980元/平",VR看装修 房本满两年 
次新房 南向好户型 采光通风好,泰景花园东城华庭,黄埔区府,4室2厅 ,146.0, 南 北 , 精装 ,27,2012, 塔楼,0,21,5100000.0,"34,915元/平",VR看装修 房本满两年 
怡港花园 满五年，双阳台，安静不吵，景观视野好,怡港花园,黄埔区府,3室2厅 ,117.96, 西北 , 精装 ,11,2002, 塔楼,0,21,3960000.0,"33,509元/平",近地铁 VR房源 房本满五年 
城市广场大四房，南向高层复式住宅，采光充足业主急出,佳兆业城市广场,沙村,4室2厅 ,126.03, 南 , 其他 ,37,2020, 塔楼,0,22,4980000.0,"39,515元/平",VR房源 房本满两年 
金逸雅居  大平层三阳台  视野采光很好  小区环境好,金逸雅居,黄埔区府,6室2厅 ,221.7, 东南 , 精装 ,17,2006, 塔楼,0,20,8060000.0,"36,330元/平",VR房源 房本满五年 
鹤林苑电梯房 近地铁 交通便利 配套齐全 小区安静不吵,鹤林苑,大沙地,3室1厅 ,100.63, 西北 , 精装 ,9,2000, 塔楼,0, 1个月以前发布,3800000.0,"37,763元/平",近地铁 VR看装修 房本满两年 随时看房 
时代春树里 公园旁 视野好4房,时代春树里,香雪,4室1厅 ,113.11, 南 , 其他 ,35,2017, 塔楼,0, 1个月以前发布,4050000.0,"35,806元/平",VR看装修 房本满两年 随时看房 
万科东荟城南向三房，满五免重税。,万科东荟城,香雪,3室2厅 ,96.75, 东南 , 简装 ,23,2016, 塔楼,0,29,3800000.0,"39,277元/平",VR看装修 房本满五年 随时看房 
南苑南向大三房，安静望山景，中间楼层，户型方正,中海誉城南苑,香雪,3室2厅 ,121.4, 东南 , 其他 ,33,2015, 塔楼,1,29,4300000.0,"35,421元/平",VR看装修 房本满两年 随时看房 
满五唯一 南向两房，实用率高，近地铁，生活配套齐全,港湾五村,大沙地,2室1厅 ,51.51, 南 , 简装 ,6,1999, 板楼,2,31,1800000.0,"34,945元/平",近地铁 VR看装修 房本满五年 随时看房 
峰湖高层大四房 南望花园北望山 安静对流采光佳,峰湖御境,科学城,4室2厅 ,187.0, 南 北 , 简装 ,33,2018, 塔楼,0,24,8800000.0,"47,059元/平",VR房源 房本满两年 随时看房 
房子满五年，东南向采光好，户型方正,龙光峰景华庭,科学城,3室1厅 ,90.0, 南 , 精装 ,18,2009, 塔楼,0,21,2570000.0,"28,463元/平",VR看装修 房本满五年 随时看房 
北向大三房 安静舒适 业主诚意卖 看房方便,实地常春藤,科学城,3室1厅 ,96.11, 南 , 其他 ,33,2018, 塔楼,0,28,2600000.0,"27,053元/平",VR看装修 房本满两年 随时看房 
山顶南向大三房，全新未住，有钥匙看房,万科幸福誉,知识城,3室2厅 ,97.29, 西南 , 精装 ,34,2014, 板塔结合,0,19,3300000.0,"33,920元/平",近地铁 VR看装修 房本满两年 随时看房 
"东南向，视野开阔，望着山景大自然，大阳台,带车位",越秀岭南山畔,科学城,3室2厅 ,142.19, 南 , 精装 ,32,2014, 塔楼,0,20,4580000.0,"32,175元/平",近地铁 VR看装修 房本满两年 随时看房 
此房户型实用，南向，近地铁口，视野采光通风好,广州绿地城,知识城,4室1厅 ,125.0, 南 , 精装 ,33,2017, 板塔结合,1, 1个月以前发布,3800000.0,"30,400元/平",VR看装修 房本满两年 随时看房 
黄埔区 南向三房急卖 格局好 看房方便,宏康花园宏康和园,开发东区,3室2厅 ,93.0, 东南 , 其他 ,15,2007, 塔楼,0,29,2480000.0,"26,667元/平",VR看装修 房本满五年 随时看房 
满五唯一省重税，南北对流自住保养好，业主急卖带车位,万科东荟城,香雪,4室2厅 ,122.1, 东南 , 精装 ,33,2015, 塔楼,1, 1个月以前发布,4980000.0,"40,787元/平",VR看装修 房本满五年 随时看房 
青藤花园 南北对流四房 竖厅户型 视野开阔无遮挡 高层,实地常春藤,科学城,4室1厅 ,120.75, 南 , 其他 ,29,2017, 塔楼,1, 1个月以前发布,3280000.0,"27,164元/平",VR看装修 房本满两年 随时看房 
舒适度蕞好的小区，改善生活优选房子，中高楼层视野好,东城雅苑,开发东区,4室2厅 ,148.0, 北 , 其他 ,21,2005, 塔楼,7, 3个月以前发布,2950000.0,"19,933元/平",VR房源 房本满五年 随时看房 
富力悦禧南向三房中高楼层视野好无遮挡,富力悦禧花园,开发东区,3室2厅 ,98.99, 南 , 其他 ,33,2017, 塔楼,0, 4个月以前发布,3290000.0,"33,236元/平",VR看装修 房本满两年 随时看房 
金色悦府 楼龄新 高楼层东南向三房 户型方正 通风采光,万科金色悦府,文冲,3室2厅 ,97.0, 东南 , 精装 ,31,2012, 塔楼,29, 一年前发布,4400000.0,"45,294元/平",近地铁 VR看装修 房本满五年 随时看房 
富春山居  中高楼层、无遮挡、视野好、南北对流,雅居乐富春山居,科学城,4室1厅 ,173.68, 南 北 , 简装 ,26,2016, 塔楼,26, 3个月以前发布,5190000.0,"29,869元/平",近地铁 VR看装修 房本满两年 随时看房 
房子收楼标准，房子保养好，客厅是长阳台,实地常春藤,科学城,5室2厅 ,137.49, 南 , 简装 ,32,2018, 塔楼,1, 1个月以前发布,3600000.0,"26,184元/平",VR看装修 房本满两年 随时看房 
怡港花园园中园，南向中高楼层，视野好，满五年少税费,怡港花园,黄埔区府,3室2厅 ,109.1, 南 , 其他 ,11,2002, 塔楼,12, 4个月以前发布,3660000.0,"33,509元/平",近地铁 VR房源 房本满五年 随时看房 
南向两房，比较安静，看小区里面,科城山庄峻森园,科学城,2室2厅 ,69.72, 东南 , 其他 ,18,2015, 塔楼,0,13,2730000.0,"39,118元/平",VR看装修 房本满两年 随时看房 
中海誉城北苑 2室1厅 北,中海誉城北苑,香雪,2室1厅 ,76.53, 北 , 其他 ,33,2012, 塔楼,0,5,2550000.0,"33,321元/平",VR房源 房本满两年 随时看房 
合景天峻，精装修两房，南向，望花园诚心出SHOU,合景天峻广场,知识城,2室1厅 ,70.62, 南 北 , 其他 ,31,2019, 塔楼,1,10,998000.0,"14,132元/平",房本满两年 随时看房 
雅居乐富春山居 4室2厅 南,雅居乐富春山居,科学城,4室2厅 ,198.49, 南 , 毛坯 ,25,2016, 塔楼,0,14,5930000.0,"29,869元/平",近地铁 VR房源 房本满两年 随时看房 
满五省税费，黄埔地铁口2房，小区环境好,冶炼厂宿舍,文冲,2室1厅 ,75.18, 南 , 简装 ,8,1998, 塔楼,0,20,1980000.0,"26,337元/平",近地铁 VR房源 房本满五年 
石化大院 中层两房 格局方正  混合结构 一梯两户,石化生活区,文冲,2室1厅 ,72.29, 南 北 , 其他 ,5,1976, 塔楼,0,18,2400000.0,"33,200元/平",近地铁 VR看装修 房本满五年 
敏捷广场　复式4房　可明火　装修保养好,萝岗敏捷广场,科学城,4室1厅 ,106.14, 南 , 其他 ,18,2016, 板塔结合,0,12,2520000.0,"23,743元/平",近地铁 房本满两年 
金色悦府 南向小三房 通风采光好 视野开阔,万科金色悦府,文冲,3室2厅 ,85.59, 南 , 精装 ,31,2012, 塔楼,0,17,3880000.0,"45,294元/平",近地铁 VR看装修 房本满五年 
佳兆业复式四房，定制环保家具，拎包入住,佳兆业城市广场,沙村,4室2厅 ,86.0, 北 , 其他 ,31,2017, 塔楼,0,11,3380000.0,"39,303元/平",VR房源 房本满两年 
楼龄新环境好 视野开阔 采光和通风效果好 近双岗地铁,黄埔万科中心,文冲,3室1厅 ,50.85, 北 , 其他 ,22,2016, 塔楼,2,17,1100000.0,"21,633元/平",近地铁 房本满两年 
改善型户型 望湖方正 舒服安静,时代天韵,知识城,4室1厅 ,138.46, 南 , 精装 ,23,2018, 塔楼,0,16,5500000.0,"39,723元/平",近地铁 VR看装修 房本满两年 
楼龄新 户型实用 南向3房 自住保养好,保利学府里,大沙地,3室2厅 ,94.0, 东南 , 其他 ,39,2015, 塔楼,1,13,6800000.0,"72,341元/平",近地铁 VR看装修 房本满两年 
户型方正，采光通风好，配套齐全，交通便利,时代天韵,知识城,3室2厅 ,86.85, 北 , 精装 ,26,2018, 塔楼,3,12,2550000.0,"29,361元/平",近地铁 VR房源 房本满两年 
科城山庄锦泽园  安静不吵  南北对流户型,科城山庄锦泽园,科学城,4室2厅 ,188.84, 东南 , 精装 ,17,2015, 塔楼,0,18,7390000.0,"39,118元/平",近地铁 VR看装修 房本满两年 随时看房 
房子安静，满五年，看房方便，景观好,锦林山庄,科学城,3室2厅 ,98.04, 南 北 , 其他 ,11,2011, 塔楼,1,30,2760000.0,"28,056元/平",近地铁 VR看装修 房本满五年 随时看房 
万科金色梦想  三房二厅 东南向望花园  业主诚心卖,万科金色梦想,香雪,3室2厅 ,87.0, 东南 , 精装 ,34,2015, 板塔结合,2,24,3050000.0,"35,058元/平",VR看装修 房本满两年 随时看房 
独栋东南向大三房，采光视野通风棒棒哒，满五年,万科东荟城,香雪,3室1厅 ,97.41, 东南 , 简装 ,33,2015, 塔楼,0,17,4200000.0,"43,117元/平",VR看装修 房本满五年 随时看房 
林语1栋中层南向望山景，精装修全新未入住，满五唯一,保利越秀岭南林语,科学城,3室2厅 ,92.31, 东南 , 精装 ,32,2016, 塔楼,1,21,3950000.0,"42,791元/平",VR看装修 房本满五年 随时看房 
证满五年无欠款，随时交易可交楼，自住型装修定制家具,中海誉城南苑,香雪,2室1厅 ,70.51, 西北 北 , 精装 ,33,2015, 塔楼,0,21,2450000.0,"34,747元/平",VR看装修 房本满五年 随时看房 
电梯方正2房 南向 采光好，产权清晰 业主急卖,榕景园,黄埔区府,2室1厅 ,75.62, 南 东南 , 其他 ,9,2001, 塔楼,0,18,2980000.0,"39,408元/平",VR房源 房本满五年 随时看房 
怡园小区南向电梯二房 南向 一梯二户,怡园小区,大沙地,2室2厅 ,79.28, 南 , 精装 ,8,1992, 塔楼,1,17,3000000.0,"37,841元/平",近地铁 VR看装修 房本满五年 随时看房 
地铁五号七号线物业 电梯东北向正规三房,泰景花园,黄埔区府,3室1厅 ,95.05, 东北 , 简装 ,8,2006, 塔楼,0,16,3320000.0,"34,915元/平",近地铁 VR看装修 房本满五年 随时看房 
采光好 格局方正 三房二厅二卫生间 视野好,金碧领秀国际,黄埔区府,3室2厅 ,110.51, 东北 , 精装 ,33,2007, 塔楼,2,29,4770000.0,"43,124元/平",近地铁 VR房源 房本满五年 随时看房 
视野开阔无遮挡，户型方正实用，满五唯一，无欠款,宏康花园五期宏康东筑,开发东区,2室2厅 ,80.62, 南 , 精装 ,22,2009, 塔楼,0,20,1750000.0,"21,707元/平",VR看装修 房本满五年 随时看房 
纯南向方方正正，过五年唯一  格局方正！,宏康花园五期宏康东筑,开发东区,4室2厅 ,122.67, 南 , 简装 ,22,2009, 塔楼,6, 一年前发布,3595000.0,"29,307元/平",VR房源 房本满五年 随时看房 
精装修 复式上下两层4房 采光通风好,黄埔万科中心,文冲,3室2厅 ,66.05, 南 , 其他 ,22,2016, 塔楼,0, 1个月以前发布,1450000.0,"21,954元/平",近地铁 房本满两年 随时看房 
万科幸福誉二期  东南向四房三阳台,万科幸福誉,知识城,4室1厅 ,115.0, 东南 , 精装 ,34,2014, 板塔结合,4, 7个月以前发布,4000000.0,"34,783元/平",近地铁 VR看装修 房本满两年 随时看房 
佳兆业城市广场顶层带空中花园复式,佳兆业城市广场,沙村,5室2厅 ,185.17, 东北 东 , 毛坯 ,31,2017, 塔楼,6, 2个月以前发布,4800000.0,"25,923元/平",VR房源 房本满两年 随时看房 
佳兆业城市广场 4室2厅 南,佳兆业城市广场,沙村,4室2厅 ,121.0, 南 , 其他 ,37,2020, 塔楼,0, 6个月以前发布,5850000.0,"48,348元/平",VR房源 房本满两年 随时看房 
佳兆业城市广场 4室2厅 北,佳兆业城市广场,沙村,4室2厅 ,91.0, 北 , 其他 ,37,2019, 塔楼,0, 1个月以前发布,3800000.0,"41,759元/平",VR房源 房本满两年 随时看房 
新房未住，望园林泳池，方正格局，视野开阔,佳兆业城市广场,沙村,4室2厅 ,102.53, 东北 , 其他 ,37,2019, 塔楼,13, 一年前发布,4300000.0,"41,939元/平",VR房源 房本满两年 随时看房 
怡港花园 怡海楼 大三房 格局方正,怡港花园,黄埔区府,3室2厅 ,113.2, 西南 , 精装 ,24,2006, 塔楼,0,10,3800000.0,"33,509元/平",VR房源 房本满五年 
中间楼层，望花园，视野开阔，装修保养好，出入方便,万科东荟城,香雪,2室2厅 ,70.36, 东北 , 精装 ,33,2016, 塔楼,0,7,2750000.0,"39,085元/平",VR房源 房本满两年 
时代春树里四房  南向 单边位  通风采光好,时代春树里,香雪,4室2厅 ,113.0, 南 , 其他 ,27,2016, 塔楼,0,4,3900000.0,"34,514元/平",VR看装修 房本满两年 
中海誉城北苑 三房二厅 小区中间位置  业主有心卖,中海誉城北苑,香雪,3室1厅 ,94.24, 北 , 其他 ,43,2013, 塔楼,0,9,3300000.0,"35,017元/平",VR房源 房本满两年 
双地铁7号13号线裕丰围站 准电梯南向精装修三房 望江,机关村,黄埔区府,3室1厅 ,69.21, 南 , 精装 ,9,2000, 塔楼,0,12,2580000.0,"37,278元/平",近地铁 VR房源 房本满两年 
东苑小区 东南向电梯3房 交通便利,东苑小区,大沙地,3室2厅 ,99.11, 南 , 精装 ,17,2000, 塔楼,0,15,3680000.0,"37,131元/平",近地铁 VR房源 房本满五年 
业主各付各税，阳台采光好，交通便利,万科幸福誉,知识城,3室2厅 ,88.0, 南 , 精装 ,24,2014, 板塔结合,0,5,2750000.0,"31,250元/平",近地铁 VR看装修 房本满两年 
东荟城大三房满五年免重税中底楼近街铺和地铁,万科东荟城,香雪,3室2厅 ,101.24, 南 , 精装 ,18,2016, 塔楼,0,7,4150000.0,"40,992元/平",VR看装修 房本满五年 
爱特城精装两房，望小区园林景观好，位置安静不吵,越秀保利爱特城,香雪,2室1厅 ,72.2, 东北 , 其他 ,32,2016, 塔楼,0,8,2000000.0,"27,701元/平",VR看装修 房本满两年 
黄埔花园 1室1厅 西,黄埔花园,黄埔区府,1室1厅 ,61.39, 西 , 简装 ,24,2012, 塔楼,0,8,2380000.0,"38,662元/平",近地铁 VR房源 房本满五年 
宏康和园南向三房，中楼层看花园，原装电梯,宏康花园宏康和园,开发东区,3室1厅 ,93.86, 南 , 精装 ,15,2007, 塔楼,0,3,2200000.0,"23,440元/平",VR房源 房本满两年 
保利学府里 3室2厅 东南,保利学府里,大沙地,3室2厅 ,88.72, 东南 , 精装 ,36,2015, 塔楼,1,9,5550000.0,"62,557元/平",近地铁 VR看装修 房本满两年 
保利罗兰国际 4室2厅 南 北,保利罗兰国际,科学城,4室2厅 ,132.32, 南 北 , 精装 ,34,2016, 塔楼,1,8,4130000.0,"31,161元/平",VR看装修 房本满两年 
保利罗兰国际 4室2厅 南 北,保利罗兰国际,科学城,4室2厅 ,172.59, 南 北 , 精装 ,34,2016, 塔楼,0,8,5380000.0,"31,161元/平",VR看装修 房本满两年 
6号线香雪站，飞晟文汇南向大4房，户型好位置安静,飞晟文汇,香雪,4室2厅 ,138.33, 南 , 精装 ,15,2016, 塔楼,41, 一年前发布,2850000.0,"20,603元/平",近地铁 房本满五年 
飞晟文汇 5室2厅 南,飞晟文汇,香雪,5室2厅 ,142.61, 南 , 简装 ,15,2016, 塔楼,4, 10个月以前发布,2300000.0,"16,128元/平",近地铁 房本满五年 
地铁口南向复式5房 中高层通风采光*好 闹市之中,飞晟文汇,香雪,5室2厅 ,140.64, 南 , 精装 ,15,2016, 塔楼,51, 一年前发布,2000000.0,"14,221元/平",近地铁 房本满五年 
万科黄埔仓，精装复式，南向，户型实用,黄埔万科中心,文冲,4室1厅 ,66.05, 南 , 精装 ,22,2016, 塔楼,24, 11个月以前发布,1320000.0,"19,985元/平",近地铁 房本满两年 
万科黄埔仓，东南向三房，中间楼层 视野好,黄埔万科中心,文冲,3室1厅 ,66.05, 东南 , 简装 ,22,2016, 塔楼,8, 一年前发布,1430000.0,"21,651元/平",近地铁 房本满两年 随时看房 
丰逸尚居 3室2厅 南 北,丰逸尚居,文冲,3室2厅 ,111.18, 南 北 , 精装 ,29,2012, 塔楼,1, 3个月以前发布,5500000.0,"49,470元/平",近地铁 VR看装修 房本满五年 
合景天峻别墅 带精装修 装修好 近地铁,合景天峻广场,知识城,6室3厅 ,233.28, 南 , 精装 ,2,2014, 板塔结合,184, 一年前发布,6200000.0,"26,578元/平",近地铁 VR房源 房本满两年 
精装复式四房，中间楼层，南向无遮挡，装修精美。,佳兆业城市广场,沙村,4室3厅 ,91.74, 南 , 精装 ,37,2019, 塔楼,2, 2个月以前发布,3500000.0,"38,152元/平",VR房源 房本满两年 
合景天峻 精装高层南向 三房采光通风好,合景天峻广场,知识城,3室1厅 ,90.28, 南 , 精装 ,31,2019, 塔楼,12, 一年前发布,1280000.0,"14,179元/平",房本满五年 随时看房 
合景天峻3房精装，中高楼层，望平岗河，视野好,合景天峻广场,知识城,3室2厅 ,88.6, 北 , 精装 ,32,2019, 塔楼,7, 5个月以前发布,1110000.0,"12,529元/平",房本满两年 随时看房 
合景天峻高层三房两卫，南向，业主诚意转手,合景天峻广场,知识城,3室2厅 ,101.03, 西南 , 精装 ,32,2019, 塔楼,20, 11个月以前发布,1490000.0,"14,749元/平",房本满五年 随时看房 
珠江嘉园 3室2厅 南,珠江嘉园,科学城,3室2厅 ,101.92, 南 , 精装 ,32,2017, 塔楼,0, 5个月以前发布,2600000.0,"25,511元/平",VR看装修 房本满两年 随时看房 
