此小区位于广州后花园之都从化流溪河。,翰林国际,旧城区,4室2厅 ,118.34, 南 , 精装 ,11,2018, 板楼,14, 10个月以前发布,1080000.0,"9,127元/平",VR看装修 房本满两年 随时看房 
雅居乐小院流溪 4室2厅 南,雅居乐小院流溪,赤草,4室2厅 ,140.83, 南 , 精装 ,17,2013, 塔楼,8, 3个月以前发布,1360000.0,"9,658元/平",VR看装修 房本满五年 随时看房 
紫泉 满五唯一   红木家具 精装修 拧包入住,紫泉翠荔嘉园,太平镇,4室2厅 ,117.17, 西南 , 精装 ,6,2006, 板楼,8, 一年前发布,1360000.0,"11,608元/平",VR房源 房本满五年 随时看房 
中高层 近地铁  户型通透 采光好,紫泉翠荔嘉园,太平镇,4室2厅 ,124.62, 东 , 简装 ,6,2007, 板楼,4, 10个月以前发布,1160000.0,"9,309元/平",VR看装修 房本满五年 随时看房 
珠江壹城 4室2厅 西南,珠江壹城,神岗镇,4室2厅 ,144.0, 西南 , 精装 ,28,2017, 板塔结合,0, 1个月以前发布,1698000.0,"11,792元/平",近地铁 VR看装修 房本满两年 随时看房 
小区绿化好，交通便利，生活配套成熟,人盛巴厘天地,神岗镇,3室2厅 ,127.03, 东南 , 毛坯 ,17,2012, 塔楼,2, 一年前发布,1070000.0,"8,424元/平",VR看装修 房本满五年 随时看房 
此房满五唯一，楼层好，采光充足，小区配套设施好。,翰林国际,旧城区,3室1厅 ,141.0, 南 , 毛坯 ,12,2012, 塔楼,11, 9个月以前发布,1198000.0,"8,497元/平",VR房源 房本满五年 随时看房 
雍禾苑 3室2厅 南,雍禾苑,新城片区,3室2厅 ,104.24, 南 , 精装 ,13,2012, 塔楼,0, 4个月以前发布,2000000.0,"19,187元/平",VR看装修 房本满五年 随时看房 
此房格局方正，交通方便，风云岭脚下。,雍禾苑,新城片区,3室2厅 ,117.0, 南 , 其他 ,13,2012, 塔楼,6, 一年前发布,2050000.0,"17,522元/平",VR看装修 房本满五年 随时看房 
从化康养小镇，三面环山，南临流溪河,方圆明月山溪,温泉镇,5室2厅 ,368.04, 南 北 , 简装 ,3, 塔楼 , 独栋别墅 ,0, 5个月以前发布,3450000.0,"9,374元/平",VR房源 房本满五年 随时看房 
三面环山，南临流溪河 独栋小别墅,方圆明月山溪,温泉镇,4室2厅 ,297.47, 南 , 精装 ,3,2013, 塔楼,4, 5个月以前发布,3900000.0,"13,111元/平",VR房源 房本满五年 随时看房 
大三房带入户，总*低，实用性高。,人盛巴厘天地,神岗镇,3室1厅 ,101.88, 西南 , 毛坯 ,17,2013, 塔楼,9, 4个月以前发布,860000.0,"8,442元/平",VR房源 房本满五年 随时看房 
此房边位别墅/户型方正/采光不错/出行便利/近地铁,逸泉山庄,赤草,4室2厅 ,185.0, 西南 东北 , 简装 ,3, 暂无数据 , 独栋别墅 ,8, 5个月以前发布,3500000.0,"18,919元/平",近地铁 VR房源 房本满两年 随时看房 
使用面积大，无抵押，有直达车库电梯,逸泉山庄,赤草,3室2厅 ,105.0, 南 北 , 简装 ,15,2011, 塔楼,62, 9个月以前发布,1150000.0,"10,953元/平",近地铁 VR看装修 房本满两年 随时看房 
此小区位于广州后花园之都从化流溪河，少有户型。,上城湾畔东区,江浦街,4室2厅 ,144.14, 南 , 精装 ,17,2009, 塔楼,3, 9个月以前发布,2900000.0,"20,120元/平",近地铁 VR看装修 房本满五年 随时看房 
奶茶咖啡一期 小区电梯 南向温馨两房  采光充足,红荔新村,江浦街,2室2厅 ,71.2, 南 , 精装 ,9,2011, 塔楼,1, 1个月以前发布,1000000.0,"14,045元/平",VR看装修 房本满五年 随时看房 
名城御景绿洲 4室1厅 南,名城御景绿洲,江浦街,4室1厅 ,140.35, 南 , 毛坯 ,21,2017, 塔楼,2, 11个月以前发布,1450000.0,"10,332元/平",近地铁 VR看装修 房本满两年 随时看房 
此房源过五唯一，地铁口，三个房间和阳台望花园。,上城湾畔东区,江浦街,3室2厅 ,93.14, 北 , 其他 ,15,2009, 塔楼,5, 9个月以前发布,1630000.0,"17,501元/平",近地铁 VR看装修 房本满五年 随时看房 
前后花园别墅，南向入户，采光充足,东方夏湾拿,太平镇,4室2厅 ,144.4, 南 , 简装 ,3,2006, 板塔结合,31, 7个月以前发布,2400000.0,"16,621元/平",VR房源 房本满五年 随时看房 
业主更换新房，有意出*格可以商量,莱茵水岸,江浦街,3室1厅 ,124.43, 西南 , 简装 ,24,2016, 塔楼,11, 一年前发布,2130000.0,"17,119元/平",近地铁 VR房源 房本满五年 随时看房 
业主诚心卖 紧凑三房 居家舒适,珠江壹城,神岗镇,3室2厅 ,88.44, 东南 , 精装 ,27,2018, 板塔结合,0, 2个月以前发布,1250000.0,"14,134元/平",近地铁 VR看装修 房本满两年 随时看房 
小区旁是温泉旅游区，适合度假养生,方圆明月山溪,温泉镇,2室2厅 ,75.11, 北 , 精装 ,18,2014, 塔楼,2, 4个月以前发布,670000.0,"8,921元/平",VR看装修 房本满五年 随时看房 
业主急*，户型方正 采光充足 格局通透 保养新,广东动漫城,神岗镇,3室1厅 ,54.0, 西 , 精装 ,11,2013, 塔楼,64, 一年前发布,390000.0,"7,223元/平",房本满五年 随时看房 
从化温泉富力泉天下 山野层间度假洋房 三房带精装,富力泉天下,温泉镇,3室1厅 ,119.25, 东 , 精装 ,18,2014, 塔楼,2, 10个月以前发布,980000.0,"8,219元/平",VR看装修 房本满五年 随时看房 
从化温泉富力泉天下 精装二房业主诚心置换房子,富力泉天下,温泉镇,2室2厅 ,84.28, 北 , 精装 ,18,2014, 塔楼,4, 4个月以前发布,688000.0,"8,164元/平",VR看装修 房本满两年 随时看房 
珠江壹城小区环境好，交通便利，大配套，房子户型方正,珠江壹城,神岗镇,4室2厅 ,143.66, 西南 , 精装 ,28,2017, 板塔结合,19, 一年前发布,1650000.0,"11,486元/平",近地铁 VR看装修 房本满两年 随时看房 
巴厘天地精修三房  户型方正实用采光好,人盛巴厘天地,神岗镇,3室2厅 ,100.95, 东南 , 精装 ,18,2018, 塔楼,0, 1个月以前发布,1180000.0,"11,689元/平",VR看装修 房本满两年 随时看房 
成熟的生活配套，交通便捷业，主诚心出卖,人盛巴厘天地,神岗镇,3室1厅 ,84.92, 南 , 精装 ,18,2018, 塔楼,6, 6个月以前发布,840000.0,"9,892元/平",VR房源 房本满两年 随时看房 
地铁口800米，楼层好，南向电梯方正两房,大城云山,太平镇,2室1厅 ,82.88, 西南 , 毛坯 ,9,2016, 塔楼,66, 一年前发布,1000000.0,"12,066元/平",近地铁 VR看装修 房本满五年 随时看房 
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,100.0, 南 , 其他 ,18,2012, 塔楼,0, 6个月以前发布,1000000.0,"10,000元/平",VR看装修 房本满两年 随时看房 
方圆明月山溪 4室2厅 南,方圆明月山溪,温泉镇,4室2厅 ,181.61, 南 , 其他 ,12,2012, 塔楼,10, 一年前发布,1960000.0,"10,793元/平",VR看装修 房本满两年 随时看房 
富力泉天下 2室1厅 北,富力泉天下,温泉镇,2室1厅 ,82.33, 北 , 其他 ,18,2013, 塔楼,4, 一年前发布,760000.0,"9,232元/平",VR看装修 房本满五年 随时看房 
富力泉天下单边位南向3房，业主诚心出*,富力泉天下,温泉镇,3室1厅 ,119.1, 南 , 其他 ,18,2012, 塔楼,5, 一年前发布,1000000.0,"8,397元/平",VR看装修 房本满五年 随时看房 
温泉旅游区 三面环山 南临流溪河 拥有丰富的原生态资,方圆明月山溪,温泉镇,2室2厅 ,75.0, 东南 , 其他 ,18,2014, 塔楼,2, 一年前发布,880000.0,"11,734元/平",VR看装修 房本满两年 随时看房 
荔山雅筑 3室2厅 北,荔山雅筑,赤草,3室2厅 ,107.51, 北 , 精装 ,26,2019, 塔楼,2, 6个月以前发布,1280000.0,"11,906元/平",近地铁 VR看装修 房本满两年 随时看房 
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,121.2, 南 , 其他 ,18,2013, 塔楼,0, 3个月以前发布,1300000.0,"10,727元/平",VR看装修 房本满两年 随时看房 
此小区环境优美，生活方便，地铁口。,名城御景绿洲,江浦街,3室2厅 ,122.62, 西北 , 其他 ,27,2014, 塔楼,5, 11个月以前发布,1500000.0,"12,233元/平",近地铁 VR看装修 房本满两年 随时看房 
御景绿洲花园 地铁口物业 小区大 环境舒适 户型佳,名城御景绿洲,江浦街,3室2厅 ,121.06, 西北 , 其他 ,27,2011, 塔楼,2, 5个月以前发布,1530000.0,"12,639元/平",近地铁 VR看装修 房本满两年 随时看房 
康养度假楼盘，单边位，一线山景。免费包一个地下车位,富力泉天下,温泉镇,3室2厅 ,122.6, 南 , 其他 ,18,2012, 塔楼,2, 11个月以前发布,1180000.0,"9,625元/平",VR看装修 房本满五年 随时看房 
富力泉天下新区小别墅，山林覆盖，空气清新,富力泉天下,温泉镇,3室2厅 ,190.53, 南 , 其他 ,3,2014, 塔楼,44, 一年前发布,2000000.0,"10,498元/平",VR房源 房本满五年 随时看房 
负离子空气 优质的森林 层望山景视野开阔配套完善,富力泉天下,温泉镇,3室2厅 ,122.6, 东南 , 精装 ,18,2012, 塔楼,4, 11个月以前发布,1000000.0,"8,157元/平",VR看装修 房本满两年 随时看房 
一线江景 流溪河边 南向  舒适四房,珠光流溪御景,赤草,4室2厅 ,167.29, 南 北 , 其他 ,11,2014, 塔楼,8, 一年前发布,2000000.0,"11,956元/平",VR看装修 房本满两年 随时看房 
南向电梯大三房，望荔枝林，全新未入住，家私家电打包,紫泉流溪湾,太平镇,3室2厅 ,127.66, 东南 , 精装 ,18,2016, 板楼,17, 一年前发布,1600000.0,"12,534元/平",VR看装修 房本满两年 随时看房 
景色优美，楼层适中，户型方正。空气良好,紫泉流溪湾,太平镇,3室2厅 ,119.77, 西南 , 其他 ,17,2018, 板楼,4, 6个月以前发布,1800000.0,"15,029元/平",VR看装修 房本满两年 随时看房 
方圆明月山溪 4室2厅 南 北,方圆明月山溪,温泉镇,4室2厅 ,211.49, 南 北 , 其他 ,18,2014, 暂无数据,28, 一年前发布,1900000.0,"8,984元/平",VR房源 房本满两年 随时看房 
业主急 电梯大三房 户型方正 楼间距宽 无挡视野,星汇峰,太平镇,3室2厅 ,108.78, 西北 , 精装 ,12,2010, 塔楼,15, 9个月以前发布,1180000.0,"10,848元/平",VR看装修 房本满五年 随时看房 
东方夏湾拿 6室4厅 南 北,东方夏湾拿,太平镇,6室4厅 ,268.59, 南 北 , 毛坯 ,3,2017, 暂无数据,4, 9个月以前发布,4500000.0,"16,755元/平",VR房源 房本满两年 随时看房 
此房朝南，采光充足，视野开阔，电梯房，交通便利,逸景雅轩,河滨北路,5室2厅 ,175.17, 北 , 其他 ,16,2012, 塔楼,9, 10个月以前发布,1640000.0,"9,363元/平",VR房源 房本满五年 随时看房 
大城云山 地铁口刚需三房 业主置换 安静舒适,大城云山,太平镇,3室2厅 ,89.34, 东南 , 其他 ,17,2016, 塔楼,1, 6个月以前发布,1200000.0,"13,432元/平",近地铁 VR看装修 房本满两年 随时看房 
此小区位于广州后花园之都从化流溪河。,上城湾畔B区,江浦街,4室2厅 ,149.25, 南 , 其他 ,17,2009, 塔楼,7, 7个月以前发布,2630000.0,"17,622元/平",VR房源 房本满五年 随时看房 
紫泉翠荔嘉园 精装修 南北对流 中间楼层,紫泉翠荔嘉园,太平镇,4室1厅 ,124.98, 东南 , 其他 ,7,2007, 板楼,9, 一年前发布,1600000.0,"12,803元/平",VR看装修 房本满五年 
珠光流溪御景 6室2厅 南,珠光流溪御景,赤草,6室2厅 ,263.97, 南 , 精装 ,3, 暂无数据 , 独栋别墅 ,0, 3个月以前发布,8000000.0,"30,307元/平",VR房源 房本满五年 
珠江壹城别墅， 拎包即入住 省心省力省了钱,珠江壹城,神岗镇,5室2厅 ,324.77, 东南 , 其他 ,2,2009, 板塔结合,6, 一年前发布,4850000.0,"14,934元/平",VR房源 房本满两年 
富力泉天下 9室2厅 东南,富力泉天下,温泉镇,9室2厅 ,227.45, 东南 , 其他 ,2,2015, 塔楼,2, 一年前发布,5500000.0,"24,182元/平",VR房源 房本满两年 
此房源南北对流，单边位，望流溪河的，地铁口物业,雅居乐滨江花园,江浦街,5室2厅 ,191.36, 南 北 , 其他 ,18,2012, 塔楼,22, 一年前发布,4400000.0,"22,994元/平",近地铁 VR房源 房本满五年 
方圆明月山溪 4室2厅 东南,方圆明月山溪,温泉镇,4室2厅 ,181.61, 东南 , 其他 ,12,2011, 塔楼,4, 5个月以前发布,1780000.0,"9,802元/平",VR看装修 房本满五年 
珠江壹城3房2厅2卫，证过二，户户朝南，主卧带衣帽间,珠江壹城,神岗镇,3室2厅 ,119.27, 西南 , 精装 ,28,2018, 板塔结合,0,29,1580000.0,"13,248元/平",近地铁 VR看装修 房本满两年 
此房源业主诚心出，易出租，近地铁口。,御景宏雅花园,江浦街,3室2厅 ,101.18, 南 , 其他 ,17,2014, 塔楼,2, 1个月以前发布,1180000.0,"11,663元/平",VR房源 房本满两年 
神岗巴厘天地 流溪河景 安静舒适,人盛巴厘天地,神岗镇,3室1厅 ,128.0, 南 , 精装 ,17,2019, 塔楼,0,28,1280000.0,"10,000元/平",VR看装修 房本满五年 
欣荣宏精装修  南向 格局方正 光线充足,欣荣宏国际商贸城,江浦街,2室2厅 ,91.51, 南 , 精装 ,18,2013, 塔楼,1,22,1500000.0,"16,392元/平",近地铁 VR看装修 房本满五年 
新光百德广场 2室1厅 西南,新光百德广场,太平镇,2室1厅 ,76.56, 西南 , 精装 ,16,2014, 塔楼,1,30,550000.0,"7,184元/平",近地铁 房本满五年 
珠江壹城3房2厅2卫，证过二，户户朝南，主卧带衣帽间,珠江壹城,神岗镇,3室2厅 ,116.75, 西南 , 精装 ,28,2017, 板塔结合,0,20,1400000.0,"11,992元/平",VR房源 房本满两年 
流溪河边，小区环境好。交通方便。,星河绿洲,江浦街,2室2厅 ,87.3, 南 , 精装 ,13,2009, 塔楼,0,17,1060000.0,"12,143元/平",VR看装修 房本满五年 
富力泉天下 3室2厅 东南,富力泉天下,温泉镇,3室2厅 ,123.18, 东南 , 其他 ,18,2014, 塔楼,0, 6个月以前发布,1200000.0,"9,742元/平",VR房源 房本满五年 随时看房 
四面环山 空气清新 青山绿水 负离子是广州的4倍,景业荔都,江浦街,3室2厅 ,113.18, 南 , 其他 ,26,2017, 塔楼,0, 3个月以前发布,990000.0,"8,748元/平",VR房源 房本满两年 随时看房 
温泉财富小镇  阳台朝南 望山景视野开阔,富力泉天下,温泉镇,3室2厅 ,101.0, 南 , 精装 ,18,2013, 塔楼,1, 6个月以前发布,1050000.0,"10,397元/平",VR房源 房本满两年 随时看房 
东方夏湾拿  别墅区的洋房  非顶楼  边位,东方夏湾拿,太平镇,2室2厅 ,118.1, 东南 西北 , 精装 ,3, 板塔结合 , 独栋别墅 ,0,27,1300000.0,"11,008元/平",VR房源 房本满五年 随时看房 
人盛巴厘天地 3室2厅 南 北,人盛巴厘天地,神岗镇,3室2厅 ,100.87, 南 北 , 其他 ,18,2018, 塔楼,0, 1个月以前发布,1300000.0,"12,888元/平",VR房源 房本满两年 随时看房 
楼层好视野开阔，通风采光好，环境清静,雅居乐小院流溪,赤草,3室2厅 ,117.86, 东南 , 毛坯 ,16,2015, 塔楼,0,26,1200000.0,"10,182元/平",VR看装修 房本满两年 随时看房 
珠江壹城 独特精装三房  直接做婚房更好,珠江壹城,神岗镇,3室2厅 ,88.13, 东北 , 其他 ,28,2018, 板塔结合,0, 1个月以前发布,1272000.0,"14,434元/平",近地铁 VR看装修 房本满两年 随时看房 
珠江壹城 4室2厅 南,珠江壹城,神岗镇,4室2厅 ,144.75, 南 , 其他 ,28,2017, 板塔结合,0,30,1790000.0,"12,367元/平",近地铁 VR看装修 房本满两年 
房子是南北通风户型，位置安静舒适，采光充足,珠光御景山水城,江浦街,3室2厅 ,103.96, 东南 , 其他 ,32,2018, 塔楼,0,18,1280000.0,"12,313元/平",VR看装修 房本满两年 
东方夏湾拿 5室2厅 东南,东方夏湾拿,太平镇,5室2厅 ,222.0, 东南 , 其他 ,3,2007, 板塔结合,4, 7个月以前发布,4380000.0,"19,730元/平",VR房源 房本满五年 
人文素质高，和谐，空气好，负离子值高,富力泉天下,温泉镇,4室2厅 ,228.0, 东南 , 其他 ,2, 塔楼 , 独栋别墅 ,0, 3个月以前发布,3880000.0,"17,018元/平",VR房源 房本满两年 
富力新区别墅 南向户型 花院带泳池 格局靓 望山景,富力泉天下,温泉镇,8室3厅 ,228.19, 东南 , 精装 ,2, 塔楼 , 独栋别墅 ,2, 4个月以前发布,3680000.0,"16,127元/平",VR房源 房本满两年 
独栋别墅，带装修，拎包入住。空气良好，景色优美,紫泉流溪湾,太平镇,10室3厅 ,449.9, 西南 , 其他 ,3, 板楼 , 独栋别墅 ,2, 2个月以前发布,16000000.0,"35,564元/平",VR房源 房本满两年 
珠江壹城别墅空间大花园大...,珠江壹城,神岗镇,6室3厅 ,354.31, 东南 , 其他 ,2,2011, 板塔结合,23, 一年前发布,4880000.0,"13,774元/平",VR房源 房本满两年 
东方夏湾拿 独栋 花园大 业主诚心出*,东方夏湾拿,太平镇,12室3厅 ,302.41, 南 , 其他 ,2,2006, 板塔结合,4, 一年前发布,11990000.0,"39,649元/平",VR房源 房本满五年 
使用率高，大花园别墅，精装修。,珠江壹城,神岗镇,5室3厅 ,324.0, 南 北 , 其他 ,2, 板塔结合 , 独栋别墅 ,13, 6个月以前发布,5000000.0,"15,433元/平",VR房源 房本满两年 
逸泉山庄地铁口小区 大双拼 大花园 中空客厅,逸泉山庄,赤草,5室3厅 ,219.43, 南 北 , 毛坯 ,3, 暂无数据 , 独栋别墅 ,1, 6个月以前发布,5250000.0,"23,926元/平",近地铁 VR房源 房本满五年 
面积适中，用心装修，拎包入住。,紫泉流溪湾,太平镇,5室2厅 ,326.55, 西南 , 其他 ,3,2015, 板楼,4, 一年前发布,11960000.0,"36,626元/平",VR房源 房本满五年 
独栋电梯四层  一线湖边 大别墅  格局高大上实用,方圆明月山溪,温泉镇,9室6厅 ,536.9, 南 北 , 简装 ,3,2013, 塔楼,9, 一年前发布,8880000.0,"16,540元/平",VR房源 房本满五年 
南北格局好，视野宽阔，交通便利,东方夏湾拿,太平镇,6室3厅 ,174.04, 东 , 其他 ,2,2004, 暂无数据,6, 3个月以前发布,3550000.0,"20,398元/平",VR房源 房本满五年 
名城御景绿洲实用四房两厅两卫 南向望花园,名城御景绿洲,江浦街,4室2厅 ,139.8, 南 , 毛坯 ,23,2014, 塔楼,5, 11个月以前发布,1480000.0,"10,587元/平",近地铁 VR看装修 房本满五年 随时看房 
珠江壹城小区环境好，交通便利，大配套，房子户型方正,珠江壹城,神岗镇,4室2厅 ,143.66, 西南 , 精装 ,28,2017, 板塔结合,19, 一年前发布,1650000.0,"11,486元/平",近地铁 VR看装修 房本满两年 随时看房 
