合一国际 南向 三房有主套 漂亮装修  中空大厅,合一国际,同和,3室1厅 ,69.16, 南 , 精装 ,18,2006, 塔楼,44, 9个月以前发布,3380000,"48,873元/平",近地铁 VR房源 房本满两年 随时看房 
桃园大两房 大阳台  看花园  精装 中楼层,富力桃园,罗冲围,2室2厅 ,88.62, 南 北 , 精装 ,30,2004, 塔楼,0,5,3400000,"38,367元/平",VR房源 房本满两年 
岭南新世界 4室2厅 东南,岭南新世界,嘉禾望岗,4室2厅 ,110.23, 东南 , 其他 ,18,2009, 塔楼,0,5,5800000,"52,618元/平",近地铁 VR看装修 房本满五年 
恒大御府 3室2厅 东 西南 西,恒大御府,梅花园,3室2厅 ,91.13, 东 西南 西 , 精装 ,18,2016, 塔楼,0,5,6400000,"70,230元/平",近地铁 VR看装修 房本满两年 
复式三层 天台可用   五房三厅三卫 精装修,阳光花园,同德围,5室3厅 ,112, 南 北 , 精装 ,9,1997, 塔楼,0,7,3000000,"26,786元/平",VR房源 房本满两年 
原装电梯高层 东南向 厅大房大 双阳台,泽德花苑,同德围,3室1厅 ,99.39, 东南 , 简装 ,21,1998, 塔楼,0,4,2900000,"29,178元/平",近地铁 VR房源 房本满五年 
此房采光通风好，通透格局，视野开阔，配套设施齐全,晓景苑,机场路,3室1厅 ,67, 西南 西 , 其他 ,9,1998, 塔楼,0,4,1300000,"19,403元/平",VR房源 房本满两年 
景泰新村户型方正四面采光通风采光好居家精装一线品牌,景泰新村,景泰,2室1厅 ,63.22, 南 北 , 其他 ,7,1992, 塔楼,2,3,1780000,"28,156元/平",VR看装修 房本满两年 
富力半岛花园 E区单边位直排三房 装修保养好 西南望江,富力半岛花园,罗冲围,3室2厅 ,84.35, 西南 , 精装 ,26,2005, 塔楼,0,4,3900000,"46,236元/平",近地铁 VR看装修 房本满两年 
中海云麓公馆 4室2厅 南,中海云麓公馆,白云大道南,4室2厅 ,211.55, 南 , 精装 ,21,2014, 塔楼,0,15,18000000,"85,087元/平",近地铁 VR看装修 房本满五年 
积德花园 3室1厅 东 南 西,积德花园,同德围,3室1厅 ,102.39, 东 南 西 , 其他 ,16,1998, 塔楼,0,16,3100000,"30,277元/平",近地铁 VR房源 房本满五年 随时看房 
新兴白云花园 精装修 厅出阳台三房 方正实用 朝向好,新兴白云花园,江夏,3室1厅 ,66.74, 南 , 精装 ,9,1999, 塔楼,0,15,2060000,"30,867元/平",近地铁 VR看装修 房本满两年 随时看房 
满五唯一 南向 高楼层  户型方正 采光通风好,恒骏花园,京溪,5室2厅 ,166.83, 东南 , 精装 ,12,2003, 塔楼,8, 5个月以前发布,8990000,"53,888元/平",近地铁 VR房源 房本满五年 
元邦航空靓房 满五唯一省税 业主工作调动 诚意卖房,元邦航空家园,马务,2室2厅 ,78.05, 南 北 , 其他 ,15,2004, 塔楼,0,13,2350000,"30,109元/平",VR房源 房本满五年 随时看房 
电梯中层 方正实用 景观好 看房方便。,合一国际,同和,2室1厅 ,82.35, 北 , 精装 ,23,2006, 塔楼,0,16,3700000,"44,931元/平",近地铁 VR看装修 房本满五年 随时看房 
省实摇号正规三房诚心卖房格局方正视野无遮挡采光敞亮,元邦苑,新市,3室2厅 ,91.56, 北 , 其他 ,9,2000, 塔楼,0,14,3700000,"40,411元/平",近地铁 VR看装修 房本满五年 随时看房 
汇侨南十中层，无遮挡，彩光通风好，少有放盘,汇侨新城南区,新市,3室1厅 ,107, 西北 , 简装 ,18,2003, 塔楼,0,11,3280000,"30,655元/平",VR看装修 房本满五年 随时看房 
嘉景园 精装三房 全明房屋 厨卫分明 拎包入住,嘉景园,新市,3室2厅 ,58.1, 东 , 其他 ,9,1995, 塔楼,0,17,1480000,"25,474元/平",VR看装修 房本满五年 随时看房 
此房满五年不唯一，南向，通风采光好，看房有钥匙,荔苑公寓,南湖,4室1厅 ,86.04, 南 , 精装 ,8,2000, 塔楼,1,14,1500000,"17,434元/平",VR看装修 房本满五年 随时看房 
汇侨新城东区 精装修 采光通风好 加装电梯中,汇侨新城东区,新市,2室2厅 ,71.39, 西南 , 精装 ,9,2000, 塔楼,0,8,1950000,"27,315元/平",VR看装修 房本满两年 随时看房 
汇侨新城南区 2室1厅 西南,汇侨新城南区,新市,2室1厅 ,59.67, 西南 , 精装 ,9,2000, 塔楼,0,14,1800000,"30,166元/平",VR看装修 房本满五年 随时看房 
佳景楼全新装修电梯三房  未来13号线罗冲围站旁,佳景楼,罗冲围,3室1厅 ,81.87, 东北 , 精装 ,9,1999, 平房,0,15,2250000,"27,483元/平",VR看装修 房本满五年 随时看房 
岭南新世界   西南向四房   户型方正   视野开阔,岭南新世界,嘉禾望岗,4室1厅 ,98.72, 西南 , 精装 ,17,2008, 板塔结合,2,13,5300000,"53,688元/平",近地铁 VR看装修 房本满五年 随时看房 
Bai信精致两房，带大露台，满五年，看房方便,海德花园,新市,2室1厅 ,65, 西北 , 其他 ,10,1999, 塔楼,0,14,1990000,"30,616元/平",VR看装修 房本满五年 随时看房 
远景路 翠逸家园 电梯两房 通风采光好 格局方正,翠逸家园,机场路,2室1厅 ,88.07, 东北 , 简装 ,16,2000, 塔楼,0,13,3380000,"38,379元/平",近地铁 VR房源 房本满五年 随时看房 
云东花园 2室1厅 南,云东花园,景泰,2室1厅 ,52.64, 南 , 其他 ,9,1998, 塔楼,0,10,1550000,"29,446元/平",VR看装修 房本满两年 随时看房 
新市广场 2室1厅 南,新市广场,新市,2室1厅 ,56.19, 南 , 简装 ,9,1996, 塔楼,0,12,1300000,"23,136元/平",VR看装修 房本满五年 随时看房 
山水庭苑 心中位置安静 户型方正 视野开阔 单边位,山水庭苑,南湖,3室2厅 ,120.36, 东北 , 其他 ,18,2007, 塔楼,0,15,4900000,"40,712元/平",VR看装修 房本满五年 随时看房 
高实用率刚需2房，南北对流，成熟生活配套全,民航小区松云街,机场路,2室1厅 ,57, 南 北 , 其他 ,6,1995, 板楼,0,9,1400000,"24,562元/平",VR看装修 房本满五年 随时看房 
祥景花园雍翠园 2室1厅 东,祥景花园雍翠园,黄石,2室1厅 ,80.65, 东 , 精装 ,15,2000, 塔楼,0,9,2400000,"29,759元/平",VR房源 房本满五年 随时看房 
中高层房源，东南朝向，户型方正，看房方便！,顺景花园,马务,2室1厅 ,84.45, 东 东南 , 其他 ,15,1999, 塔楼,0,9,2660000,"31,498元/平",VR看装修 房本满五年 随时看房 
花季小区 1室1厅 南,花季小区,桂花岗,1室1厅 ,47.87, 南 , 其他 ,14,2000, 塔楼,0,3,1680000,"35,096元/平",近地铁 VR看装修 房本满五年 随时看房 
又一居 东向三房带主套 居家三房 望花园,又一居花园,机场路,3室2厅 ,115.96, 东 东北 , 简装 ,15,2001, 塔楼,1,11,4030000,"34,754元/平",近地铁 VR房源 房本满五年 随时看房 
满五年唯一 无按揭 近地铁  适宜居住,万方园,机场路,2室1厅 ,66.29, 南 , 其他 ,18,1999, 塔楼,0,7,1800000,"27,154元/平",近地铁 VR房源 房本满五年 随时看房 
配套成熟 机场路花园小区 电梯中层两房,晓翠苑,机场路,2室1厅 ,55.99, 东 , 简装 ,15,1999, 塔楼,0,2,1290000,"23,040元/平",VR看装修 房本满五年 随时看房 
富力桃园，南向大三房，保养好，方正实用、,富力桃园,罗冲围,3室2厅 ,131.49, 东南 , 精装 ,29,2004, 塔楼,4, 5个月以前发布,5200000,"39,547元/平",近地铁 VR房源 房本满五年 随时看房 
富力桃园 2室2厅 东,富力桃园,罗冲围,2室2厅 ,81.53, 东 , 其他 ,31,2004, 塔楼,0,3,3260000,"39,986元/平",VR房源 房本满两年 
富力半岛花园 E区单边位直排三房 装修保养好 西南望江,富力半岛花园,罗冲围,3室2厅 ,84.35, 西南 , 精装 ,26,2005, 塔楼,0,4,3900000,"46,236元/平",近地铁 VR看装修 房本满两年 
岭南新世界 4室2厅 东南,岭南新世界,嘉禾望岗,4室2厅 ,110.23, 东南 , 其他 ,18,2009, 塔楼,0,5,5800000,"52,618元/平",近地铁 VR看装修 房本满五年 
房子户型格局方正 南向对流通风采光好 使用率高。,白云家园,梅花园,2室1厅 ,68.84, 南 , 其他 ,5,1997, 塔楼,0,7,2150000,"31,232元/平",近地铁 VR看装修 房本满两年 
桃园方正二房 望泳池视野开阔 中高层产权清晰,富力桃园,罗冲围,2室1厅 ,74.68, 东北 , 简装 ,32,2004, 塔楼,0,3,2880000,"38,565元/平",VR房源 房本满五年 
此房采光通风好，通透格局，视野开阔，配套设施齐全,晓景苑,机场路,3室1厅 ,67, 西南 西 , 其他 ,9,1998, 塔楼,0,4,1300000,"19,403元/平",VR房源 房本满两年 
近地铁 电梯宽大三房 厅出阳台朝南 户型方正实用,发改委宿舍,机场路,3室2厅 ,100.71, 东南 , 简装 ,9,2001, 塔楼,0,5,3200000,"31,775元/平",近地铁 VR房源 房本满五年 
金碧厅出两房，满五不唯一，方便看房,金碧新城,石井,2室1厅 ,58.52, 东 , 精装 ,11,2004, 塔楼,3,2,1830000,"31,272元/平",VR房源 房本满五年 
民航东门小区 电梯两房 位置安静 地段成熟,民航小区向云新街,白云大道南,2室2厅 ,75.53, 东北 , 其他 ,10,1995, 塔楼,0,7,2900000,"38,396元/平",VR房源 房本满两年 
机场路近地铁 又一居花园 电梯三房 厅出阳台 满五年,又一居花园,机场路,3室1厅 ,63.07, 北 , 精装 ,9,1998, 塔楼,0,2,2190000,"34,724元/平",近地铁 VR房源 房本满五年 随时看房 
此房证过五年，格局方正，装修新净，光线好,华园新村,机场路,2室1厅 ,61.79, 南 北 , 简装 ,9,1995, 塔楼,0,4,1360000,"22,011元/平",近地铁 VR房源 房本满五年 
生活交通方便，楼龄新，户型方正，厅直出阳台，采光好,和馨雅居,新市,2室1厅 ,64.01, 北 , 精装 ,11,2002, 塔楼,1,7,1900000,"29,683元/平",VR房源 房本满五年 
梅花园地铁口 满五年唯一 正规中楼层两房,梅宾东宿舍,梅花园,2室1厅 ,63, 东 , 其他 ,9,1999, 塔楼,0,3,2190000,"34,762元/平",近地铁 VR看装修 房本满五年 
此房满五不唯一南北对流采光很好正望小区花园楼龄新,白云尚城,江夏,4室2厅 ,154.03, 南 , 其他 ,29,2010, 塔楼,0,28,8100000,"52,588元/平",近地铁 VR看装修 房本满五年 
富力桃园 南向大四房 全新装修  视野开阔,富力桃园,罗冲围,4室2厅 ,154, 东南 , 精装 ,30,2006, 塔楼,0,21,6600000,"42,858元/平",VR房源 房本满五年 
南向四房，通风采光好，配套齐全，园林优美。,云山诗意,黄边,4室2厅 ,111.75, 南 , 简装 ,18,2008, 塔楼,1,31,5000000,"44,743元/平",近地铁 VR看装修 房本满两年 
佳兆业天御 高楼层南向四房 望花园安静舒适 随时看房,佳兆业天御,京溪,4室2厅 ,123.58, 南 , 精装 ,18,2015, 塔楼,0,24,10600000,"85,775元/平",近地铁 VR房源 房本满两年 
央企中海打造 白云新城标杆 花园式小区 新靓装,中海云麓公馆,白云大道南,4室2厅 ,179.59, 西南 , 精装 ,21,2014, 塔楼,0,27,15980000,"88,981元/平",近地铁 VR看装修 房本满五年 
【望湖建面142㎡，精装满五四房带套间】,山水庭苑,南湖,4室2厅 ,142.25, 西 北 , 精装 ,21,2007, 板楼,0,24,5500000,"38,665元/平",VR房源 房本满五年 
改善型优选 业主保养好 南向阳台视野开阔 采光好,怡新花园,梅花园,4室1厅 ,177.32, 南 , 精装 ,19,2007, 塔楼,1,24,10980000,"61,922元/平",近地铁 VR房源 房本满两年 
云山熹景南向双阳台大三房，通风好,云山熹景,梅花园,3室2厅 ,128.25, 南 北 , 精装 ,11,2008, 板塔结合,0,17,7480000,"58,324元/平",近地铁 VR看装修 房本满五年 
精装修3加一户型.业主诚心卖，看房方便,雅居乐南湖半岛花园,南湖,4室2厅 ,144.74, 东 , 精装 ,18,2003, 塔楼,0,17,5300000,"36,618元/平",VR看装修 房本满五年 
颐和山庄别墅，精装修，看房方便.业主诚心出,颐和山庄,南湖,5室2厅 ,320.33, 南 北 , 精装 ,1,1999, 塔楼,5,22,14800000,"46,203元/平",VR房源 房本满五年 
东湖映月 双证 大平层南向四房 采光充足,东湖映月,龙归,4室2厅 ,44.53, 南 , 简装 ,33,2012, 塔楼,1, 6个月以前发布,1160000,"26,050元/平",近地铁 VR看装修 房本满五年 
骏御华庭高层电梯一房，大阳台，通风采光好,骏御华庭,机场路,1室0厅 ,41.48, 西北 , 精装 ,21,2012, 塔楼,9, 一年前发布,1160000,"27,966元/平",VR看装修 房本满五年 
17年全新装修的，中层南向，业主自住，看房方便,城西花园,金沙洲,2室1厅 ,63.6, 东南 , 简装 ,9,1999, 塔楼,28, 6个月以前发布,1780000,"27,988元/平",近地铁 VR房源 房本满五年 
笋盘平卖 低层有电梯 满五唯一 房大厅大 实用率高,上步花园,同德围,2室2厅 ,81.3, 北 , 精装 ,9,1998, 塔楼,6, 1个月以前发布,1610000,"19,804元/平",近地铁 VR看装修 房本满五年 
该房，通风采光好，房子保养好，视野好，交通方便,万科爱地住宅区,金沙洲,1室1厅 ,58.65, 东南 , 简装 ,12,2010, 板塔结合,8, 一年前发布,1780000,"30,350元/平",近地铁 VR看装修 房本满五年 
视野开阔，采光充足，装修保养好，户型方正。,金域蓝湾,金沙洲,2室1厅 ,70.4, 西南 , 简装 ,25,2008, 塔楼,10, 7个月以前发布,3250000,"46,165元/平",近地铁 VR看装修 房本满五年 
晓翠苑实用2房  厅出大阳台朝南  安静明亮看房方便,晓翠苑,机场路,2室2厅 ,57.22, 南 , 简装 ,8,1999, 塔楼,33, 10个月以前发布,1120000,"19,574元/平",VR房源 房本满五年 
保利江岸花园 安静大两房 东南向 视野开阔 望别墅群,保利江岸花园,金沙洲,2室2厅 ,80, 东南 , 简装 ,33,2013, 塔楼,5, 9个月以前发布,2950000,"36,875元/平",近地铁 VR看装修 房本满五年 
单边位，双阳台，独立位置，安静不吵,万科爱地住宅区,金沙洲,2室1厅 ,58.79, 西北 , 精装 ,12,2010, 板塔结合,6, 1个月以前发布,1580000,"26,876元/平",近地铁 VR看装修 房本满五年 
满五唯一优质两房，明亮通风，业主自住，保养好！,松涛北苑,永泰,2室1厅 ,92.48, 南 , 简装 ,10,1999, 塔楼,41, 一年前发布,2200000,"23,789元/平",近地铁 VR看装修 房本满五年 
双地铁口的小区 西南向高楼层 十月满五年唯一少税费,万科爱地住宅区,金沙洲,1室1厅 ,58.65, 西南 , 精装 ,13,2010, 板塔结合,10, 3个月以前发布,1620000,"27,622元/平",近地铁 VR看装修 房本满五年 
税费少 满五年唯一 保养干净 户型方正实用,汇雅花园,龙归,2室1厅 ,47.65, 东南 , 精装 ,9,1996, 塔楼,45, 3个月以前发布,830000,"17,419元/平",近地铁 VR看装修 房本满五年 
急，满五，高层两房，采光通风好,中海金沙馨园二期西区,金沙洲,2室1厅 ,84.65, 东北 , 精装 ,18,2008, 塔楼,78, 5个月以前发布,2500000,"29,534元/平",近地铁 VR看装修 房本满五年 
此房 采光通风好 户型方正 适合刚需,上步花园,同德围,2室1厅 ,62.73, 西南 , 精装 ,9,1998, 塔楼,34, 2个月以前发布,1290000,"20,565元/平",近地铁 VR房源 随时看房 
春庭花园 电梯房 中楼层3房 视野采光好,春庭花园,元下田,3室2厅 ,102.75, 西南 , 简装 ,9,2008, 塔楼,0,16,2380000,"23,164元/平",近地铁 房本满五年 
梅园新居刚需 南向两房，采光好，有阳台,梅园新居,梅花园,2室2厅 ,54.65, 北 , 精装 ,8,2000, 塔楼,2, 3个月以前发布,1550000,"28,363元/平",近地铁 房本满五年 随时看房 
阳光花园 1室0厅 南 东,阳光花园,同德围,1室0厅 ,23.64, 南 东 , 其他 ,9,1997, 塔楼,0,5,470000,"19,882元/平",近地铁 房本满五年 
金桂园南北对流两房，园林式小区管理，配套设施俱全！,金桂园,桂花岗,2室1厅 ,76.12, 南 , 其他 ,16,2000, 塔楼,0,7,2980000,"39,149元/平",近地铁 房本满五年 
松涛北苑 3室1厅 北,松涛北苑,永泰,3室1厅 ,103.53, 北 , 其他 ,10,1999, 塔楼,1,5,2200000,"21,250元/平",近地铁 房本满五年 
原装电梯三房 南北通透 格局方正,松涛北苑,永泰,3室2厅 ,103.53, 南 北 , 其他 ,10,1999, 塔楼,1,8,2200000,"21,250元/平",近地铁 房本满五年 
景泰新村 2室2厅 东南,景泰新村,景泰,2室2厅 ,62, 东南 , 其他 ,8,1992, 塔楼,1,6,1795000,"28,952元/平",房本满五年 
时代玫瑰园 3室2厅 西南,时代玫瑰园,黄边,3室2厅 ,111.12, 西南 , 精装 ,13,2004, 塔楼,0,6,4770000,"42,927元/平",房本满五年 
怡富尚苑 2室1厅 西北,怡富尚苑,石井,2室1厅 ,71.92, 西北 , 其他 ,16,2007, 塔楼,5,29,1530000,"21,274元/平",近地铁 VR看装修 房本满五年 随时看房 
京溪地铁口 实用率高 电梯小两房,广信春兰花园,京溪,2室1厅 ,56.01, 南 , 精装 ,9,1995, 塔楼,0,12,2400000,"42,850元/平",VR房源 房本满五年 
户型方正 南向安静 厅出阳台 近地铁 满五,松涛北苑,永泰,2室2厅 ,93.56, 南 , 简装 ,10,1999, 塔楼,45, 一年前发布,1950000,"20,843元/平",近地铁 VR看装修 房本满五年 随时看房 
半山东苑东南向大三房，看山景风景秀丽。,南湖半山东苑,南湖,3室2厅 ,102.86, 东 , 简装 ,28,2005, 塔楼,10, 3个月以前发布,2400000,"23,333元/平",VR房源 房本满五年 
保养很好，采光通风好，小区安静，白云山下氧含量高,白云畔山花园,梅花园,2室1厅 ,65.25, 南 , 精装 ,8,2003, 塔楼,18, 2个月以前发布,2000000,"30,652元/平",近地铁 VR房源 房本满五年 
机场路 封闭式小区管理 南向安静两房 近地铁 配套好,万方园,机场路,2室1厅 ,43.24, 南 , 简装 ,18,1999, 塔楼,2, 2个月以前发布,1090000,"25,209元/平",近地铁 VR房源 房本满五年 
一品湖山 南北通透 精装修 看房方便 户型方正,一品湖山,南湖,4室2厅 ,189.17, 南 北 , 精装 ,14,2011, 塔楼,0,5,8000000,"42,291元/平",VR看装修 房本满五年 随时看房 
广东美术馆宿舍 4室1厅 东南,广东美术馆宿舍,三元里,4室1厅 ,109.55, 东南 , 简装 ,10,1998, 塔楼,0,15,2990000,"27,294元/平",VR房源 房本满五年 随时看房 
棠乐路13号大院 复式5房2厅3卫 有平台40方可以种菜,棠乐路13号大院,新市,5室2厅 ,135.48, 南 北 , 精装 ,7,1999, 塔楼,0,7,4700000,"34,692元/平",VR房源 房本满五年 
白云新城旁 山景大平层 东南朝向 居高临下 视野开阔,云山雅苑,景泰,3室2厅 ,117.65, 南 北 , 精装 ,18,2008, 塔楼,0,5,7000000,"59,499元/平",VR看装修 房本满五年 
