该房子满五年 格局方正 南北对流,碧桂园豪进广场,白江,3室2厅 ,116.77, 南 北 , 毛坯 ,31,2016, 塔楼,0,11,2480000.0,"21,239元/平",近地铁 VR房源 房本满五年 随时看房 
大3房2卫， 纯南向中层，单边位，无遮挡,金地荔湖城公园上城,永和,3室1厅 ,109.43, 南 , 毛坯 ,33,2014, 板楼,28, 2个月以前发布,1120000.0,"10,235元/平",VR看装修 房本满五年 随时看房 
此房满五年 全明户型采光好，视野开阔，中楼层采光,力诚凯怡湾,新塘南,3室1厅 ,86.32, 东南 , 精装 ,31,2013, 板楼,1, 1个月以前发布,1430000.0,"16,567元/平",VR房源 房本满五年 随时看房 
尚东阳光 少有两房   户型方正 环境好,尚东阳光雅苑,沙村,2室1厅 ,50.49, 北 , 精装 ,4,2011, 塔楼,8, 7个月以前发布,1000000.0,"19,806元/平",VR看装修 房本满两年 随时看房 
智能化小区，执信旁，业主诚意出,实地蔷薇国际,荔城西区,3室2厅 ,96.0, 南 , 精装 ,25,2019, 板楼,1, 1个月以前发布,1400000.0,"14,584元/平",VR看装修 房本满两年 随时看房 
南向房子  采光好  户型正   环境优美  刚需可选,恒大山水郡,中新镇,3室1厅 ,86.45, 南 北 , 精装 ,26,2018, 塔楼,46, 5个月以前发布,1000000.0,"11,568元/平",VR看装修 房本满两年 随时看房 
城市家园两房一厅  满五唯一  诚意放盘  寻找有缘人,城市家园二期,新塘北,2室1厅 ,58.37, 东 , 简装 ,28,2007, 塔楼,9, 6个月以前发布,899000.0,"15,402元/平",VR看装修 房本满五年 随时看房 
锦绣天伦200000元精装修，南向高层没遮挡，拎包入住,敏捷锦绣天伦,新塘北,1室1厅 ,56.77, 南 , 精装 ,18,2014, 塔楼,61, 10个月以前发布,1160000.0,"20,434元/平",VR看装修 房本满五年 随时看房 
亚太银座电梯1房一厅，望花园，满五唯一，税少,亚太新城亚太银座一期,新塘北,1室1厅 ,50.91, 北 , 精装 ,17,2012, 塔楼,64, 7个月以前发布,920000.0,"18,072元/平",近地铁 VR房源 房本满五年 随时看房 
三层精装复式，1+3+2户型，动静分区。,保利中航城二期,朱村,6室2厅 ,107.83, 南 , 精装 ,14,2019, 板塔结合,3, 5个月以前发布,2600000.0,"24,113元/平",VR房源 房本满两年 随时看房 
近地铁，舒适大四房，楼层高，采光通风好。,中国铁建国际花园,朱村,4室2厅 ,112.72, 南 , 精装 ,26,2017, 板塔结合,6, 一年前发布,1850000.0,"16,413元/平",近地铁 VR看装修 房本满两年 随时看房 
包增值税！南向望泳池，电梯高层，全新未住，近门岗！,中国铁建国际花园,朱村,3室2厅 ,91.65, 东南 , 精装 ,26,2017, 板塔结合,22, 7个月以前发布,1818000.0,"19,837元/平",VR看装修 房本满两年 随时看房 
汇港威华雅苑 3室1厅 南 北,汇港威华雅苑,朱村,3室1厅 ,101.7, 南 北 , 毛坯 ,31,2018, 塔楼,4, 6个月以前发布,1150000.0,"11,308元/平",近地铁 VR房源 房本满两年 随时看房 
东进科教城居住区 中高层实用三房东南向 21地铁快线站,保利中航城一期,朱村,3室2厅 ,92.43, 东 , 精装 ,23,2018, 塔楼,20, 一年前发布,1600000.0,"17,311元/平",VR看装修 房本满两年 随时看房 
水电广场满五年 南向，不容错过！,水电广场,白江,1室1厅 ,53.57, 南 , 精装 ,23,2015, 塔楼,13, 6个月以前发布,818000.0,"15,270元/平",VR房源 房本满五年 随时看房 
新塘 凯达尔 新汇时光两房 小区 地铁,新汇时光,新塘北,2室1厅 ,65.87, 东 , 精装 ,9,2016, 塔楼,117, 一年前发布,1120000.0,"17,004元/平",近地铁 VR看装修 房本满两年 随时看房 
碧桂园城市花园漫绿苑全新未入住过,碧桂园城市花园漫绿苑,朱村,3室2厅 ,102.9, 南 , 精装 ,25,2018, 板塔结合,10, 6个月以前发布,1630000.0,"15,841元/平",VR看装修 房本满两年 随时看房 
户型方正 环境优美 绿色视野 环境好,恒大山水城,中新镇,3室3厅 ,144.83, 南 北 , 精装 ,3,2008, 板塔结合,2, 9个月以前发布,4000000.0,"27,619元/平",VR房源 房本满两年 随时看房 
急！急！急！现楼两卫 暨大教育 大盘居住舒适,叠溪花园,朱村,3室2厅 ,94.19, 南 , 精装 ,34,2018, 塔楼,98, 一年前发布,1100000.0,"11,679元/平",VR看装修 房本满两年 随时看房 
急卖 横厅大三房 全屋整装 现空置入住不足半年 税可谈,西福蓝湾,朱村,3室2厅 ,97.38, 南 , 精装 ,25,2017, 板塔结合,4, 1个月以前发布,1590000.0,"16,328元/平",VR看装修 房本满两年 随时看房 
此房满五，东向望别墅，视野清晰。,碧桂园凤凰城凤晴苑,凤凰城,1室1厅 ,51.74, 东 , 精装 ,28,2014, 塔楼,12, 一年前发布,750000.0,"14,496元/平",VR看装修 房本满五年 随时看房 
急！急！急！两卫 楼栋楼层位置优选 随时可看房,汇港威华雅苑,朱村,3室2厅 ,106.09, 南 , 毛坯 ,31,2017, 塔楼,5, 5个月以前发布,1250000.0,"11,783元/平",近地铁 VR看装修 房本满两年 随时看房 
山田站三房小户型南向 活水湖景园林小区 大型商场配套,荔富湖畔,朱村,3室2厅 ,99.09, 南 , 毛坯 ,18,2015, 塔楼,10, 8个月以前发布,1300000.0,"13,120元/平",近地铁 VR看装修 房本满五年 随时看房 
高层两房 含泪出 包 增值税21号线 地铁望花园 安静,中国铁建国际花园,朱村,2室1厅 ,66.46, 北 , 精装 ,26,2017, 塔楼,46, 一年前发布,1250000.0,"18,809元/平",近地铁 VR看装修 房本满两年 随时看房 
楼层好 视野宽 居住安静舒适 生活方便 税费少,新塘广场,新塘南,2室1厅 ,50.91, 西 , 精装 ,29,2000, 塔楼,28, 5个月以前发布,735000.0,"14,438元/平",VR房源 房本满五年 随时看房 
地铁口位  大三房精装  南向  全新未入住  配套全,保利中航城一期,朱村,3室1厅 ,95.63, 南 , 精装 ,14,2018, 板楼,9, 7个月以前发布,1500000.0,"15,686元/平",VR房源 房本满两年 随时看房 
碧桂园城市花园花岸苑 凤岗快线站 花园式小区居住舒适,碧桂园城市花园花岸苑,朱村,3室1厅 ,97.67, 南 , 毛坯 ,25,2016, 板塔结合,46, 7个月以前发布,1330000.0,"13,618元/平",VR房源 房本满两年 随时看房 
新景豪庭 中高层实用2房 即满五年唯一,新景豪庭,白江,2室2厅 ,80.41, 北 , 毛坯 ,18,2016, 塔楼,22, 4个月以前发布,1320000.0,"16,416元/平",VR看装修 房本满五年 随时看房 
交通便利，环境优美，配套设施齐全,恒大山水城,中新镇,3室2厅 ,96.3, 北 , 精装 ,18,2008, 板塔结合,0, 2个月以前发布,1470000.0,"15,265元/平",VR看装修 房本满五年 随时看房 
十年地铁教育成熟大盘 首付低 刚需二房 南向 视野开阔,尚东阳光雅苑,沙村,2室2厅 ,51.69, 南 , 毛坯 ,4,2016, 塔楼,14, 1个月以前发布,830000.0,"16,058元/平",VR看装修 房本满两年 随时看房 
损！可议J！急！3楼光线好，楼间距好 南向两房 安静,仁安花园,朱村,2室2厅 ,80.6, 南 , 毛坯 ,11,2017, 塔楼,71, 一年前发布,990000.0,"12,283元/平",近地铁 VR看装修 房本满两年 随时看房 
标志性建筑，繁华闹市，格局方正，风景宜人！,合汇·中央广场,荔城中区,3室2厅 ,96.0, 南 , 毛坯 ,38,2017, 塔楼,3, 5个月以前发布,1600000.0,"16,667元/平",近地铁 VR看装修 房本满两年 随时看房 
保利中航城二期稀有1+2户型包增值税，全新离地铁200米,保利中航城二期,朱村,3室2厅 ,96.03, 南 , 精装 ,14,2019, 板塔结合,9, 6个月以前发布,1650000.0,"17,183元/平",VR房源 房本满两年 随时看房 
科教城少有正版复式 南向望花园 业主很急 可包增值税,保利中航城一期,朱村,3室2厅 ,95.65, 南 , 精装 ,14,2018, 板楼,13, 1个月以前发布,1580000.0,"16,519元/平",VR房源 房本满两年 随时看房 
合汇成熟商圈近地铁，实用三房带主套,合汇·中央广场,荔城中区,3室2厅 ,104.77, 东 , 毛坯 ,37,2017, 塔楼,26, 10个月以前发布,1750000.0,"16,704元/平",近地铁 VR看装修 房本满两年 随时看房 
"金马四房，执信旁，钟岗站，省妇幼旁,带产权车位",金马香颂居,荔城西区,4室2厅 ,122.39, 南 , 精装 ,19,2015, 塔楼,6, 4个月以前发布,1880000.0,"15,361元/平",近地铁 VR看装修 房本满五年 随时看房 
新塘地铁站满五唯一装修保养好电梯三房,亚太新城富丽园,新塘北,3室2厅 ,113.0, 南 , 精装 ,7,2006, 塔楼,158, 5个月以前发布,1550000.0,"13,717元/平",近地铁 VR看装修 房本满五年 随时看房 
凤岗三房 精美装修  满五   配套全  地铁近,碧桂园城市花园花岸苑,朱村,3室2厅 ,107.87, 南 , 精装 ,25,2016, 板塔结合,26, 9个月以前发布,1430000.0,"13,257元/平",VR看装修 房本满两年 随时看房 
近地铁小区，南北通透，靓楼层通风采光好，业主诚意卖,汇港威华雅苑,朱村,3室2厅 ,105.66, 南 北 , 简装 ,31,2018, 塔楼,57, 4个月以前发布,1200000.0,"11,358元/平",近地铁 VR房源 房本满两年 随时看房 
蔷薇4房 南北对流 户型 绿化好,实地蔷薇国际,荔城西区,4室1厅 ,116.79, 南 , 其他 ,26,2019, 板楼,1,19,1640000.0,"14,043元/平",VR看装修 房本满两年 
凤岗地铁站  三房南向望花园  带车位 包增值税,碧桂园城市花园漫绿苑,朱村,3室2厅 ,95.39, 南 , 精装 ,24,2017, 板塔结合,15, 7个月以前发布,1650000.0,"17,298元/平",VR看装修 房本满两年 随时看房 
恒展江山时代 毛坯三房 南北通透 望花园  近地铁,恒展江山时代花园,朱村,3室2厅 ,108.88, 北 南 , 毛坯 ,25,2017, 板塔结合,1, 一年前发布,1750000.0,"16,073元/平",近地铁 VR看装修 房本满两年 随时看房 
恒大山水城。 精装三房 ，户型方正，小区封闭式管理。,恒大山水城,中新镇,3室2厅 ,91.99, 西北 , 精装 ,18,2011, 板塔结合,6, 7个月以前发布,1350000.0,"14,676元/平",VR看装修 房本满五年 随时看房 
金地公园上城2房89.16平方 望湖景,金地荔湖城公园上城,永和,2室2厅 ,89.16, 南 , 毛坯 ,26,2014, 板楼,30, 一年前发布,870000.0,"9,758元/平",VR看装修 房本满两年 随时看房 
地铁21号凤岗站精装3房2厅。。。,碧桂园城市花园漫绿苑,朱村,3室2厅 ,96.0, 南 , 简装 ,24,2018, 板塔结合,7, 7个月以前发布,1320000.0,"13,750元/平",VR看装修 房本满两年 随时看房 
满五唯一 南北对流高质别墅，大空间位置格局好,金地荔湖城公园上城,永和,5室3厅 ,364.35, 南 北 , 毛坯 ,3, 板楼 , 独栋别墅 ,32, 6个月以前发布,4880000.0,"13,394元/平",VR房源 房本满五年 随时看房 
业主包税 小区人车分流  肯德基麦当劳已入驻,西福蓝湾,朱村,3室2厅 ,97.86, 南 , 毛坯 ,25,2017, 板塔结合,14, 10个月以前发布,1330000.0,"13,591元/平",VR看装修 房本满两年 随时看房 
楼层好，视野宽阔，采光充足，配套设施齐全,金地荔湖城水立坊,永和,1室1厅 ,46.38, 西南 , 精装 ,33,2009, 塔楼,3, 1个月以前发布,480000.0,"10,350元/平",VR看装修 房本满两年 随时看房 
地铁盘，业主急卖，南北对流大户型,融创御园,朱村,4室2厅 ,117.61, 南 北 , 精装 ,29,2018, 塔楼,4, 2个月以前发布,1800000.0,"15,305元/平",近地铁 VR看装修 房本满两年 随时看房 
精致装修 保养好 交通便利 拎包入住,尚东阳光雅苑,沙村,2室1厅 ,49.66, 北 , 精装 ,4,2017, 塔楼,32, 一年前发布,900000.0,"18,124元/平",近地铁 VR看装修 房本满两年 随时看房 
凤岗地铁，央企质量，方正三房，环境居住氛围佳,中国铁建国际花园,朱村,3室2厅 ,80.08, 北 , 简装 ,25,2017, 塔楼,9, 2个月以前发布,1460000.0,"18,232元/平",VR看装修 房本满两年 随时看房 
小区环境好，物业好，管理好，楼房都挺不错自住可选,广州敏捷绿湖首府三期,石滩镇,3室1厅 ,84.02, 东北 , 精装 ,32,2018, 塔楼,1, 1个月以前发布,820000.0,"9,760元/平",VR房源 房本满两年 随时看房 
亚太新城亚太银座二期 2室2厅 南,亚太新城亚太银座二期,新塘北,2室2厅 ,78.83, 南 , 精装 ,17,2018, 塔楼,7, 5个月以前发布,1560000.0,"19,790元/平",近地铁 VR看装修 房本满两年 随时看房 
21号线凤岗站  业主急卖 包增值税 含车位 精装保养好,碧桂园城市花园漫绿苑,朱村,3室2厅 ,102.91, 南 , 精装 ,25,2017, 板塔结合,0, 1个月以前发布,1650000.0,"16,034元/平",VR看装修 房本满两年 随时看房 
此房户型方正，视野开阔，南北对流，通风好，带车位,碧桂园城市花园漫绿苑,朱村,3室2厅 ,93.82, 北 , 其他 ,24,2017, 板塔结合,1, 一年前发布,1410000.0,"15,029元/平",VR看装修 房本满两年 随时看房 
急卖  可包税 全屋全新的智能家具  地铁口三房,碧桂园城市花园漫绿苑,朱村,3室1厅 ,94.14, 北 , 精装 ,24,2017, 板塔结合,0, 1个月以前发布,1475000.0,"15,669元/平",VR房源 房本满两年 随时看房 
教育城板块，地铁21号线，复式精装1+2户型，看河景,保利中航城一期,朱村,3室2厅 ,95.4, 南 , 精装 ,13,2019, 板楼,29, 7个月以前发布,1620000.0,"16,982元/平",VR房源 房本满两年 随时看房 
21号线凤岗站 碧桂园南向三房  带车位,碧桂园城市花园漫绿苑,朱村,3室2厅 ,95.72, 南 , 精装 ,25,2018, 板塔结合,5, 2个月以前发布,1350000.0,"14,104元/平",VR看装修 房本满两年 随时看房 
地铁口物业，满五唯一，居住舒服 户型方正 格局好,东方名都,白江,1室2厅 ,50.0, 东 , 精装 ,17,2012, 塔楼,1, 1个月以前发布,1050000.0,"21,000元/平",近地铁 VR房源 房本满五年 随时看房 
满五唯一 地铁口精装一房一厅 拧包入住 中高楼层,惠百氏广场,白江,1室1厅 ,39.0, 东 , 精装 ,18,2012, 塔楼,24, 10个月以前发布,820000.0,"21,026元/平",近地铁 VR看装修 房本满五年 随时看房 
森林半岛私家定制2+1户型  全新保养 拎包入住,翡翠绿洲森林半岛,凤凰城,3室2厅 ,105.61, 东 , 精装 ,25,2011, 塔楼,34, 6个月以前发布,1650000.0,"15,624元/平",VR看装修 房本满两年 
地铁口，实用3房，成熟商圈，低税费。,现代城市花园,新塘北,3室2厅 ,108.03, 南 , 精装 ,18,2006, 塔楼,3, 1个月以前发布,1900000.0,"17,588元/平",近地铁 VR看装修 房本满五年 
凤馨苑 南向三房  过五年 位置安静  适合居住,碧桂园凤凰城凤馨苑,凤凰城,3室1厅 ,100.37, 南 , 精装 ,18,2002, 塔楼,12, 5个月以前发布,1700000.0,"16,938元/平",VR看装修 房本满五年 
黄埔旁　海伦堡花园　半岛安静大三房　厅大房大　,广州海伦堡,沙村,3室2厅 ,106.82, 东北 , 精装 ,12,2008, 塔楼,1, 7个月以前发布,1620000.0,"15,166元/平",VR看装修 房本满五年 
方正户型小三房，中高层采光好，过五年,力诚凯怡湾,新塘南,3室1厅 ,78.5, 北 , 精装 ,31,2013, 板楼,8, 5个月以前发布,1220000.0,"15,542元/平",VR看装修 房本满五年 
白江地铁口，南向小两房，装修保养好,新都盛世名门宏城汇,白江,2室1厅 ,76.72, 南 , 精装 ,21,2012, 塔楼,23, 2个月以前发布,1340000.0,"17,467元/平",近地铁 VR房源 房本满两年 
湖绣苑、精装三房、南北对流、高层望花园、安静舒适,翡翠绿洲湖绣苑,凤凰城,3室2厅 ,104.26, 南 北 , 精装 ,25,2011, 塔楼,6, 6个月以前发布,2020000.0,"19,375元/平",VR看装修 房本满五年 
精装三房、楼层好、安静舒适、鸟语花香、满五唯一,碧桂园凤凰城凤仪苑,凤凰城,3室1厅 ,91.15, 西南 , 精装 ,6,2002, 塔楼,1, 1个月以前发布,1400000.0,"15,360元/平",VR房源 房本满五年 
方正四房带主套，装修保养好望花园,锦绣新天地,新塘南,4室1厅 ,156.7, 北 , 精装 ,26,2012, 塔楼,5, 5个月以前发布,2180000.0,"13,912元/平",VR房源 房本满五年 
时代倾城(增城区) 5室2厅 北,时代倾城(增城区),荔城增江,5室2厅 ,97.15, 北 , 简装 ,26,2011, 塔楼,4, 3个月以前发布,1290000.0,"13,279元/平",VR看装修 房本满五年 
万象苑，东南向，精装三房，业主诚心出,新塘新世界花园万象苑,沙村,3室2厅 ,95.64, 东南 , 精装 ,18,2012, 塔楼,28, 2个月以前发布,2050000.0,"21,435元/平",近地铁 VR看装修 房本满五年 
锦绣新天地，精装三房，过5年，看房提前约，业主急卖,锦绣新天地,新塘南,3室1厅 ,110.14, 北 , 精装 ,15,2010, 塔楼,0, 1个月以前发布,1600000.0,"14,527元/平",VR看装修 房本满五年 
正规两房，业主诚心卖房。可以沟通,美业阁,新塘北,2室1厅 ,60.0, 南 , 简装 ,7,1999, 塔楼,20, 3个月以前发布,840000.0,"14,000元/平",近地铁 VR看装修 房本满两年 
业主急卖！装修保养很好，户型方正，南北对流采光好,锦绣新天地,新塘南,3室2厅 ,129.78, 南 , 精装 ,24,2009, 塔楼,12, 3个月以前发布,2100000.0,"16,182元/平",VR看装修 房本满五年 
满五年，精装修可拎包入住，位置好，前后花园视野佳,尚东阳光雅苑,沙村,3室2厅 ,107.76, 南 北 , 精装 ,30,2016, 塔楼,73, 5个月以前发布,2300000.0,"21,344元/平",VR看装修 房本满五年 
装修保养好 满五税费少 带家电家私出手 拎包入住,汇东国际花园,白江,2室2厅 ,89.27, 南 , 精装 ,28,2016, 塔楼,105, 一年前发布,1630000.0,"18,260元/平",VR看装修 房本满五年 
满五无抵押，近地铁绿化高，中间楼层视野好，配套齐全,新塘新世界花园嘉华苑,沙村,2室2厅 ,75.0, 南 , 精装 ,6,2002, 塔楼,2, 1个月以前发布,1230000.0,"16,400元/平",近地铁 VR房源 房本满五年 
装修好，户型方正，采光好，通透，业主诚心*卖,碧桂园凤凰城凤天苑,凤凰城,3室1厅 ,105.97, 南 北 , 其他 ,24,2002, 塔楼,3, 一年前发布,1750000.0,"16,515元/平",VR看装修 房本满两年 
新塘站800米 正规中低楼层 业主急出,富雅名居,新塘北,2室1厅 ,86.42, 北 , 简装 ,8,2003, 塔楼,44, 6个月以前发布,1100000.0,"12,729元/平",VR房源 房本满五年 
尚东阳光正规四房，近地铁，中间楼层看房方便,尚东阳光雅苑,沙村,4室1厅 ,108.46, 南 北 , 精装 ,32,2016, 塔楼,20, 5个月以前发布,2000000.0,"18,440元/平",VR房源 房本满两年 
