西门口版块 中层精装三房 东南朝向 拎包入住,光复北路,龙津,3室1厅 ,73.38, 东 南 , 精装 ,10,1995, 板楼,0,5,2300000.0,"31,344元/平",VR看装修 房本满两年 随时看房 
新世界逸彩庭院、东南向复式四房,新世界逸彩庭园,滘口,4室2厅 ,149.19, 西北 , 精装 ,7,2007, 板楼,17, 一年前发布,6670000.0,"44,709元/平",近地铁 VR房源 房本满五年 随时看房 
周门西街 低层 实用两房 交通便利,周门小区周门西街,周门,2室1厅 ,50.2, 西南 , 毛坯 ,8,1998, 塔楼,0,17,2100000.0,"41,833元/平",近地铁 VR看装修 房本满五年 随时看房 
和平南小区，电梯平层。广雅无占用，交通便利。,和平南小区,西场,2室1厅 ,58.72, 北 , 简装 ,9,1990, 塔楼,0,15,2250000.0,"38,318元/平",近地铁 VR看装修 房本满两年 随时看房 
彩虹桥地铁上 西华苑电梯中高层精装一房 随时可看,西华苑,西华路,1室1厅 ,25.64, 东北 , 精装 ,21,2002, 板楼,0,4,1280000.0,"49,922元/平",近地铁 VR房源 房本满两年 随时看房 
辉洋苑原装电梯高层 省级西外  荔湾湖旁 东南向三房,辉洋苑,黄沙,3室1厅 ,122.4, 东南 , 精装 ,31,2001, 塔楼,0,12,5350000.0,"43,710元/平",近地铁 VR房源 房本满两年 随时看房 
装修保养新 康有为 精装修保养新,洞企石路,芳村,1室1厅 ,48.38, 东南 , 精装 ,9,1995, 塔楼,0,10,1260000.0,"26,044元/平",VR房源 房本满五年 随时看房 
电梯三房 装修保养新 采光好 交通便利,远大芳华都汇,西朗,3室2厅 ,113.45, 南 , 精装 ,28,2010, 塔楼,0, 1个月以前发布,3000000.0,"26,444元/平",房本满两年 
5期正南向中高层，南北对流，采光通风四房,珠岛花园,大坦沙,4室2厅 ,129.44, 南 , 其他 ,23,1999, 塔楼,0,15,5380000.0,"41,564元/平",近地铁 VR看装修 房本满五年 
岭南湾畔 2室1厅 东南,岭南湾畔,西村,2室1厅 ,83.0, 东南 , 其他 ,32,2010, 塔楼,0,16,5100000.0,"61,446元/平",近地铁 VR看装修 房本满五年 
花地河湾 5室1厅 南,花地河湾,西朗,5室1厅 ,76.5, 南 , 其他 ,22,2009, 塔楼,0,12,3100000.0,"40,523元/平",VR看装修 房本满五年 
景晖苑(荔湾区) 3室2厅 东南,景晖苑(荔湾区),鹤洞,3室2厅 ,80.35, 东南 , 精装 ,9,1997, 塔楼,0,13,2280000.0,"28,376元/平",VR房源 房本满五年 
邦华一期精装68方复式南向单位.,邦华星际广场一期,龙溪,2室1厅 ,68.0, 南 , 其他 ,22,2015, 塔楼,7, 一年前发布,1580000.0,"23,236元/平",房本满五年 随时看房 
广钢鹤平小区 满五年 户型方正 配套设施齐全 交通便利,广钢鹤平小区,鹤洞,2室1厅 ,53.51, 东南 , 简装 ,6,1997, 板楼,6, 3个月以前发布,1380000.0,"25,790元/平",VR看装修 房本满五年 随时看房 
福盛花苑 1室1厅 西南,福盛花苑,广钢新城,1室1厅 ,46.13, 西南 , 简装 ,7,1998, 塔楼,0,22,1330000.0,"28,832元/平",近地铁 VR看装修 房本满两年 随时看房 
万兴苑（荔湾） 1室1厅 东北,万兴苑（荔湾）,滘口,1室1厅 ,59.56, 东北 , 其他 ,9,2000, 板塔结合,0,30,1030000.0,"17,294元/平",近地铁 VR看装修 房本满五年 随时看房 
该物业产权清晰，通风采光好 ，过二，明年4月过五年,西关海,南岸路,3室1厅 ,97.56, 东 , 精装 ,28,2012, 塔楼,1,26,7500000.0,"76,876元/平",近地铁 VR看装修 房本满两年 随时看房 
珠岛花园 精致靓向 实用两房 买一层有两层 有匙睇楼,珠岛花园,大坦沙,3室1厅 ,70.48, 东 , 精装 ,17,1995, 板塔结合,0,19,2600000.0,"36,890元/平",VR看装修 房本满五年 随时看房 
对流通透，采光好；户型方正实用 电梯正在协商中,人民中路,龙津,3室1厅 ,79.64, 东南 , 其他 ,9,1998, 塔楼,0,22,2380000.0,"29,885元/平",VR房源 房本满两年 随时看房 
富力新居 全新装修一楼光线好 带大片花园可种花种菜,富力新居,南岸路,2室1厅 ,68.03, 北 , 精装 ,9,1996, 塔楼,0,25,2300000.0,"33,809元/平",VR看装修 房本满两年 随时看房 
和平南小区，5号线西场地铁，采光好，交通便利。,和平南小区,西场,1室1厅 ,40.0, 南 , 简装 ,9,1990, 塔楼,0,21,1370000.0,"34,250元/平",近地铁 VR看装修 房本满五年 随时看房 
西城都荟 黄沙地铁一号线 南站新街小区 加装电梯在用,黄沙大道,黄沙,3室2厅 ,51.92, 东南 南 西 , 其他 ,9,1994, 塔楼,0,24,1920000.0,"36,980元/平",近地铁 VR看装修 房本满五年 随时看房 
芬芳街  南向楼层好，视野宽阔，采光充足 配套成熟,芬芳小区,汾水,1室1厅 ,46.92, 南 , 简装 ,9,1996, 塔楼,0,21,1200000.0,"25,576元/平",VR看装修 房本满五年 随时看房 
广钢观鹤小区 2室1厅 南,广钢观鹤小区,广钢新城,2室1厅 ,68.3, 南 , 其他 ,8,1997, 塔楼,0,19,2000000.0,"29,283元/平",VR房源 房本满两年 随时看房 
合兴苑 2室1厅 东南,合兴苑,花地湾,2室1厅 ,70.67, 东南 , 其他 ,9,1997, 板楼,0, 1个月以前发布,2480000.0,"35,093元/平",近地铁 VR房源 房本满五年 
华发荔湾荟 2室1厅 东南,华发荔湾荟,滘口,2室1厅 ,77.26, 东南 , 精装 ,20,2017, 塔楼,0, 1个月以前发布,3600000.0,"46,596元/平",VR房源 房本满两年 
电梯房，户型方正，采光通风好，望花园安静不吵,芳园居教师新村,坑口,3室2厅 ,89.04, 东南 西南 , 其他 ,9,1998, 塔楼,0,28,2800000.0,"31,447元/平",VR看装修 房本满五年 
柏悦湾 中层三房 东向望江 光线好 装修保养新,万科柏悦湾,大坦沙,3室1厅 ,96.04, 东南 , 其他 ,34,2010, 塔楼,0, 1个月以前发布,4900000.0,"51,021元/平",近地铁 VR看装修 房本满五年 
荔枝湾旁方正两房，加装电梯已签名  中高层 视野通透,湖景阁,黄沙,2室1厅 ,54.35, 东 , 简装 ,9,1997, 塔楼,1,28,2050000.0,"37,719元/平",近地铁 VR看装修 房本满五年 随时看房 
外阳台实用两房，少有户型，采光通风好，2梯4户。,芳村花园,坑口,2室2厅 ,83.39, 东 , 简装 ,18,1999, 塔楼,2,24,3100000.0,"37,175元/平",VR看装修 房本满五年 随时看房 
蓬莱花园 3室2厅 东南,蓬莱花园,芳村,3室2厅 ,111.39, 东南 , 其他 ,9,2001, 塔楼,0,19,3450000.0,"30,973元/平",VR看装修 房本满五年 随时看房 
新世界逸彩庭园 3室1厅 东南,新世界逸彩庭园,滘口,3室1厅 ,103.96, 东南 , 精装 ,20,2007, 塔楼,1,26,4500000.0,"43,286元/平",近地铁 VR看装修 房本满五年 随时看房 
环市西路 3室2厅 北,环市西路,流花站前,3室2厅 ,112.54, 北 , 其他 ,9,1980, 板楼,0,27,3700000.0,"32,878元/平",近地铁 房本满五年 随时看房 
文安花苑 3室1厅 东南,文安花苑,滘口,3室1厅 ,74.86, 东南 , 其他 ,9,1996, 塔楼,0,19,1750000.0,"23,377元/平",近地铁 VR房源 房本满五年 随时看房 
对流采光好 满五年 诚意出让  配套齐全,芬芳小区,汾水,2室1厅 ,78.02, 南 , 其他 ,9,1996, 塔楼,0,17,2030000.0,"26,019元/平",VR看装修 房本满五年 随时看房 
中层单位间隔实用大三房两厅，楼下设有绿化带环境,丽安大厦,周门,3室1厅 ,92.6, 东 , 其他 ,20,1995, 塔楼,0,25,3480000.0,"37,581元/平",VR房源 房本满五年 随时看房 
西华苑 彩虹地铁站 满五唯一 花园小区管理,西华苑,西华路,3室1厅 ,87.11, 西南 西 , 简装 ,21,2002, 塔楼,1,25,4180000.0,"47,986元/平",近地铁 VR看装修 房本满五年 随时看房 
花地河湾 5室2厅 南 西南,花地河湾,西朗,5室2厅 ,76.55, 南 西南 , 其他 ,22,2009, 塔楼,1,28,3000000.0,"39,191元/平",VR看装修 房本满五年 随时看房 
三房两卫 中楼层 采光通风好 满五年唯一,福盛花苑,广钢新城,3室1厅 ,78.8, 东南 南 , 其他 ,7,1998, 塔楼,2,21,2200000.0,"27,919元/平",近地铁 VR房源 房本满五年 随时看房 
东南向单边位置 1号线房村地铁 350米 省级教育机构,丽和华庭,茶滘,2室1厅 ,79.27, 东南 南 , 精装 ,17,2011, 塔楼,0,29,3280000.0,"41,378元/平",近地铁 VR房源 房本满五年 随时看房 
过五，双地铁沿线，原装电梯三房，看花园东向不吵户型,金道花园,鹤洞,3室1厅 ,102.17, 北 , 简装 ,22,2000, 塔楼,2,19,2750000.0,"26,916元/平",近地铁 VR看装修 房本满五年 随时看房 
过五，双地铁沿线，原装电梯三房，看花园南向不吵户型,金道花园,鹤洞,3室2厅 ,104.21, 东南 , 精装 ,22,2000, 塔楼,3,19,3020000.0,"28,980元/平",近地铁 VR看装修 房本满五年 随时看房 
【近沙面】【新电梯大三房】【双地铁】,西关大厦,人民路,3室2厅 ,111.09, 南 , 精装 ,20,1989, 塔楼,2,22,3180000.0,"28,626元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五年，产权清晰，户型方正，东南向望江。,珠岛花园,大坦沙,4室2厅 ,134.98, 东 东南 , 其他 ,17,1995, 板塔结合,10, 9个月以前发布,5400000.0,"40,006元/平",VR房源 房本满五年 随时看房 
东南靓向  证够5年  中层单位   通风采光好,金兰苑,汾水,3室2厅 ,117.87, 东南 , 简装 ,22,2001, 塔楼,0,17,3800000.0,"32,239元/平",VR房源 房本满五年 
新世界凯粤湾 户型方正 高层望江无遮挡,新世界凯粤湾,滘口,2室2厅 ,80.41, 北 , 精装 ,33,2022, 塔楼,0,11,4480000.0,"55,715元/平",VR看装修 房本满两年 
凯粤湾望江小三房，南北对流，采光通风良好。,新世界凯粤湾,滘口,3室1厅 ,91.85, 东北 , 其他 ,33,2012, 塔楼,0,11,4500000.0,"48,993元/平",近地铁 VR看装修 房本满五年 
大型成熟社区 南北对流 高层两房 采光充足 花地湾地铁,合兴苑,花地湾,2室2厅 ,72.34, 东南 , 精装 ,9,1997, 板楼,1,14,1750000.0,"24,192元/平",近地铁 VR房源 房本满五年 
急出！公积金来！条形砖外墙 有位加电梯 天台花园可用,文昌南路,西关,2室2厅 ,69.45, 南 , 精装 ,9,2000, 塔楼,1,12,1650000.0,"23,759元/平",VR看装修 房本满五年 
新世界凯粤湾 满五年 南北对流 采光好,新世界凯粤湾,滘口,3室1厅 ,91.85, 西南 , 精装 ,33,2012, 塔楼,0,15,4550000.0,"49,538元/平",近地铁 VR房源 房本满五年 
花语水岸 高层3房2卫 望花园 5/6号双线坦尾地铁站,花语水岸,大坦沙,3室2厅 ,106.32, 东北 , 其他 ,26,2015, 塔楼,0,12,6000000.0,"56,434元/平",近地铁 VR看装修 房本满五年 
新世界凯粤湾 满五 中高层望珠江 视野开阔日照采光好,新世界凯粤湾,滘口,2室2厅 ,87.97, 东北 , 精装 ,33,2015, 塔楼,0,14,4320000.0,"49,108元/平",近地铁 VR看装修 房本满五年 
保利公园九里 4室2厅 南 北,保利公园九里,龙溪,4室2厅 ,142.79, 南 北 , 其他 ,38,2014, 塔楼,0,10,6150000.0,"43,071元/平",VR房源 房本满五年 
电梯高层三房 视野宽广 采光充足  封闭小区管理,芳园居教师新村,坑口,3室2厅 ,87.94, 西北 , 其他 ,25,1998, 塔楼,0,15,2500000.0,"28,429元/平",VR看装修 房本满两年 
省级合兴苑 私家平台花园  二房二厅 实用率其高,茶滘新村,茶滘,3室1厅 ,64.22, 东 东南 , 精装 ,8,1985, 塔楼,0,4,2180000.0,"33,946元/平",近地铁 VR房源 房本满五年 
满五唯一 实用三房 采光充足 通风良好 封闭小区管理,芳园居教师新村,坑口,3室2厅 ,83.62, 南 北 , 其他 ,9,1998, 塔楼,0,13,2250000.0,"26,908元/平",VR看装修 房本满五年 
保利塞纳维拉 精致三房 独门独户 视野开阔无遮挡,保利塞纳维拉,龙溪,3室2厅 ,93.74, 北 , 精装 ,18,2015, 板楼,0,16,3080000.0,"32,857元/平",VR看装修 房本满五年 
5房复式 花地河湾 满五房源 采光好高楼层,花地河湾,西朗,5室2厅 ,83.0, 南 北 , 简装 ,22,2009, 塔楼,0,10,3180000.0,"38,314元/平",VR看装修 房本满五年 
5号线8号线地铁 户型漂亮 房间对流 配套齐全 采光好,西湾东路,西村,3室1厅 ,73.33, 南 , 其他 ,8,1980, 塔楼,0,11,2200000.0,"30,002元/平",近地铁 VR看装修 房本满五年 
生活配套十分方便.被多个大型小区围绕，近江边,保利公园九里,龙溪,2室1厅 ,80.09, 南 , 其他 ,32,2014, 塔楼,0,11,3200000.0,"39,956元/平",VR看装修 房本满五年 
方正三房，全明房，采光通风好，中楼层，楼楼新净,富力新居,南岸路,3室1厅 ,76.37, 东南 , 简装 ,9,1993, 塔楼,2,9,2680000.0,"35,093元/平",VR看装修 房本满五年 
路劲隽泷湾 2室1厅 东南,路劲隽泷湾,龙溪,2室1厅 ,79.15, 东南 , 其他 ,18,2013, 塔楼,0,9,3280000.0,"41,441元/平",VR房源 房本满两年 
怡芳苑 3室2厅 东南,怡芳苑,花地湾,3室2厅 ,92.5, 东南 , 精装 ,9,1998, 塔楼,0,12,3650000.0,"39,460元/平",近地铁 VR看装修 房本满五年 
金湾明珠 2室1厅 西南 西,金湾明珠,大坦沙,2室1厅 ,72.7, 西南 西 , 精装 ,40,2018, 塔楼,0,2,3580000.0,"49,244元/平",近地铁 VR房源 房本满两年 
房子过五唯一 格局方正 通风采光好！,芳村大道西,滘口,2室1厅 ,57.08, 北 , 其他 ,9,1988, 塔楼,0,9,1200000.0,"21,024元/平",近地铁 VR看装修 房本满五年 
原装电梯 满5唯一 中层单位 通风采光,金兰苑,汾水,3室1厅 ,87.33, 东 南 北 , 精装 ,22,2001, 塔楼,0,12,2380000.0,"27,253元/平",VR看装修 房本满五年 
房产证满五年 南向三房 都有窗 南北通 光线好,文昌雅居,龙津,3室1厅 ,80.25, 南 , 其他 ,32,2005, 塔楼,0,14,4200000.0,"52,337元/平",VR看装修 房本满五年 
港丰大厦，彩虹桥地铁站，东南三房,港丰大厦,西华路,3室2厅 ,96.0, 东南 , 其他 ,19,2005, 塔楼,0,9,4320000.0,"45,000元/平",近地铁 VR看装修 房本满五年 
荔湾区政府旁 电梯2房 出行便利 户型实用 标的不高,芳村大道西,滘口,2室1厅 ,45.69, 南 西 , 其他 ,9,1988, 塔楼,0,6,1380000.0,"30,204元/平",VR看装修 房本满两年 
证够5年  唯一物业  配套完善  交通便利,金兰苑,汾水,2室2厅 ,87.32, 东北 , 简装 ,22,2001, 塔楼,0,15,2550000.0,"29,203元/平",近地铁 VR看装修 房本满五年 
电梯方正三房 户型通透  楼下地铁站 带天台花园,沙涌新村,鹤洞,3室1厅 ,63.24, 东南 , 其他 ,7,1995, 塔楼,2,10,1920000.0,"30,361元/平",近地铁 VR房源 房本满五年 
金道花园 2室1厅 东南,金道花园,鹤洞,2室1厅 ,59.65, 东南 , 其他 ,9,2000, 塔楼,0,5,1850000.0,"31,015元/平",近地铁 VR看装修 房本满五年 
金鹤苑 2室2厅 西北,金鹤苑,西朗,2室2厅 ,76.52, 西北 , 其他 ,7,2000, 板楼,0,8,1930000.0,"25,223元/平",VR看装修 房本满五年 
电梯在用，高层非顶层，视野开阔，配套齐全,光复北路,龙津,4室2厅 ,107.65, 南 北 , 简装 ,9,1988, 塔楼,0,9,4800000.0,"44,589元/平",VR看装修 房本满五年 
芬芳小区 证够5年 唯一 中层精装3房 望花园安静,芬芳小区,汾水,3室1厅 ,61.49, 北 , 精装 ,9,1996, 塔楼,0,9,1720000.0,"27,973元/平",VR看装修 房本满五年 
荔港南湾 3室1厅 西南,荔港南湾,南岸路,3室1厅 ,102.0, 西南 , 精装 ,34,2008, 塔楼,0,3,5000000.0,"49,020元/平",近地铁 VR房源 房本满五年 
华福必看电梯三房 保养好户型好 诚意放卖诚邀品鉴,华福大厦,龙津,3室1厅 ,102.0, 北 , 精装 ,28,2002, 塔楼,0,5,4800000.0,"47,059元/平",近地铁 VR看装修 房本满两年 
彩虹桥地铁步行93米就到 高层电梯 望流花湖,彩虹大厦,西华路,2室2厅 ,78.0, 东南 , 其他 ,18,1995, 塔楼,0,8,3276000.0,"42,000元/平",近地铁 VR看装修 房本满五年 
满五，中楼层，通风采光好，视野开阔  户型方正,珠岛花园,大坦沙,2室1厅 ,81.0, 南 , 简装 ,17,1995, 板塔结合,0,10,3280000.0,"40,494元/平",VR看装修 房本满五年 
南岸路空中花园小区中高楼层南向四房,荔港南湾H区,南岸路,4室2厅 ,139.43, 南 , 精装 ,28,2008, 塔楼,0,4,6300000.0,"45,184元/平",近地铁 VR房源 房本满五年 
恒宝华庭 西南高层望江两房 满五年唯一物业 花园小区,恒宝华庭,西关,2室2厅 ,67.13, 西南 , 简装 ,31,2000, 塔楼,0,12,3700000.0,"55,117元/平",VR房源 房本满五年 
坑口小户型，南北户型，通风采光良好,芳村花园,坑口,2室2厅 ,83.85, 北 , 其他 ,32,1999, 塔楼,2,13,2880000.0,"34,348元/平",近地铁 VR看装修 房本满两年 
满五唯一，南向望小区花园，楼下省芳小,恒利翠竹苑,鹤洞,4室2厅 ,131.18, 南 , 其他 ,30,2007, 塔楼,6, 9个月以前发布,7000000.0,"53,362元/平",近地铁 VR看装修 房本满五年 
中高楼层通风采光好，近长寿路地铁,贵贤上品,龙津,1室1厅 ,44.7, 东 东北 , 简装 ,35,2013, 塔楼,0,9,850000.0,"19,016元/平",近地铁 房本满五年 随时看房 
邦华星际一期 配套成熟 户型很好 交通方便 复式单位,邦华星际广场一期,龙溪,2室2厅 ,66.54, 北 , 精装 ,22,2015, 塔楼,6, 一年前发布,1550000.0,"23,295元/平",房本满五年 
精装 实用两房 采光充足  证过五年唯一,塞坝路,滘口,2室1厅 ,52.91, 南 北 , 其他 ,9,1991, 塔楼,0, 1个月以前发布,1380000.0,"26,083元/平",VR看装修 房本满五年 随时看房 
珠岛花园 2室1厅 东,珠岛花园,大坦沙,2室1厅 ,62.27, 东 , 其他 ,9,1995, 板塔结合,0,7,2000000.0,"32,119元/平",VR房源 房本满两年 随时看房 
户型方正 标准两房 ；环境安静舒适；楼层好；景观正,金宇花园,东塱,2室2厅 ,57.94, 东南 , 精装 ,9,2000, 塔楼,0,9,1650000.0,"28,478元/平",VR房源 房本满五年 
富凯星堤小区  南向  采光视野好,富凯星堤,东塱,2室1厅 ,55.96, 北 东北 , 精装 ,20,2015, 塔楼,6, 一年前发布,1300000.0,"23,231元/平",房本满两年 随时看房 
海上传奇 近地钱450米 精致装修,万科海上传奇,芳村,2室2厅 ,50.34, 南 , 其他 ,17,2016, 板塔结合,1, 4个月以前发布,2050000.0,"40,724元/平",近地铁 房本满两年 随时看房 
园景大三房 近地铁 次新房 南北对流 采光充足,元邦明月水岸,西朗,3室2厅 ,129.77, 南 , 精装 ,30,2015, 塔楼,39, 一年前发布,4800000.0,"36,989元/平",近地铁 VR看装修 房本满两年 随时看房 
站前横路电梯3房，格局方正。东南向全明屋,站前横路,流花站前,3室1厅 ,93.36, 东 , 简装 ,8,1980, 塔楼,0,16,2980000.0,"31,920元/平",VR房源 房本满五年 
龙津大厦 原装电梯 中层 产权清晰 过五年 唯一,龙津大厦,龙津,3室2厅 ,105.23, 东北 , 其他 ,32,1997, 塔楼,1,18,4500000.0,"42,764元/平",近地铁 VR看装修 房本满五年 
岭南湾畔 3室1厅 东南,岭南湾畔,西村,3室1厅 ,93.05, 东南 , 其他 ,32,2010, 塔楼,0,16,5800000.0,"62,333元/平",近地铁 VR看装修 房本满五年 
