南北通透双阳台！一线瞰湖！看房方便,南沙奥园,南沙湾,3室1厅 ,134.16, 南 北 , 精装 ,11,2012, 塔楼,0,5,2050000.0,"15,281元/平",VR房源 房本满两年 随时看房 
时代南湾 看山看海 大四房诚心放卖,时代南湾,南沙港,4室2厅 ,140.81, 东北 , 精装 ,32,2013, 板塔结合,0, 一年前发布,3920000.0,"27,839元/平",VR看装修 房本满五年 随时看房 
星河物业，低密度舒适社区，刚需三房,南沙湾东苑,南沙港,3室2厅 ,89.14, 西北 , 毛坯 ,29,2017, 板塔结合,18, 一年前发布,2650000.0,"29,729元/平",VR看装修 房本满两年 随时看房 
南沙奥园  生态大盘  户型方正  朝向好  采光好,南沙奥园,南沙湾,3室2厅 ,132.7, 南 , 其他 ,9,2012, 塔楼,2, 一年前发布,2650000.0,"19,970元/平",VR看装修 房本满五年 随时看房 
碧桂园天玺湾，满五唯一 南向三房，中楼层,碧桂园天玺湾,进港大道,3室2厅 ,102.0, 南 , 其他 ,18,2014, 板塔结合,3, 9个月以前发布,2900000.0,"28,432元/平",VR房源 房本满五年 随时看房 
南向大三房，看蕉门河，近地铁，近*达。,越秀滨海悦城,金洲,3室2厅 ,118.85, 南 , 毛坯 ,27,2013, 塔楼,1, 一年前发布,4300000.0,"36,181元/平",VR看装修 房本满两年 随时看房 
海力花园满五3房精装修保养好 业主诚心放卖,海力花园,进港大道,3室2厅 ,111.33, 北 南 , 精装 ,11,2012, 塔楼,128, 一年前发布,2300000.0,"20,660元/平",VR看装修 房本满五年 随时看房 
地铁口华师旁优山悦海南向大三房 户型方正适用,优山悦海,南沙港,3室2厅 ,129.59, 东南 南 , 毛坯 ,18,2013, 塔楼,3, 6个月以前发布,2820000.0,"21,761元/平",近地铁 VR看装修 房本满五年 随时看房 
时代南湾优质小三房户型方正采光好,时代南湾,南沙港,3室2厅 ,96.26, 南 , 精装 ,32,2012, 板塔结合,55, 一年前发布,2580000.0,"26,803元/平",VR看装修 房本满五年 随时看房 
优山悦海，毛胚自行设计装修.看房方便.配套完善,优山悦海,南沙港,3室2厅 ,118.99, 南 北 , 其他 ,18,2013, 塔楼,7, 6个月以前发布,2730000.0,"22,944元/平",近地铁 VR看装修 房本满两年 随时看房 
南沙晴海岸，南向单位，房子通风采光好,晴海岸,南沙湾,2室1厅 ,75.09, 西南 , 精装 ,26,2015, 塔楼,16, 10个月以前发布,1800000.0,"23,972元/平",近地铁 VR房源 房本满两年 随时看房 
南北对流带车位出*，可按自己喜欢的装修风格设计,凯德新玥,榄核镇,3室2厅 ,93.31, 南 , 毛坯 ,32,2015, 塔楼,8, 一年前发布,1650000.0,"17,683元/平",VR看装修 房本满五年 随时看房 
心意华庭 业主诚意出* 毛坯可议*,南沙心意华庭,金洲,3室2厅 ,119.73, 南 , 毛坯 ,11,2015, 板塔结合,54, 一年前发布,2250000.0,"18,793元/平",近地铁 VR看装修 房本满两年 随时看房 
碧桂园天玺湾 3室1厅 西南,碧桂园天玺湾,进港大道,3室1厅 ,78.29, 西南 , 其他 ,18,2014, 塔楼,0, 2个月以前发布,2260000.0,"28,868元/平",VR房源 房本满两年 随时看房 
时代南湾 4室1厅 西南 东北,时代南湾,南沙港,4室1厅 ,145.52, 西南 东北 , 精装 ,24,2012, 板塔结合,9, 3个月以前发布,3300000.0,"22,678元/平",VR房源 房本满五年 随时看房 
南向3房，保养新，采光好包车位，业主急.急.急.卖,碧桂园天玺湾,进港大道,3室2厅 ,93.0, 南 , 精装 ,30,2014, 板塔结合,1, 5个月以前发布,2650000.0,"28,495元/平",VR房源 房本满两年 随时看房 
南沙湾东苑 4室2厅 南 北,南沙湾东苑,南沙港,4室2厅 ,137.49, 南 北 , 毛坯 ,26,2011, 板塔结合,3, 6个月以前发布,4200000.0,"30,548元/平",VR看装修 房本满两年 随时看房 
对流采光通风佳，望小区园林，湖景，舒适度高 满五,时代南湾,南沙港,4室2厅 ,147.86, 南 北 , 精装 ,32,2012, 板塔结合,9, 6个月以前发布,3700000.0,"25,024元/平",VR看装修 房本满五年 随时看房 
碧桂园天玺湾看湖方正大三房，看小区花园,碧桂园天玺湾,进港大道,3室1厅 ,117.41, 北 东北 , 简装 ,17,2014, 板塔结合,4, 4个月以前发布,2800000.0,"23,849元/平",VR房源 房本满两年 随时看房 
优山悦海 3室2厅 南,优山悦海,南沙港,3室2厅 ,121.45, 南 , 其他 ,18,2013, 塔楼,0, 4个月以前发布,3110000.0,"25,608元/平",近地铁 VR看装修 房本满五年 随时看房 
满五年，精装修保养靓，诚心挂牌,南沙碧桂园,金洲,3室2厅 ,108.97, 东北 , 精装 ,11,2007, 板塔结合,1, 2个月以前发布,1960000.0,"17,987元/平",VR房源 房本满五年 随时看房 
急 急 急  南沙金茂湾 大三房 3室2卫 东南向,南沙金茂湾,明珠湾,3室1厅 ,123.64, 南 , 毛坯 ,25,2017, 塔楼,4, 9个月以前发布,4100000.0,"33,161元/平",VR看装修 房本满两年 随时看房 
创鸿嘉园高层南向三房两卫近金洲地铁南北对流,创鸿嘉园,金洲,3室2厅 ,119.8, 南 北 , 毛坯 ,31,2013, 塔楼,2, 7个月以前发布,3000000.0,"25,042元/平",VR看装修 房本满五年 随时看房 
儿童公园旁阳光城丽景湾南北通透双阳台大三居,阳光城丽景湾,进港大道,3室2厅 ,131.27, 南 北 , 其他 ,30,2017, 塔楼,0, 10个月以前发布,3300000.0,"25,140元/平",VR看装修 房本满两年 随时看房 
广晟海韵兰庭 三房两卫 户型方正,广晟海韵兰庭,进港大道,3室1厅 ,140.88, 南 北 , 毛坯 ,18,2012, 塔楼,4, 一年前发布,2700000.0,"19,166元/平",VR房源 房本满两年 随时看房 
与灵山岛CBD一桥之隔，南沙的门面担当,南沙金茂湾,明珠湾,3室2厅 ,123.95, 东南 , 毛坯 ,32,2016, 塔楼,12, 10个月以前发布,4680000.0,"37,758元/平",VR房源 房本满两年 随时看房 
正南向小三房  中高层森林公园景观 执信旁大入户花园,碧桂园天玺湾,进港大道,3室2厅 ,83.0, 西南 , 精装 ,18,2014, 塔楼,6, 一年前发布,2460000.0,"29,639元/平",VR房源 房本满五年 随时看房 
业主软装漂亮.没入住过.真正拎包入住的次新房,碧桂园蜜柚,进港大道,3室2厅 ,85.39, 北 , 精装 ,26,2018, 塔楼,9, 7个月以前发布,2130000.0,"24,945元/平",VR看装修 房本满两年 随时看房 
金茂湾南北对流大平层，南向望江无遮挡，户型通透,南沙金茂湾,明珠湾,5室2厅 ,245.09, 东南 , 其他 ,30,2017, 板楼,7, 6个月以前发布,9500000.0,"38,762元/平",VR房源 房本满两年 随时看房 
星河盛世 高楼层 三房两卫 免增值税,星河盛世,进港大道,3室2厅 ,106.42, 北 南 , 精装 ,25,2015, 塔楼,8, 7个月以前发布,2860000.0,"26,875元/平",VR看装修 房本满五年 随时看房 
满五年 税费低 看湖看海  随时可看,碧桂园天玺湾,进港大道,3室2厅 ,93.27, 南 , 其他 ,26,2014, 板塔结合,0, 1个月以前发布,2600000.0,"27,877元/平",VR房源 房本满五年 随时看房 
金洲 大三房 精装修 平台280方 随时看房,珠光南沙御景,金洲,3室1厅 ,110.14, 北 , 精装 ,18,2012, 板塔结合,108, 一年前发布,2690000.0,"24,424元/平",VR房源 房本满两年 随时看房 
此房满五，楼层好，采光充足，配备齐全，交通便利。,广晟海韵兰庭,进港大道,3室1厅 ,136.95, 南 , 毛坯 ,18,2012, 塔楼,2, 7个月以前发布,2600000.0,"18,986元/平",VR房源 房本满五年 随时看房 
成熟小区的刚需三房 业主诚心放卖,海力花园,进港大道,3室2厅 ,111.65, 北 , 其他 ,11,2012, 塔楼,10, 7个月以前发布,2300000.0,"20,601元/平",VR看装修 房本满五年 随时看房 
南沙碧桂园南向先3+1房业主诚意放卖,南沙碧桂园,金洲,3室2厅 ,128.7, 南 , 精装 ,18,2007, 板塔结合,1, 7个月以前发布,2700000.0,"20,980元/平",VR看装修 房本满两年 随时看房 
区府板块凤凰湖旁 中高楼层南向三房,叠翠峰,南沙区府,3室2厅 ,95.63, 南 , 其他 ,23,2017, 板楼,3, 4个月以前发布,2800000.0,"29,280元/平",近地铁 VR看装修 房本满两年 随时看房 
南沙碧桂园天玺湾南向高层海景湖景三房,碧桂园天玺湾,进港大道,3室1厅 ,93.27, 南 , 精装 ,26,2014, 板塔结合,5, 9个月以前发布,2490000.0,"26,697元/平",VR房源 房本满五年 随时看房 
优山悦海 过五唯一 税费少 随时可以看,优山悦海,南沙港,3室2厅 ,104.0, 北 , 毛坯 ,18,2013, 塔楼,20, 4个月以前发布,2400000.0,"23,077元/平",近地铁 VR看装修 房本满五年 随时看房 
南沙碧桂园 4室2厅 南,南沙碧桂园,金洲,4室2厅 ,152.83, 南 , 精装 ,11,2007, 板塔结合,6, 3个月以前发布,2740000.0,"17,929元/平",VR看装修 房本满五年 随时看房 
南沙金茂湾 3室2厅 南,南沙金茂湾,明珠湾,3室2厅 ,96.64, 南 , 毛坯 ,32,2017, 塔楼,5, 7个月以前发布,3450000.0,"35,700元/平",VR看装修 房本满五年 随时看房 
南沙境界  带主人套间 高楼层视野好 过5年 南北对流,南沙境界家园,黄阁,3室2厅 ,121.0, 南 , 简装 ,18,2007, 塔楼,3, 4个月以前发布,2250000.0,"18,596元/平",VR看装修 房本满五年 随时看房 
地铁口  三房 两厅 两卫  业主诚意放卖,丰庭花园,金洲,3室2厅 ,93.0, 北 , 简装 ,11,2005, 板楼,4, 5个月以前发布,1900000.0,"20,431元/平",VR看装修 房本满五年 随时看房 
满五年省税费，此户型两面看江视野好，配套成熟。,龙光棕榈水岸北区,南沙区府,3室2厅 ,121.75, 东南 , 精装 ,18,2014, 塔楼,10, 7个月以前发布,3630000.0,"29,816元/平",近地铁 VR看装修 房本满五年 随时看房 
南北通透，满五唯一，中高楼层，安静舒适，望江视野开,越秀滨海珺城,明珠湾,3室2厅 ,125.96, 南 北 , 精装 ,23,2015, 塔楼,5, 5个月以前发布,3740000.0,"29,692元/平",近地铁 VR看装修 房本满五年 随时看房 
小区安静位置 东南向看海 视野开阔,南沙金茂湾,明珠湾,3室1厅 ,124.05, 西南 , 精装 ,25,2017, 塔楼,22, 一年前发布,5400000.0,"43,531元/平",VR看装修 房本满两年 随时看房 
时代长岛  128方大三房  高楼层望山景  全新末入住,时代长岛,进港大道,3室2厅 ,128.08, 南 北 , 其他 ,29,2017, 塔楼,1, 5个月以前发布,2880000.0,"22,486元/平",VR看装修 房本满五年 随时看房 
时代南湾联排别墅  户型方正实用,时代南湾,南沙港,5室2厅 ,215.95, 南 , 毛坯 ,3, 板塔结合 , 联排别墅 ,1, 1个月以前发布,8900000.0,"41,214元/平",VR房源 房本满五年 随时看房 
适合居住，养老，和度假，环境好，设施齐全,时代南湾,南沙港,4室2厅 ,149.0, 西北 , 精装 ,32,2012, 板塔结合,1, 一年前发布,3800000.0,"25,504元/平",VR看装修 房本满五年 随时看房 
金州两房毛坯，中高层南向，没欠款，交易安全,广晟圣淘沙,进港大道,2室1厅 ,60.65, 南 , 毛坯 ,18,2017, 塔楼,63, 10个月以前发布,1430000.0,"23,578元/平",VR看装修 房本满两年 随时看房 
南沙碧桂园天玺湾精装三房诚意放卖,碧桂园天玺湾,进港大道,3室1厅 ,83.07, 北 , 精装 ,18,2014, 塔楼,2, 8个月以前发布,2260000.0,"27,206元/平",VR房源 房本满五年 随时看房 
心意华庭 双阳台通透 三房 随时可看房,南沙心意华庭,金洲,3室1厅 ,116.23, 东南 西北 , 毛坯 ,15,2015, 板塔结合,15, 9个月以前发布,2250000.0,"19,359元/平",近地铁 VR看装修 房本满两年 随时看房 
业主诚意出*，房子格局方正，装修保养好。,凯德新玥,榄核镇,2室2厅 ,79.04, 南 , 毛坯 ,32,2015, 塔楼,38, 一年前发布,1300000.0,"16,448元/平",VR看装修 房本满五年 随时看房 
碧桂园天玺湾，精装3房，拎包入住，300,碧桂园天玺湾,进港大道,3室2厅 ,98.0, 东北 , 精装 ,31,2014, 板塔结合,0, 6个月以前发布,2790000.0,"28,470元/平",VR房源 房本满五年 随时看房 
海棠花园(南沙) 3室1厅 东南,海棠花园(南沙),进港大道,3室1厅 ,87.17, 东南 , 精装 ,13,2000, 板塔结合,27, 4个月以前发布,1200000.0,"13,767元/平",VR房源 房本满两年 随时看房 
碧桂园蜜柚全新金洲三房带车位视野开阔格局方正随看房,碧桂园蜜柚,进港大道,3室2厅 ,85.63, 北 , 精装 ,27,2018, 塔楼,18, 4个月以前发布,2150000.0,"25,109元/平",VR房源 房本满两年 随时看房 
南沙湾两房 证过二 华附旁 地铁近,优山悦海,南沙港,2室1厅 ,80.08, 北 , 毛坯 ,18,2013, 塔楼,104, 一年前发布,2200000.0,"27,473元/平",VR看装修 房本满五年 随时看房 
时代南湾海景湖景，带空中花园。,时代南湾,南沙港,5室2厅 ,246.0, 东南 , 毛坯 ,29,2015, 塔楼,26, 一年前发布,7200000.0,"29,269元/平",VR房源 房本满五年 随时看房 
越秀滨海珺城 南向中高楼层四房 户型方正 全新未入住,越秀滨海珺城,明珠湾,4室2厅 ,166.24, 南 , 其他 ,26,2014, 塔楼,14, 4个月以前发布,4900000.0,"29,476元/平",近地铁 VR看装修 房本满五年 随时看房 
碧桂园天玺湾 4室2厅 西北 西南,碧桂园天玺湾,进港大道,4室2厅 ,180.79, 西北 西南 , 其他 ,30,2014, 板塔结合,3, 4个月以前发布,4860000.0,"26,883元/平",VR房源 房本满两年 随时看房 
急笋碧桂园蜜柚全新改善型南向3房2卫中楼层视野采光好,碧桂园蜜柚,进港大道,3室2厅 ,98.3, 南 , 精装 ,27,2018, 板楼,9, 3个月以前发布,2550000.0,"25,941元/平",VR房源 房本满两年 随时看房 
满五唯一、南北通格局，急 急  房子什么都没有占用,越秀滨海珺城,明珠湾,3室2厅 ,123.28, 南 , 精装 ,23,2017, 塔楼,49, 11个月以前发布,3250000.0,"26,363元/平",近地铁 VR看装修 房本满五年 随时看房 
碧桂园天玺湾中高层满五唯一大三房两卫,碧桂园天玺湾,进港大道,3室1厅 ,117.0, 东北 , 其他 ,18,2014, 板塔结合,0, 3个月以前发布,3100000.0,"26,496元/平",VR房源 房本满五年 随时看房 
此房南北对流  户型方正 业主急,广晟海韵兰庭,进港大道,3室1厅 ,142.25, 南 北 , 精装 ,18,2012, 塔楼,12, 3个月以前发布,2350000.0,"16,521元/平",VR房源 房本满两年 随时看房 
碧桂园天玺湾三房两卫全南户型，满五随时看房,碧桂园天玺湾,进港大道,3室2厅 ,103.29, 南 , 精装 ,18,2014, 板塔结合,2, 4个月以前发布,3080000.0,"29,819元/平",VR房源 房本满五年 随时看房 
翡翠蓝湾连排别野。四层高，适合五口之家,大岗翡翠蓝湾南区,大岗镇,5室2厅 ,213.32, 西南 , 毛坯 ,1, 暂无数据 , 独栋别墅 ,5, 5个月以前发布,4680000.0,"21,939元/平",VR房源 房本满五年 随时看房 
满五年，南向看山景，步梯房低楼层，实用率9成,南沙碧桂园,金洲,3室2厅 ,104.18, 南 , 精装 ,6,2007, 板塔结合,12, 一年前发布,2000000.0,"19,198元/平",VR看装修 房本满五年 随时看房 
过五年唯一，看别墅视野好，位置安静，随时可看,南沙碧桂园,金洲,3室2厅 ,108.97, 西北 , 简装 ,12,2007, 板塔结合,71, 一年前发布,1950000.0,"17,895元/平",VR看装修 房本满五年 随时看房 
南沙境界三房，东南向，安静，看小区。,南沙境界家园,黄阁,3室2厅 ,97.0, 东南 , 精装 ,22,2013, 板塔结合,55, 一年前发布,1950000.0,"20,104元/平",VR看装修 房本满五年 随时看房 
过五年唯一，看别墅视野好，位置安静，随时可看,南沙碧桂园,金洲,3室2厅 ,108.97, 西北 , 简装 ,12,2007, 板塔结合,71, 一年前发布,1950000.0,"17,895元/平",VR看装修 房本满五年 随时看房 
满五年，南向看山景，步梯房低楼层，实用率9成,南沙碧桂园,金洲,3室2厅 ,104.18, 南 , 精装 ,6,2007, 板塔结合,12, 一年前发布,2000000.0,"19,198元/平",VR看装修 房本满五年 随时看房 
南沙进港大道旁，小3房满五唯一，有钥匙可随时看房,海力花园,进港大道,3室1厅 ,88.26, 北 , 精装 ,9,2012, 塔楼,17, 一年前发布,1850000.0,"20,961元/平",VR看装修 房本满五年 随时看房 
美福花园大三房，精装修，高楼层景观好,美福花园,进港大道,3室2厅 ,122.42, 东南 , 精装 ,21,2009, 塔楼,10, 一年前发布,1850000.0,"15,112元/平",VR房源 房本满两年 随时看房 
南沙金湾 4室2厅 南,南沙金湾,进港大道,4室2厅 ,95.0, 南 , 其他 ,32,2016, 塔楼,0, 2个月以前发布,2390000.0,"25,158元/平",VR看装修 房本满两年 随时看房 
三房带车位，视野开阔，采光充足，格局方正，随时看房,碧桂园蜜柚,进港大道,3室2厅 ,85.62, 北 , 其他 ,27,2018, 塔楼,0, 4个月以前发布,2400000.0,"28,031元/平",VR看装修 房本满五年 随时看房 
南沙明珠湾改善型品质社区高层三房两卫精装房有车位,南沙金茂湾,明珠湾,3室1厅 ,96.04, 东 西 , 精装 ,32,2017, 塔楼,2, 5个月以前发布,3450000.0,"35,923元/平",VR房源 房本满五年 随时看房 
满五！中高楼层，风景漂亮！视野宽阔！保养好！,南沙碧桂园,金洲,3室2厅 ,125.71, 东南 , 简装 ,18,2007, 板塔结合,5, 6个月以前发布,2450000.0,"19,490元/平",VR看装修 房本满五年 随时看房 
晴海岸方正3房 通风采光 交通出行便利,晴海岸,南沙湾,3室2厅 ,93.8, 西 , 其他 ,22,2015, 塔楼,1, 10个月以前发布,2360000.0,"25,160元/平",近地铁 VR看装修 房本满两年 随时看房 
地铁口通勤方便，总金额低，适合小家庭,广隆村,金洲,4室1厅 ,93.78, 南 , 其他 ,7,2008, 塔楼,9, 5个月以前发布,1300000.0,"13,863元/平",近地铁 VR看装修 房本满两年 随时看房 
明珠湾CBD，金茂湾高层，南北对流双阳台，望江景,南沙金茂湾,明珠湾,3室2厅 ,97.87, 南 北 , 毛坯 ,32,2016, 板楼,4, 9个月以前发布,4380000.0,"44,754元/平",VR看装修 房本满两年 随时看房 
金州地铁创鸿家园南向大4房2房2厅1卫,创鸿嘉园,金洲,4室2厅 ,142.06, 东南 南 , 毛坯 ,31,2013, 塔楼,14, 一年前发布,3600000.0,"25,342元/平",VR看装修 房本满两年 随时看房 
丰庭花园南北对流三房主阳台朝南稀有放卖,丰庭花园,金洲,3室1厅 ,92.88, 南 北 , 精装 ,10,2005, 板楼,3, 7个月以前发布,1850000.0,"19,919元/平",VR看装修 房本满两年 随时看房 
