珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期,珠江新城东,4室2厅 ,154.26, 南 北 , 精装 ,27,2017, 塔楼,84, 7个月以前发布,22800000.0,"147,803元/平",近地铁 VR看装修 房本满两年 随时看房 
华康小区 满五唯一 商品房 电梯高层 南向三房安静不吵,华康小区,体育中心,3室1厅 ,78.37, 东南 , 简装 ,8,1999, 塔楼,4, 2个月以前发布,6300000.0,"80,388元/平",近地铁 VR看装修 房本满五年 
陶然庭苑 中层望花园 视野开阔 采光通风好,华景新城陶然庭苑,华景新城,2室2厅 ,77.93, 北 , 精装 ,36,2006, 塔楼,11, 3个月以前发布,4360000.0,"55,854元/平",VR房源 房本满五年 
刚需两房 采光通风好 满五唯一 安静单位 温馨装修,天河广场,东圃,2室2厅 ,81.04, 北 , 精装 ,23,1996, 塔楼,12, 一年前发布,3000000.0,"37,019元/平",VR看装修 房本满五年 
华港花园 南北通风二房 满五年 光线好,华港花园,天河公园,2室2厅 ,77.53, 北 , 其他 ,9,2004, 板楼,4, 3个月以前发布,4790000.0,"61,752元/平",VR看装修 房本满五年 
体育西 天文苑 高层两房 业主诚心放卖 看房方便,天文苑,体育中心,2室1厅 ,65.23, 西南 , 简装 ,29,2003, 板塔结合,1, 1个月以前发布,5380000.0,"82,478元/平",近地铁 VR房源 房本满五年 
南国花园新装修 东南向4房望花园,南国花园,珠江新城东,3室2厅 ,146.92, 东南 , 精装 ,25,2002, 塔楼,18, 3个月以前发布,9860000.0,"67,058元/平",近地铁 VR看装修 房本满五年 
骏景花园实用三房 全新装修 格局方正,骏景花园,棠下,3室2厅 ,100.12, 西 , 精装 ,12,2000, 塔楼,0, 1个月以前发布,5200000.0,"51,878元/平",VR看装修 房本满五年 
必推好房：目前优质高层南向房源，看房可联系。,富力盈力大厦,珠江新城西,1室0厅 ,57.77, 南 , 精装 ,30,2005, 板塔结合,2, 2个月以前发布,1800000.0,"31,159元/平",近地铁 房本满两年 随时看房 
理想地 基本全新一房大家多多了解关注,华景新城华景里,华景新城,1室2厅 ,43.5, 西 , 精装 ,21,2015, 塔楼,5, 9个月以前发布,1800000.0,"41,380元/平",房本满两年 
铂林国际 复式一房一厅 住宅性质 配套成熟,铂林国际公寓,珠江新城西,1室1厅 ,38.56, 北 , 精装 ,22,2005, 塔楼,1,18,2300000.0,"59,490元/平",近地铁 VR房源 房本满五年 
中高楼层 错三层3房 楼梯已改实用 急出,中达广场,珠江新城中,3室1厅 ,63.53, 南 , 精装 ,25,2012, 塔楼,0,30,3860000.0,"60,759元/平",近地铁 房本满两年 
天河北品质小区 厅出阳台正规两房 视野好 精装修,瑞心苑,粤垦,2室2厅 ,77.94, 南 北 , 精装 ,11,2000, 塔楼,2,16,4250000.0,"54,530元/平",VR看装修 房本满五年 
天河北 侨林苑 精装修 总投入低 交通方便 户型方正,侨林苑,林和,1室1厅 ,36.02, 北 , 精装 ,22,2003, 板楼,1,29,2890000.0,"80,069元/平",近地铁 VR看装修 房本满两年 
满五年唯一红本在手，中间层，东南看花园,天雅居,东圃,2室2厅 ,74.12, 东南 , 精装 ,13,1999, 塔楼,34, 1个月以前发布,2990000.0,"40,340元/平",近地铁 VR看装修 房本满五年 随时看房 
安厦花园2013年次新，单边高层采光好，装修好拎包入住,安厦花园,东圃,3室2厅 ,65.2, 北 , 精装 ,31,2013, 塔楼,69, 一年前发布,2650000.0,"40,645元/平",VR看装修 房本满五年 随时看房 
羊城花园  小两房 带平台 小区环境好 出门黄村BRT,羊城花园,东圃,2室1厅 ,42.2, 南 北 , 精装 ,6,1999, 塔楼,80, 一年前发布,1600000.0,"37,915元/平",VR房源 房本满五年 随时看房 
铂林国际公寓 平层 一房 户型方正 有阳台 装修保养好,铂林国际公寓,珠江新城西,1室0厅 ,32.46, 西 , 精装 ,32,2005, 塔楼,2, 5个月以前发布,1940000.0,"59,490元/平",近地铁 VR看装修 房本满五年 随时看房 
珠江新城东 小户型 近地铁 中高层视野开阔,跑马地花园三期,珠江新城东,1室1厅 ,46.91, 东 , 精装 ,33,2006, 塔楼,35, 6个月以前发布,1910000.0,"40,584元/平",近地铁 VR看装修 房本满五年 随时看房 
公路局大院一房 小区安静 先烈东学房,公路局大院,沙河,1室1厅 ,29.97, 东 西 , 简装 ,9,1990, 塔楼,5, 3个月以前发布,860000.0,"28,696元/平",近地铁 VR看装修 房本满五年 随时看房 
公路局大院一房 小区安静 先烈东学房,公路局大院,沙河,1室1厅 ,29.97, 东 西 , 简装 ,9,1990, 塔楼,5, 3个月以前发布,860000.0,"28,696元/平",近地铁 VR看装修 房本满五年 随时看房 
广粤尊府旁一房一厅，可看珠江 ，房子安静，满五年,誉城苑,珠江新城东,1室1厅 ,50.16, 东南 南 , 简装 ,20,2001, 塔楼,4, 1个月以前发布,3400000.0,"67,784元/平",近地铁 VR房源 房本满五年 随时看房 
C栋高层安静视野开阔采光好面积大装修好业主诚心卖,跑马地花园三期,珠江新城东,1室1厅 ,49.21, 东 , 精装 ,33,2006, 塔楼,2, 2个月以前发布,2000000.0,"40,584元/平",近地铁 VR看装修 房本满五年 随时看房 
燕塘大燕电梯2房 南向，采光好，业主诚意出,燕塘大院,燕塘,2室1厅 ,60.1, 南 , 简装 ,9,1998, 塔楼,4, 4个月以前发布,2560000.0,"42,596元/平",VR看装修 房本满五年 随时看房 
广外艺学院 实用3房 享受校园环境,广东外语职业艺术学院五山校区,五山,3室2厅 ,80.74, 南 , 精装 ,8,2000, 板塔结合,4, 2个月以前发布,3150000.0,"39,015元/平",VR看装修 房本满五年 随时看房 
金融城 南向高层两房 可等明年1月 满五唯一 采光好,盈彩美居,东圃,2室2厅 ,74.57, 南 , 简装 ,12,2003, 塔楼,57, 一年前发布,3640000.0,"48,731元/平",VR看装修 房本满两年 随时看房 
业主自用，保养好，诚心，格笋！,富力盈丰大厦,珠江新城西,1室0厅 ,45.89, 东 , 其他 ,29,2005, 塔楼,10, 2个月以前发布,1300000.0,"28,329元/平",近地铁 房本满五年 随时看房 
电梯两房 格局方正 靠山安静 空气清新 诚心卖,侨源山庄,粤垦,2室2厅 ,69.09, 西南 , 简装 ,9,1998, 塔楼,8, 5个月以前发布,3050000.0,"44,146元/平",VR房源 房本满五年 随时看房 
万科云城米酷 1室1厅 北,万科云城米酷,智慧城,1室1厅 ,23.88, 北 , 其他 ,12,2017, 塔楼,3,31,680000.0,"28,476元/平",近地铁 房本满两年 随时看房 
珠江新城中区 轻松上车 正南向一房一厅 满五随时看,领峰园,珠江新城中,1室1厅 ,82.84, 南 , 精装 ,42,2009, 板塔结合,1, 3个月以前发布,5550000.0,"66,889元/平",VR看装修 房本满五年 随时看房 
盈彩二期，舒适两房，采光佳，视野好！,盈彩美居,东圃,2室2厅 ,80.6, 西北 , 精装 ,26,2003, 塔楼,0, 4个月以前发布,3930000.0,"48,731元/平",VR看装修 房本满五年 随时看房 
珠江新城 高层南向 大落地窗 业主诚意卖,嘉裕礼顿阳光,珠江新城西,1室0厅 ,43.11, 南 , 精装 ,30,2008, 塔楼,63, 5个月以前发布,2990000.0,"69,358元/平",近地铁 VR看装修 房本满两年 随时看房 
高楼层 户型好 次新楼 通风采光充足 交通便利,佳润上品菁园,东圃,1室1厅 ,48.72, 西 , 精装 ,9,2013, 塔楼,25, 2个月以前发布,2770000.0,"56,856元/平",VR看装修 房本满五年 随时看房 
金燕花园 实用2房 厅出阳台 小区自带公立幼儿园,金燕花园,燕塘,2室2厅 ,63.84, 西北 , 简装 ,9,1999, 塔楼,57, 6个月以前发布,2200000.0,"34,462元/平",VR看装修 房本满五年 随时看房 
鸿燕居  满五唯一 厅出阳台 方正两房 燕塘双地铁,鸿燕居,燕塘,2室1厅 ,70.42, 南 , 简装 ,6,1998, 塔楼,22, 7个月以前发布,2790000.0,"39,620元/平",近地铁 VR看装修 房本满五年 随时看房 
瑞华大厦 精致两房 业主自住装修 拎包入住,瑞华大厦,天润路,2室1厅 ,60.67, 东南 , 精装 ,30,1998, 板塔结合,10, 2个月以前发布,3280000.0,"54,063元/平",近地铁 VR房源 房本满两年 随时看房 
林和东gongan宿舍 两房，全明户型，满五唯一，有电梯,林和东路155-171号（单号）,林和,2室1厅 ,69.0, 东 , 简装 ,9,1997, 塔楼,10, 6个月以前发布,4700000.0,"68,116元/平",近地铁 VR看装修 房本满五年 随时看房 
旭景家园方正三房，景观好，满五税少，无抵押。,旭景家园,东圃,3室1厅 ,82.95, 西 , 简装 ,15,2002, 塔楼,26, 一年前发布,3440000.0,"41,357元/平",VR房源 房本满五年 
精装3房  带楼顶花园  实用,建丽花园,长兴,3室1厅 ,81.04, 北 , 精装 ,11,2005, 塔楼,9, 2个月以前发布,3650000.0,"45,040元/平",VR房源 房本满五年 
店长推荐 珠江新城三地铁口  西南向望小区 满五唯一,跑马地花园三期,珠江新城东,1室0厅 ,60.31, 西南 , 精装 ,33,2006, 塔楼,68, 一年前发布,2450000.0,"40,584元/平",近地铁 VR看装修 房本满五年 
棠利大厦方正南北对流2房，一个温馨的家，看房方便,棠利大厦,棠下,2室1厅 ,76.05, 北 , 简装 ,9,1999, 板楼,23, 10个月以前发布,2400000.0,"31,559元/平",近地铁 VR看装修 房本满五年 
金融城芯  电梯房住宅可望江 纯地铁口5号线  起飞在即,天成居,车陂,2室2厅 ,80.86, 西 , 精装 ,16,2000, 塔楼,120, 5个月以前发布,4090000.0,"50,582元/平",VR看装修 房本满五年 
店长推荐，电梯望农垦，精装修，厅出阳台，安静,福龙苑,粤垦,2室2厅 ,61.64, 东 , 精装 ,9,2000, 塔楼,98, 6个月以前发布,2730000.0,"44,290元/平",VR看装修 房本满五年 
珠江新城 双城国际 一房一厅 业主诚意放卖 看房方便,双城国际,珠江新城西,1室1厅 ,65.93, 北 , 精装 ,29,1998, 塔楼,10, 4个月以前发布,4080000.0,"61,884元/平",近地铁 VR看装修 房本满五年 
五星阁 粤垦路原装电梯3房 户型方正,五星阁,粤垦,3室2厅 ,91.03, 南 , 精装 ,26,2000, 塔楼,88, 6个月以前发布,3380000.0,"37,131元/平",近地铁 VR房源 房本满两年 
准电梯，格局方正 中楼层 视野好 采光通风好,天福居,沙河,3室2厅 ,100.18, 南 , 简装 ,9,1995, 塔楼,3, 6个月以前发布,3050000.0,"30,446元/平",VR看装修 房本满五年 
华文学院 精装3房 不靠路边 安静舒适,华文学院,粤垦,3室2厅 ,79.7, 南 , 精装 ,9,1999, 塔楼,6, 2个月以前发布,3160000.0,"39,649元/平",VR看装修 房本满五年 
后天河北 燕塘3/6号线 电梯南向两房 通风采光好,金建苑,燕塘,2室1厅 ,66.42, 南 , 简装 ,9,1995, 塔楼,4, 2个月以前发布,2650000.0,"39,898元/平",VR看装修 房本满五年 
小区管理 满五唯一 准电梯房 中楼层东南向 业主急卖,天平花苑,沙太南,2室1厅 ,56.91, 东南 , 简装 ,9,1996, 塔楼,20, 4个月以前发布,1620000.0,"28,466元/平",VR看装修 房本满五年 
望整个天河公园，去年装修，满五，全明方正3房2卫,叠翠台,天河公园,3室2厅 ,115.18, 东北 , 精装 ,22,2004, 塔楼,1,6,8500000.0,"73,798元/平",近地铁 VR看装修 房本满五年 
天河新作 南向三居 满五唯一， 精装修 可拎包入住,天河新作,体育中心,3室2厅 ,129.9, 南 , 精装 ,32,2006, 塔楼,1,6,13980000.0,"107,622元/平",近地铁 VR看装修 房本满五年 
金碧翡翠华庭 花园小区 封闭式管理 配套成熟,金碧翡翠华庭,天润路,2室1厅 ,69.79, 南 北 , 精装 ,31,2007, 塔楼,1,7,5480000.0,"78,522元/平",近地铁 VR房源 房本满五年 
乐雅苑 2室1厅 东南,乐雅苑,员村,2室1厅 ,68.0, 东南 , 精装 ,9,1999, 塔楼,0,5,3200000.0,"47,059元/平",近地铁 VR看装修 房本满两年 
乐意居花园 3室2厅 北,乐意居花园,长兴,3室2厅 ,98.18, 北 , 简装 ,9,2003, 塔楼,0,5,4350000.0,"44,307元/平",VR看装修 房本满五年 
仙湖名苑 双阳台望天河公园景观 满五唯一,仙湖名苑,天河公园,4室2厅 ,148.32, 东北 , 其他 ,24,2003, 塔楼,0, 1个月以前发布,8300000.0,"55,961元/平",近地铁 VR房源 房本满五年 
粤海丽江高层望珠江公园大四房安静,粤海丽江花园,珠江新城东,4室2厅 ,235.81, 东南 , 精装 ,44,2009, 塔楼,0,21,14850000.0,"62,974元/平",近地铁 VR房源 房本满五年 
地铁站旁边 过五年 南北对流 中层4房,领峰园,珠江新城中,4室2厅 ,234.81, 东南 , 精装 ,48,2009, 塔楼,1,27,15710000.0,"66,889元/平",近地铁 VR看装修 房本满五年 
云龙苑少有大户型实用150方 正规四房+1书房 满五唯一,云龙苑,沙河,5室2厅 ,100.88, 南 , 其他 ,3,1999, 塔楼,2,20,4050000.0,"40,147元/平",VR看装修 房本满五年 
壹号公馆 天河北大豪 少有卖 业主诚心出,壹号公馆,粤垦,3室1厅 ,173.94, 南 , 其他 ,14,2006, 塔楼,0,24,7800000.0,"44,844元/平",VR房源 房本满五年 
骏景花园三层复式近地铁，带天台花园，南向,骏景花园,棠下,6室2厅 ,202.89, 东南 , 其他 ,12,2000, 塔楼,0,24,10530000.0,"51,878元/平",近地铁 VR房源 房本满五年 
丽晶华庭 复式 繁华地段 交通便利,丽晶华庭,珠江新城西,4室2厅 ,238.66, 北 , 精装 ,30,1998, 塔楼,0,30,15200000.0,"63,689元/平",VR房源 房本满两年 
珠江俊园3房2卫装修保养采光好，阳台15平方米,珠江俊园,华景新城,3室2厅 ,123.7, 东北 , 其他 ,28,2007, 塔楼,0,29,8470000.0,"68,435元/平",VR看装修 房本满五年 
中楼层 前排 南向公园靓景 业主诚心出 视野棒 保养新,粤海丽江花园,珠江新城东,4室2厅 ,219.9, 南 , 精装 ,45,2011, 塔楼,50,29,13850000.0,"62,974元/平",VR看装修 房本满五年 
换了新证，房子满五唯一，户型采光好，自住保养好。,赛拉维,员村,3室2厅 ,134.88, 东南 , 其他 ,19,2002, 塔楼,0,31,10000000.0,"74,140元/平",VR房源 房本满五年 
半山翠庭阳台望鸡笼山东向三房业主诚心出,半山翠庭,五山,3室2厅 ,104.37, 东 , 精装 ,7,1999, 板楼,3,26,6450000.0,"61,800元/平",近地铁 VR房源 房本满五年 
金碧华府中层南向大四房，带40平方大阳台,金碧华府,珠江新城东,4室2厅 ,185.25, 南 北 , 精装 ,25,2004, 塔楼,2,30,33000000.0,"178,138元/平",近地铁 VR房源 房本满五年 
天河公园大5房，南北通透格局好，满五唯一省税费！,东璟花园,员村,5室1厅 ,161.49, 南 北 , 简装 ,25,2004, 塔楼,2,30,11800000.0,"73,070元/平",近地铁 VR看装修 房本满五年 
东南向望琶洲 户型采光好，楼层好，业主诚意卖房。,赛拉维,员村,3室2厅 ,134.88, 东南 西南 西 , 其他 ,19,2002, 塔楼,0,26,9680000.0,"71,768元/平",VR房源 房本满五年 
富力天河华庭 东南向正宗四房 双主套 通透格局,富力天河华庭,林和,4室1厅 ,182.31, 东南 , 其他 ,28,2005, 塔楼,0,20,14050000.0,"77,039元/平",近地铁 VR房源 房本满两年 
满五年 免增值税 南向望小区安静舒适  2008年楼龄,橡树园,沙太南,3室2厅 ,114.34, 南 , 简装 ,16,2008, 塔楼,0,20,5400000.0,"47,228元/平",VR房源 房本满五年 
粤海丽江高层南北对流大四房 业主很有心卖,粤海丽江花园,珠江新城东,4室2厅 ,207.85, 南 , 其他 ,29,2009, 塔楼,1,30,13090000.0,"62,974元/平",VR房源 房本满五年 
富力公园28 4室2厅 南,富力公园28,珠江新城东,4室2厅 ,215.38, 南 , 精装 ,48,2012, 塔楼,0,16,16180000.0,"75,124元/平",近地铁 房本满五年 
满五唯一红本在手 中层安静户型 业主诚心,翠屏富通雅苑,东圃,3室1厅 ,82.0, 北 , 精装 ,17,2012, 塔楼,0,24,5710000.0,"69,635元/平",VR看装修 房本满五年 随时看房 
广利路 2室1厅 南 北,广利路,天河南,2室1厅 ,78.0, 南 北 , 简装 ,9,1999, 塔楼,0,25,4300000.0,"55,129元/平",近地铁 VR看装修 房本满五年 随时看房 
百合苑A区 2室1厅 东,百合苑A区,员村,2室1厅 ,48.78, 东 , 简装 ,9,1996, 塔楼,0,25,2530000.0,"51,866元/平",近地铁 VR看装修 房本满五年 随时看房 
天河电梯房 实用方正两房 中楼层通风采光好,广环大厦,粤垦,2室2厅 ,82.67, 南 , 简装 ,9,2001, 塔楼,1, 1个月以前发布,2880000.0,"34,838元/平",VR房源 房本满五年 随时看房 
南北对流 楼层好 一梯2户 产权清晰,白马花园,员村,2室1厅 ,77.89, 南 , 精装 ,7,2001, 塔楼,2, 1个月以前发布,3050000.0,"39,158元/平",VR看装修 房本满五年 随时看房 
金晖花园，实用三房，安静舒适，交通生活便利,金晖花园,粤垦,3室2厅 ,89.63, 南 北 , 其他 ,9,1998, 塔楼,0,8,3850000.0,"42,955元/平",VR房源 房本满两年 
抵买！天河北精装大四房，采光视野好装修新，安静不吵,贤人阁,龙口西,4室2厅 ,98.1, 东 , 简装 ,22,1997, 板塔结合,2,6,6550000.0,"66,769元/平",近地铁 VR看装修 房本满两年 
精装修三房 户型方正 安静舒适,穗茵园,天河公园,3室1厅 ,69.69, 北 , 其他 ,9,1999, 塔楼,0,7,2900000.0,"41,613元/平",近地铁 VR看装修 房本满五年 
荟雅苑 3室2厅 南,荟雅苑,林和,3室2厅 ,94.48, 南 , 其他 ,31,2000, 塔楼,0,2,9000000.0,"95,259元/平",近地铁 VR房源 房本满五年 
都市兰亭花园 南向中高层 安静舒适,都市兰亭花园,员村,2室1厅 ,86.9, 南 , 精装 ,12,2002, 塔楼,0,8,7300000.0,"84,005元/平",近地铁 VR看装修 房本满五年 
正规一房一厅，装修保养好，自己住,加拿大花园,华景新城,1室1厅 ,53.53, 西 , 精装 ,28,1995, 塔楼,1,6,2460000.0,"45,956元/平",VR房源 房本满五年 
东方都会广场 2室1厅 南,东方都会广场,天河公园,2室1厅 ,44.0, 南 , 精装 ,23,2006, 塔楼,0,5,2980000.0,"67,644元/平",近地铁 VR房源 房本满五年 
新燕花园 3室1厅 东南,新燕花园,燕塘,3室1厅 ,95.44, 东南 , 精装 ,9,2004, 塔楼,0,2,4900000.0,"51,342元/平",近地铁 VR房源 房本满五年 
金融城南向3+1 安静看花园面积均匀实用高 满五省双税,骏景花园,棠下,3室2厅 ,122.6, 南 北 , 简装 ,12,2000, 塔楼,0,6,6370000.0,"51,878元/平",近地铁 VR房源 房本满五年 
中海康城 黄村D鉄旁 安静望花园二房 看房方便,中海康城,黄村,2室1厅 ,84.58, 北 , 精装 ,18,2002, 塔楼,0,5,4600000.0,"54,387元/平",近地铁 VR房源 房本满五年 
