实用大复式！过5年，唯一物业，税费低,锦绣生态园,钟村,4室2厅 ,202.67, 东北 , 精装 ,17,2007, 塔楼,1,18,5000000.0,"24,671元/平",VR房源 房本满五年 随时看房 
证过五年，税少，正望园景，户型方正实用，采光充足,丽江花园左岸,南浦,2室2厅 ,89.0, 西南 , 精装 ,16,2003, 塔楼,1, 1个月以前发布,2910000.0,"32,697元/平",VR看装修 房本满五年 随时看房 
南国奥园一楼花园两房 望泳池 安静,南国奥林匹克花园,汉溪长隆,2室2厅 ,85.47, 南 北 , 精装 ,5,2006, 板楼,4, 2个月以前发布,2980000.0,"34,867元/平",近地铁 VR房源 房本满五年 
电梯中层 西南向 视野宽阔 无遮挡 精装修 拎包入住,丽江花园如英居,南浦,3室2厅 ,96.37, 西南 , 精装 ,20,2008, 塔楼,6, 1个月以前发布,3850000.0,"39,951元/平",近地铁 VR看装修 房本满两年 
顺德碧桂园芷兰湾方正实用宜居园景三室随时方便看房,顺德碧桂园芷兰湾,顺德碧桂园,3室2厅 ,97.0, 东北 , 精装 ,11,2009, 板塔结合,6, 2个月以前发布,1480000.0,"15,258元/平",VR看装修 房本满五年 
保利香逸花园 证过五年 南向望花园 精装保养新净,保利香逸花园,桥南,4室2厅 ,132.4, 南 , 精装 ,18,2012, 塔楼,5, 3个月以前发布,5650000.0,"42,674元/平",VR看装修 房本满五年 
南向三房 一楼带产权花园 新装修1年多,广州碧桂园华苑,南浦,3室2厅 ,88.4, 西南 , 精装 ,7,1998, 塔楼,7, 1个月以前发布,3680000.0,"41,629元/平",近地铁 VR房源 房本满五年 
楼龄新 证过5年 高层靓景望园林,锦绣香江花园山水华府,汉溪长隆,3室2厅 ,91.46, 北 , 精装 ,22,2010, 板塔结合,3, 2个月以前发布,3190000.0,"34,850元/平",VR看装修 房本满五年 
华南碧桂园 岭御苑 高层电梯2房 全新装修  采光视野好,华南碧桂园岭御苑,华南碧桂园,2室2厅 ,102.73, 南 , 精装 ,18,2010, 塔楼,0, 1个月以前发布,3850000.0,"37,477元/平",VR看装修 房本满五年 
康怡居 南向三房两卫 中间楼盘 小区居住密度低 绿化好,祈福新村康怡居,祈福新村,3室1厅 ,93.73, 南 , 简装 ,6,2002, 板楼,13, 一年前发布,2500000.0,"26,673元/平",VR房源 房本满两年 
户型方正，双阳台，精装修 出入方便 配套成熟。,祈福新村A区,祈福新村,2室2厅 ,66.0, 南 , 精装 ,3,1994, 平房,8, 一年前发布,1380000.0,"20,910元/平",VR看装修 房本满五年 随时看房 
康城居二房电梯高层视野好采光好,丽江花园康城居,南浦,2室1厅 ,69.77, 东南 , 简装 ,9,1999, 塔楼,23, 3个月以前发布,1730000.0,"24,796元/平",VR看装修 房本满五年 随时看房 
西城花园 2室1厅 南,西城花园,市桥,2室1厅 ,43.9, 南 , 精装 ,8,1998, 塔楼,4, 1个月以前发布,850000.0,"19,363元/平",VR看装修 房本满五年 随时看房 
过五唯一，省税，户型方正，采光通风性好,锦绣半岛西区,南浦,2室1厅 ,84.06, 东南 , 精装 ,16,2009, 塔楼,3, 1个月以前发布,2500000.0,"29,741元/平",VR看装修 房本满五年 随时看房 
富丽广场 2室1厅 北,富丽广场,大石,2室1厅 ,56.2, 北 , 精装 ,6,1995, 板塔结合,2, 1个月以前发布,1290000.0,"22,954元/平",VR看装修 房本满五年 随时看房 
昊龙花园 电梯高层 满五不唯一 安静望园景,昊龙花园南区,桥南,3室2厅 ,99.0, 东北 , 简装 ,9,2007, 塔楼,10, 3个月以前发布,2890000.0,"29,192元/平",VR看装修 房本满五年 随时看房 
大石地铁口中层温馨一房一厅  可公积金 可婚房,富丽家园富昌花园,大石,1室1厅 ,39.5, 东 北 , 精装 ,9,1998, 塔楼,46, 4个月以前发布,830000.0,"21,013元/平",近地铁 VR房源 房本满五年 随时看房 
满五唯一，业主诚心卖，小区中间位置，楼层好,广州碧桂园雅苑,南浦,2室1厅 ,68.1, 东 , 简装 ,6,1998, 塔楼,23, 11个月以前发布,1980000.0,"29,075元/平",近地铁 VR房源 房本满五年 随时看房 
满五唯一  低层   交通方便,大北路,市桥,2室1厅 ,48.5, 南 , 简装 ,4,1998, 板楼,56, 3个月以前发布,660000.0,"13,609元/平",VR看装修 房本满五年 随时看房 
东方花园3区换过证过五年无抵押 小区中间位置户型方正,东方花园3区,番禺广场,3室2厅 ,92.8, 东南 南 , 简装 ,8,2002, 塔楼,4, 1个月以前发布,2230000.0,"24,031元/平",近地铁 VR房源 房本满两年 随时看房 
叠翠区中间楼层实用两房，可等过五年唯一省税,华南碧桂园叠翠苑,华南碧桂园,2室2厅 ,80.8, 东北 , 简装 ,7,2001, 塔楼,3, 2个月以前发布,2400000.0,"29,703元/平",VR房源 房本满两年 随时看房 
奥园电梯复式 两房一厅 高层一线江景 满五唯一,广州奥林匹克花园,洛溪,2室1厅 ,34.0, 北 , 简装 ,21,2002, 塔楼,13, 3个月以前发布,1030000.0,"30,295元/平",近地铁 VR房源 房本满五年 随时看房 
实用两房，装修保养好，视野开阔无遮挡，正南向单位,朗陶居,桥南,2室2厅 ,73.2, 南 , 精装 ,7,2001, 塔楼,82, 5个月以前发布,1600000.0,"21,858元/平",VR看装修 房本满两年 随时看房 
洛溪 温馨两房 小区环境舒适 密度低 绿化高,芳华花园洛涛居北区,洛溪,2室1厅 ,57.4, 北 , 精装 ,6,1999, 塔楼,4, 2个月以前发布,1850000.0,"32,230元/平",近地铁 VR看装修 房本满五年 随时看房 
绿怡两房，带阳台南向，通风采光好,祈福新村绿怡居,祈福新村,2室1厅 ,50.8, 南 , 简装 ,4,1999, 板楼,6, 5个月以前发布,1200000.0,"23,623元/平",VR房源 房本满五年 随时看房 
鸿城花园，小区管理，电梯房东南向，地铁口600米,鸿城花园,市桥,3室2厅 ,107.3, 东南 , 简装 ,28,2000, 塔楼,61, 7个月以前发布,2248000.0,"20,951元/平",近地铁 VR看装修 房本满五年 随时看房 
此房楼栋位置优越，采光好，诚意出*，南北对流,祈福新村湖景居,祈福新村,3室2厅 ,79.2, 东北 , 精装 ,4,1997, 板楼,52, 一年前发布,1680000.0,"21,213元/平",VR看装修 房本满五年 随时看房 
刚需户型  宽敞明亮  视野无遮挡,祈福新村翠怡居,祈福新村,2室1厅 ,57.6, 东北 , 简装 ,5,2000, 板楼,28, 6个月以前发布,1360000.0,"23,612元/平",VR房源 房本满五年 随时看房 
东怡新区近番禺广场的小户型上车两房,东怡新区东倩园,东怡新区,2室1厅 ,56.6, 东 , 简装 ,7,2000, 塔楼,2, 1个月以前发布,1360000.0,"24,029元/平",近地铁 VR看装修 房本满五年 随时看房 
祈福海晴居60方大两房 北向望小区园景 非顶楼 采光好,祈福新村海晴居,祈福新村,2室1厅 ,60.22, 北 , 精装 ,6,2003, 板楼,30, 4个月以前发布,1510000.0,"25,075元/平",VR房源 房本满五年 随时看房 
富丽家园福宁园 3室1厅 南 北,富丽家园福宁园,大石,3室1厅 ,79.6, 南 北 , 其他 ,8,2000, 塔楼,3, 1个月以前发布,1550000.0,"19,473元/平",VR看装修 房本满两年 随时看房 
：满五年，无按揭，采光通透，户型方正。,鸿禧华庭,市桥,3室1厅 ,97.45, 东南 , 精装 ,11,2004, 塔楼,54, 8个月以前发布,3600000.0,"36,943元/平",近地铁 VR房源 房本满五年 随时看房 
南向两房望花园，安静舒适的两房，视野开阔，证过五年,广州碧桂园丽苑,南浦,2室1厅 ,68.0, 东南 , 简装 ,7,1998, 塔楼,12, 7个月以前发布,1890000.0,"27,795元/平",近地铁 VR房源 房本满五年 随时看房 
丽字楼实用两房 满五不唯一 采光好 通风保养好,丽江花园丽荃楼,南浦,2室2厅 ,69.06, 西北 , 简装 ,9,1995, 塔楼,3, 1个月以前发布,1530000.0,"22,155元/平",近地铁 VR看装修 房本满五年 随时看房 
满五唯一 稀有厅出阳台 高层西南向  视野宽阔,丽江花园德荫楼,南浦,2室1厅 ,69.5, 西南 , 精装 ,16,1997, 塔楼,24, 6个月以前发布,1940000.0,"27,914元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯高层实用三房，望杤博安静视野靓，东南向过五省税,今日丽舍,大石,3室1厅 ,98.85, 东南 , 精装 ,23,2004, 塔楼,43, 7个月以前发布,2630000.0,"26,606元/平",近地铁 VR房源 房本满五年 随时看房 
此房满五 近地铁 格局方正 通风好 配套成熟,美心翠拥华庭二期,东怡新区,3室2厅 ,86.9, 南 , 简装 ,6,2004, 板楼,2, 3个月以前发布,2200000.0,"25,317元/平",VR看装修 房本满五年 随时看房 
领仕南向带入户-花园三房 满五年唯一 双阳台南北对流,金山谷四期,金山谷,3室2厅 ,113.0, 南 , 精装 ,29,2013, 塔楼,46, 6个月以前发布,3800000.0,"33,629元/平",近地铁 VR房源 房本满五年 随时看房 
祈福新村迎风阁 南向三房套房 南北对流户型 拎包入住,祈福新村迎风阁,祈福新村,3室2厅 ,123.12, 南 , 精装 ,20,2005, 塔楼,17, 3个月以前发布,3680000.0,"29,890元/平",VR房源 房本满两年 随时看房 
祈福C区 小三房 近地铁 二次装修保养好 业主急换房,祈福新村C区,祈福新村,3室1厅 ,67.1, 南 北 , 精装 ,4,1995, 板楼,16, 1个月以前发布,1350000.0,"20,120元/平",近地铁 VR房源 房本满两年 随时看房 
欧泊高层南向望别墅，南北对流，诚意出,万科欧泊,万博,3室2厅 ,95.0, 南 , 精装 ,35,2012, 板塔结合,35, 7个月以前发布,4320000.0,"45,408元/平",近地铁 VR看装修 房本满两年 随时看房 
祈福新村青怡居证过5年  一楼花园单位   安静舒适,祈福新村青怡居,祈福新村,3室2厅 ,85.3, 北 , 精装 ,5,2001, 板楼,78, 一年前发布,2320000.0,"27,199元/平",VR房源 房本满两年 随时看房 
南国奥园一梯两户楼梯中层双阳台望花园出入方便改三房,南国奥林匹克花园,汉溪长隆,2室2厅 ,80.64, 西南 , 精装 ,6,2006, 板楼,21, 3个月以前发布,2580000.0,"31,995元/平",VR房源 房本满五年 随时看房 
金融街南向3房 户型方正 格局保养好 拎包入住,融穗澜湾,番禺广场,3室2厅 ,83.99, 南 , 精装 ,40,2015, 塔楼,166, 3个月以前发布,3410000.0,"40,601元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五唯一，地铁口物业，精装修拎包入住,鸿福花园(番禺),市桥,2室1厅 ,50.2, 南 , 精装 ,8,1996, 塔楼,64, 6个月以前发布,920000.0,"18,327元/平",近地铁 VR看装修 房本满五年 随时看房 
过5年省税  装修设计好 收纳空间大 南北对流,锦绣香江花园山水华府,汉溪长隆,3室1厅 ,90.37, 西北 , 精装 ,23,2010, 塔楼,19, 9个月以前发布,3150000.0,"34,850元/平",VR看装修 房本满五年 随时看房 
祈福新村 湖景居 南向采光通风好 靓装300000元,祈福新村湖景居,祈福新村,3室2厅 ,102.0, 南 , 精装 ,4,1995, 板楼,57, 7个月以前发布,2400000.0,"23,530元/平",VR看装修 房本满五年 随时看房 
荷景证过五年 精致两房 钥匙房  随时看,荷景花园一区,沙湾,2室2厅 ,64.0, 南 北 , 简装 ,7,1995, 塔楼,3, 5个月以前发布,1020000.0,"15,938元/平",VR看装修 房本满五年 随时看房 
一尺山居 南向高层望山 视野开阔 大阳台,广州雅居乐花园一尺山居,雅居乐,3室2厅 ,101.0, 南 , 精装 ,23,2010, 塔楼,12, 2个月以前发布,3730000.0,"36,884元/平",VR房源 房本满两年 随时看房 
尚东尚筑小区中间位置高层南向三房，业主诚心卖,尚东尚筑,番禺客运站,3室2厅 ,92.56, 南 , 精装 ,18,2011, 塔楼,18, 3个月以前发布,3180000.0,"34,357元/平",VR房源 房本满五年 随时看房 
华南碧桂园实用三房两卫，单边位置，中间楼层,华南碧桂园翡翠苑,华南碧桂园,3室2厅 ,87.0, 东 , 简装 ,6,2001, 板楼,67, 一年前发布,2850000.0,"32,759元/平",VR房源 房本满五年 随时看房 
采光，通风好， 配套完善， 交通方便,富丽家园锦华楼,大石,3室1厅 ,79.3, 南 , 简装 ,8,1995, 塔楼,6, 3个月以前发布,1270000.0,"16,016元/平",VR看装修 房本满两年 随时看房 
丽江花园 星海洲 温馨三房  望江户型方正,丽江花园星海洲,南浦,3室2厅 ,100.5, 东北 , 精装 ,25,1999, 塔楼,5, 1个月以前发布,2700000.0,"26,866元/平",VR看装修 房本满五年 随时看房 
南向大三房，香港业主保养好，度假少住,祈福新村康怡居,祈福新村,3室2厅 ,103.39, 南 , 精装 ,6,2002, 板楼,66, 5个月以前发布,2550000.0,"24,664元/平",VR房源 房本满五年 随时看房 
趣园中层大两房  户型方正 视野开阔 光线好 保养好,锦绣生态园趣园,钟村,2室2厅 ,81.5, 东北 , 精装 ,6,2005, 塔楼,10, 3个月以前发布,1680000.0,"20,614元/平",VR看装修 房本满五年 随时看房 
满五唯一，保养好，拎包入住，业主好沟通,番禺海伦堡花样年华一期,桥南,3室2厅 ,90.86, 东南 , 精装 ,19,2005, 塔楼,7, 2个月以前发布,2390000.0,"26,305元/平",VR看装修 房本满五年 随时看房 
温馨里次新房，全屋定制，过五年免增值税,温馨里,市桥北,3室2厅 ,82.58, 北 , 精装 ,11,2013, 塔楼,33, 7个月以前发布,2390000.0,"28,942元/平",近地铁 VR房源 房本满五年 随时看房 
此房满五年唯一，格局方正，小区安静，中间楼层。,恒盛花园,沙湾,3室2厅 ,81.4, 南 , 简装 ,7,1999, 塔楼,3,31,1340000.0,"16,462元/平",VR房源 房本满五年 随时看房 
过五年唯一免个税，东南朝向，电梯房30楼望鸿禧华庭,侨基花园,市桥,2室1厅 ,65.99, 东南 , 简装 ,32,1998, 塔楼,33, 5个月以前发布,1330000.0,"20,155元/平",近地铁 VR房源 房本满五年 随时看房 
缤纷汇南向大两房，近地铁口，精装，明年1月满五,祈福缤纷汇,祈福新村,2室2厅 ,75.53, 南 , 精装 ,33,2017, 板塔结合,2, 2个月以前发布,2850000.0,"37,734元/平",近地铁 VR房源 房本满两年 随时看房 
广州碧桂园华苑方正两房，中间楼层，钥匙在手随时看,广州碧桂园华苑,南浦,2室2厅 ,68.1, 西北 , 简装 ,6,1998, 塔楼,4, 1个月以前发布,1900000.0,"27,901元/平",近地铁 VR看装修 房本满五年 随时看房 
星海州 产权清晰两房，套内使用面积77.7方 满五精装,丽江花园星海洲,南浦,2室1厅 ,80.9, 东 , 精装 ,25,1999, 塔楼,309, 7个月以前发布,1750000.0,"21,632元/平",VR看装修 房本满五年 随时看房 
此房满五，业主诚心放卖，有钥匙看房方便,水韵蓝湾南区,桥南,2室2厅 ,89.96, 北 , 其他 ,17,2010, 塔楼,5, 9个月以前发布,1950000.0,"21,677元/平",VR看装修 房本满五年 随时看房 
莲芳园  可用公积金贷款  南北对流  业主诚心卖,富丽家园莲芳园,大石,3室2厅 ,99.3, 东南 南 , 简装 ,8,1995, 塔楼,13, 6个月以前发布,1900000.0,"19,134元/平",近地铁 VR看装修 房本满五年 随时看房 
缤纷汇温馨两房  近地铁22号线 高层通风光线好,祈福缤纷汇,祈福新村,2室2厅 ,53.29, 西 , 精装 ,33,2017, 板塔结合,35, 4个月以前发布,1880000.0,"35,279元/平",近地铁 VR看装修 房本满两年 随时看房 
尚上名筑南向高层，刚需小户型，业主诚心出*,尚上名筑一区,亚运城,1室1厅 ,60.0, 南 , 简装 ,29,2017, 塔楼,38, 一年前发布,1240000.0,"20,667元/平",VR看装修 房本满五年 随时看房 
莲芳园  精装修 南向两房 望花园 看房方便,富丽家园莲芳园,大石,2室1厅 ,61.68, 南 , 精装 ,6,1995, 塔楼,31, 3个月以前发布,1250000.0,"20,266元/平",VR看装修 房本满五年 随时看房 
锦绣趣园 大3房 南向单位  中楼层  视野开阔,锦绣生态园趣园,钟村,3室2厅 ,101.48, 东南 , 简装 ,6,2005, 塔楼,20, 3个月以前发布,2180000.0,"21,483元/平",VR看装修 房本满五年 
祈福水城  南向  满五唯一  无按揭,祈福水城,沙湾,3室2厅 ,91.7, 东南 , 精装 ,11,2008, 塔楼,8, 7个月以前发布,2050000.0,"22,356元/平",VR看装修 房本满五年 
房子过五年，全新精装修 拎包入住。地铁800米,石桥新村,市桥,3室2厅 ,93.1, 南 , 精装 ,7,1995, 塔楼,34, 3个月以前发布,1495000.0,"16,059元/平",近地铁 VR看装修 房本满五年 
一线湖景 无遮挡  一楼带花元 满五唯一 保养好,祈福新村倚湖湾,祈福新村,4室2厅 ,149.7, 北 , 简装 ,33,2006, 塔楼,9, 4个月以前发布,4600000.0,"30,729元/平",VR房源 房本满五年 
康裕园 电梯精装3房 证过5年 带车位 业主诚意出*,康裕园,市桥,3室2厅 ,140.9, 南 , 精装 ,7,1993, 塔楼,33, 一年前发布,3300000.0,"23,421元/平",VR看装修 房本满两年 
福泰园 大户型四房 南北对流 小区中间位置安静望花园,富丽家园福泰园,大石,4室2厅 ,124.29, 南 北 , 精装 ,8,1995, 塔楼,1, 5个月以前发布,2750000.0,"22,126元/平",VR看装修 房本满五年 
锦绣趣园南街特优3房含12.7²大露台,锦绣生态园趣园,钟村,3室1厅 ,96.14, 东南 , 精装 ,6,2005, 塔楼,82, 一年前发布,2390000.0,"24,860元/平",VR房源 房本满五年 
南北对流 位置安静 名师设计 精装修,广州雅居乐花园剑桥郡,雅居乐,4室2厅 ,310.58, 南 北 , 其他 ,38,2010, 塔楼,28, 一年前发布,16000000.0,"51,517元/平",近地铁 VR房源 房本满两年 
实用140平 大阳台 太阳能热水器 楼顶可种菜 带阁楼,北城雍雅园,市桥,3室2厅 ,90.5, 南 北 , 精装 ,7,2006, 塔楼,18, 3个月以前发布,2550000.0,"28,177元/平",近地铁 VR房源 房本满五年 
南国奥园两房，满五年唯一，光线充足,南国奥林匹克花园,汉溪长隆,2室2厅 ,77.2, 西南 , 精装 ,6,2005, 板楼,6, 1个月以前发布,2430000.0,"31,477元/平",VR看装修 房本满五年 
高层望江电梯三房   东南靓向   望小区花园,丽江花园左岸,南浦,3室2厅 ,99.66, 东南 , 精装 ,18,2003, 塔楼,11, 2个月以前发布,3250000.0,"32,611元/平",VR看装修 房本满两年 
建桥大厦，电梯高层 大三房  可公积金 户型通透,建桥大厦,市桥,3室2厅 ,111.7, 东北 , 精装 ,17,1993, 塔楼,24, 6个月以前发布,1680000.0,"15,041元/平",VR看装修 房本满五年 
